stock_id,stock_name,Date,Volume,Volume_Cash,Open,High,Low,Close,Change,Order
1213,大飲,2019-09-24,83320.0,656557.0,7.88,7.88,7.88,7.88,0.0,30.0
1213,大飲,2019-09-25,67324.0,477999.0,7.10,7.10,7.10,7.10,-0.78,30.0
1213,大飲,2019-09-26,817422.0,5355074.0,6.39,7.81,6.39,7.76,0.66,242.0
1213,大飲,2019-09-27,272517.0,1906579.0,6.99,7.24,6.99,6.99,-0.77,118.0
1213,大飲,2019-10-01,360358.0,2330039.0,6.45,6.72,6.36,6.53,-0.46,124.0
1213,大飲,2019-10-02,204945.0,1312566.0,6.40,6.58,6.37,6.41,-0.12,65.0
1213,大飲,2019-10-03,292146.0,1794515.0,6.38,6.49,5.78,6.08,-0.33,107.0
1213,大飲,2019-10-04,201398.0,1166123.0,6.02,6.02,5.70,5.76,-0.32,97.0
1213,大飲,2019-10-07,138900.0,802514.0,5.76,5.89,5.74,5.81,0.05,52.0
1213,大飲,2019-10-08,133134.0,759260.0,5.61,5.85,5.52,5.85,0.04,62.0
1213,大飲,2019-10-09,31280.0,180777.0,5.80,5.87,5.73,5.87,0.02,22.0
1213,大飲,2019-10-14,41052.0,237894.0,5.87,5.98,5.73,5.80,-0.07,26.0
1213,大飲,2019-10-15,70594.0,409869.0,5.80,5.88,5.75,5.83,0.03,36.0
1213,大飲,2019-10-16,86600.0,506077.0,5.83,5.95,5.75,5.85,0.02,33.0
1213,大飲,2019-10-17,14000.0,82390.0,5.94,5.94,5.85,5.86,0.01,8.0
1213,大飲,2019-10-18,51000.0,298930.0,5.86,5.91,5.77,5.90,0.04,17.0
1213,大飲,2019-10-21,14042.0,82503.0,5.90,5.91,5.82,5.88,-0.02,13.0
1213,大飲,2019-10-22,53000.0,312080.0,5.80,5.95,5.80,5.95,0.07,16.0
1213,大飲,2019-10-23,66317.0,394925.0,5.95,6.02,5.89,5.99,0.04,38.0
1213,大飲,2019-10-24,66100.0,396614.0,5.85,6.04,5.85,6.04,0.05,11.0
1213,大飲,2019-10-25,13400.0,79880.0,6.08,6.08,5.91,6.05,0.01,9.0
1213,大飲,2019-10-28,58134.0,354731.0,6.08,6.13,6.08,6.11,0.06,27.0
1213,大飲,2019-10-29,127940.0,814765.0,6.22,6.40,6.22,6.39,0.28,38.0
1213,大飲,2019-10-30,40486.0,258740.0,6.39,6.40,6.39,6.39,0.0,17.0
1213,大飲,2019-10-31,5229.0,33514.0,6.52,6.52,6.38,6.38,-0.01,9.0
1213,大飲,2019-11-01,5340.0,33639.0,6.06,6.38,6.06,6.38,0.0,8.0
1213,大飲,2019-11-04,1195.0,7172.0,6.01,6.01,6.01,6.01,-0.37,9.0
1213,大飲,2019-11-05,10154.0,59842.0,6.01,6.01,5.76,5.88,-0.13,12.0
1213,大飲,2019-11-06,33500.0,200854.0,6.08,6.09,5.80,6.09,0.21,19.0
1213,大飲,2019-11-07,6500.0,39463.0,5.74,6.41,5.74,6.41,0.32,10.0
1213,大飲,2019-11-08,28041.0,176383.0,5.91,6.37,5.91,6.37,-0.04,20.0
1213,大飲,2019-11-11,13268.0,81694.0,6.35,6.35,6.00,6.29,-0.08,11.0
1213,大飲,2019-11-12,9100.0,56359.0,6.04,6.29,6.04,6.29,0.0,11.0
1213,大飲,2019-11-13,4814.0,29581.0,6.38,6.38,6.12,6.12,-0.17,7.0
1213,大飲,2019-11-14,69400.0,423400.0,6.38,6.38,6.00,6.10,-0.02,14.0
1213,大飲,2019-11-15,64052.0,390632.0,6.10,6.10,6.10,6.10,0.0,15.0
1213,大飲,2019-11-18,7783.0,47319.0,6.10,6.10,6.10,6.10,0.0,6.0
1213,大飲,2019-11-19,17200.0,101261.0,5.91,6.01,5.86,5.90,-0.2,13.0
1213,大飲,2019-11-20,54920.0,332502.0,6.03,6.10,5.89,5.89,-0.01,15.0
1213,大飲,2019-11-21,33432.0,200234.0,5.73,6.17,5.73,5.91,0.02,21.0
1213,大飲,2019-11-22,22700.0,138330.0,6.15,6.18,6.01,6.05,0.14,18.0
1213,大飲,2019-11-25,9100.0,55050.0,6.05,6.05,6.05,6.05,0.0,8.0
1213,大飲,2019-11-26,15500.0,93379.0,6.05,6.06,5.89,5.89,-0.16,10.0
1213,大飲,2019-11-27,26602.0,158638.0,5.89,6.01,5.89,6.00,0.11,17.0
1213,大飲,2019-11-28,3417.0,19770.0,5.90,5.90,5.74,5.74,-0.26,11.0
1213,大飲,2019-11-29,103055.0,549265.0,5.71,5.72,5.17,5.20,-0.54,36.0
1213,大飲,2019-12-02,52101.0,292007.0,5.20,5.72,5.20,5.72,0.52,31.0
1213,大飲,2019-12-03,58768.0,352219.0,6.01,6.04,5.80,6.04,0.32,28.0
1213,大飲,2019-12-04,37239.0,227788.0,6.04,6.30,6.04,6.10,0.06,22.0
1213,大飲,2019-12-05,45033.0,281007.0,6.10,6.29,6.10,6.22,0.12,19.0
1213,大飲,2019-12-06,15584.0,96307.0,6.20,6.25,6.12,6.25,0.03,12.0
1213,大飲,2019-12-09,11501.0,69810.0,6.07,6.10,6.04,6.04,-0.21,8.0
1213,大飲,2019-12-10,8101.0,48931.0,6.04,6.04,6.04,6.04,0.0,7.0
1213,大飲,2019-12-11,26200.0,159128.0,5.85,6.10,5.85,6.10,0.06,16.0
1213,大飲,2019-12-12,7201.0,43176.0,6.00,6.00,5.99,6.00,-0.1,7.0
1213,大飲,2019-12-13,20301.0,121812.0,6.00,6.00,6.00,6.00,0.0,9.0
1213,大飲,2019-12-16,23300.0,138814.0,5.95,6.00,5.95,6.00,0.0,10.0
1213,大飲,2019-12-17,26501.0,162415.0,6.28,6.29,5.94,6.22,0.22,18.0
1213,大飲,2019-12-18,3214.0,19570.0,6.10,6.10,6.10,6.10,-0.12,7.0
1213,大飲,2019-12-19,50702.0,312422.0,6.09,6.20,6.09,6.09,-0.01,27.0
1213,大飲,2019-12-20,19634.0,117750.0,6.00,6.02,5.93,6.00,-0.09,14.0
1213,大飲,2019-12-23,21299.0,127494.0,6.00,6.00,5.90,6.00,0.0,12.0
1213,大飲,2019-12-24,602.0,3487.0,--,--,--,--,0.0,8.0
1213,大飲,2019-12-25,16035.0,97989.0,6.01,6.23,6.01,6.15,0.0,11.0
1213,大飲,2019-12-26,25100.0,151354.0,6.03,6.03,6.03,6.03,-0.12,12.0
1213,大飲,2019-12-27,28001.0,171416.0,6.21,6.22,6.00,6.18,0.15,16.0
1213,大飲,2019-12-30,33100.0,209115.0,6.62,6.62,6.13,6.33,0.15,18.0
1213,大飲,2019-12-31,4950.0,30823.0,6.03,6.28,6.03,6.26,-0.07,7.0
1213,大飲,2020-01-02,17426.0,106101.0,6.04,6.26,6.04,6.10,-0.16,21.0
1213,大飲,2020-01-03,21100.0,126630.0,6.10,6.13,5.93,6.10,0.0,10.0
1213,大飲,2020-01-06,12001.0,71886.0,5.98,6.09,5.98,5.99,-0.11,4.0
1213,大飲,2020-01-07,14095.0,85912.0,6.29,6.29,6.00,6.16,0.17,11.0
1213,大飲,2020-01-08,7015.0,42500.0,6.02,6.16,6.02,6.16,0.0,7.0
1213,大飲,2020-01-09,36325.0,217850.0,6.00,6.01,5.93,5.93,-0.23,20.0
1213,大飲,2020-01-10,67199.0,416049.0,5.90,6.52,5.70,6.13,0.2,37.0
1213,大飲,2020-01-13,14000.0,85740.0,6.13,6.15,6.10,6.10,-0.03,8.0
1213,大飲,2020-01-14,1186.0,7490.0,6.35,6.35,6.35,6.35,0.25,3.0
1213,大飲,2020-01-15,19001.0,117946.0,6.08,6.28,6.08,6.08,-0.27,10.0
1213,大飲,2020-01-16,53001.0,321436.0,6.24,6.26,6.00,6.00,-0.08,15.0
1213,大飲,2020-01-17,42533.0,262347.0,6.16,6.25,6.05,6.05,0.05,19.0
1213,大飲,2020-01-20,24010.0,142301.0,5.76,6.01,5.76,6.01,-0.04,6.0
1213,大飲,2020-01-30,30200.0,169869.0,5.70,5.70,5.52,5.70,-0.31,15.0
1213,大飲,2020-01-31,15000.0,91540.0,6.24,6.24,6.00,6.00,0.3,7.0
1213,大飲,2020-02-03,0.0,0.0,--,--,--,--,0.0,0.0
1213,大飲,2020-02-04,38098.0,227438.0,5.71,6.00,5.71,6.00,0.0,17.0
1213,大飲,2020-02-05,17207.0,103503.0,6.09,6.09,6.00,6.04,0.04,10.0
1213,大飲,2020-02-06,10503.0,62386.0,5.95,5.95,5.92,5.92,-0.12,7.0
1213,大飲,2020-02-07,12000.0,71200.0,5.92,6.00,5.92,6.00,0.08,2.0
1213,大飲,2020-02-10,5000.0,30000.0,6.00,6.00,6.00,6.00,0.0,3.0
1213,大飲,2020-02-11,66100.0,392271.0,5.52,6.10,5.52,6.10,0.1,25.0
1213,大飲,2020-02-12,0.0,0.0,--,--,--,--,0.0,0.0
1213,大飲,2020-02-13,24000.0,146400.0,6.10,6.10,6.10,6.10,0.0,10.0
