stock_id,stock_name,Date,Volume,Volume_Cash,Open,High,Low,Close,Change,Order
1305,華夏,2010-01-04,4535217.0,55710371.0,12.35,12.40,12.20,12.20,-0.15,862.0
1305,華夏,2010-01-05,4439459.0,54463700.0,12.35,12.40,12.15,12.20,0.0,940.0
1305,華夏,2010-01-06,28561081.0,365872296.0,12.30,13.05,12.30,13.05,0.85,5221.0
1305,華夏,2010-01-07,21424001.0,276535059.0,13.10,13.20,12.55,12.65,-0.4,4400.0
1305,華夏,2010-01-08,21889931.0,290225039.0,13.05,13.50,13.00,13.25,0.6,4306.0
1305,華夏,2010-01-11,16727678.0,227269078.0,13.50,13.80,13.40,13.50,0.25,3212.0
1305,華夏,2010-01-12,15060957.0,205073293.0,13.75,13.95,13.15,13.95,0.45,3213.0
1305,華夏,2010-01-13,7266790.0,98150342.0,13.60,13.80,13.30,13.40,-0.55,1800.0
1305,華夏,2010-01-14,8718181.0,118812811.0,13.50,13.85,13.40,13.55,0.15,1980.0
1305,華夏,2010-01-15,24703189.0,354242922.0,13.80,14.45,13.80,14.45,0.9,3826.0
1305,華夏,2010-01-18,16880851.0,248460488.0,14.45,15.10,14.45,14.90,0.45,3270.0
1305,華夏,2010-01-19,10908283.0,157139349.0,15.10,15.15,14.00,14.20,-0.7,2449.0
1305,華夏,2010-01-20,7834583.0,109763100.0,14.30,14.45,13.80,13.90,-0.3,1627.0
1305,華夏,2010-01-21,5330129.0,73398565.0,13.90,14.00,13.55,13.60,-0.3,1229.0
1305,華夏,2010-01-22,8148999.0,110600585.0,13.20,13.95,13.10,13.70,0.1,1925.0
1305,華夏,2010-01-25,3958985.0,54089696.0,13.40,13.90,13.40,13.45,-0.25,988.0
1305,華夏,2010-01-26,7538085.0,97041663.0,13.45,13.60,12.55,12.55,-0.9,1570.0
1305,華夏,2010-01-27,5071945.0,63546519.0,12.60,12.75,12.35,12.40,-0.15,1131.0
1305,華夏,2010-01-28,3595549.0,45503671.0,12.55,12.80,12.45,12.70,0.3,826.0
1305,華夏,2010-01-29,3362918.0,41332648.0,12.40,12.45,12.10,12.30,-0.4,1011.0
1305,華夏,2010-02-01,2633110.0,32896608.0,12.45,12.65,12.40,12.40,0.1,777.0
1305,華夏,2010-02-02,2964696.0,36961090.0,12.75,12.80,12.10,12.10,-0.3,892.0
1305,華夏,2010-02-03,2360162.0,29170523.0,12.50,12.50,12.15,12.50,0.4,568.0
1305,華夏,2010-02-04,2206845.0,27776644.0,12.50,12.70,12.45,12.60,0.1,618.0
1305,華夏,2010-02-05,6251229.0,74502217.0,12.20,12.30,11.75,11.75,-0.85,1147.0
1305,華夏,2010-02-06,3200704.0,37442220.0,11.90,12.10,11.20,11.65,-0.1,824.0
1305,華夏,2010-02-08,2517727.0,29861637.0,11.70,12.05,11.65,11.95,0.3,618.0
1305,華夏,2010-02-09,3517349.0,42988076.0,11.95,12.45,11.70,12.40,0.45,810.0
1305,華夏,2010-02-10,3747670.0,46368422.0,12.45,12.60,12.15,12.25,-0.15,964.0
1305,華夏,2010-02-22,2174897.0,27362215.0,12.50,12.70,12.40,12.50,0.25,595.0
1305,華夏,2010-02-23,5663819.0,72221421.0,12.65,13.00,12.35,12.85,0.35,1317.0
1305,華夏,2010-02-24,1794661.0,22735705.0,12.60,12.85,12.55,12.55,-0.3,450.0
1305,華夏,2010-02-25,3221153.0,40790192.0,12.65,12.80,12.50,12.55,0.0,879.0
1305,華夏,2010-02-26,1968362.0,24797374.0,12.70,12.70,12.45,12.55,0.0,445.0
1305,華夏,2010-03-01,4957300.0,64325950.0,12.80,13.15,12.70,13.00,0.45,1219.0
1305,華夏,2010-03-02,3570081.0,46277703.0,13.15,13.15,12.85,13.05,0.05,772.0
1305,華夏,2010-03-03,4326930.0,57780627.0,13.10,13.50,13.10,13.20,0.15,1065.0
1305,華夏,2010-03-04,3010671.0,39254353.0,13.20,13.35,12.85,12.90,-0.3,752.0
1305,華夏,2010-03-05,2164075.0,28106966.0,13.00,13.10,12.85,13.00,0.1,498.0
1305,華夏,2010-03-08,2224947.0,28930555.0,13.10,13.20,12.90,12.90,-0.1,525.0
1305,華夏,2010-03-09,2051157.0,26401647.0,12.90,13.00,12.75,12.80,-0.1,495.0
1305,華夏,2010-03-10,2818183.0,35956204.0,12.80,12.90,12.70,12.70,-0.1,644.0
1305,華夏,2010-03-11,4462195.0,56969691.0,12.75,12.95,12.60,12.70,0.0,1053.0
1305,華夏,2010-03-12,2053134.0,26095898.0,12.70,12.80,12.65,12.65,-0.05,479.0
1305,華夏,2010-03-15,2890515.0,36701838.0,12.70,12.85,12.55,12.80,0.15,576.0
1305,華夏,2010-03-16,2606651.0,33204848.0,12.80,12.90,12.65,12.70,-0.1,533.0
1305,華夏,2010-03-17,4677134.0,60239764.0,12.75,13.00,12.75,12.85,0.15,945.0
1305,華夏,2010-03-18,3701794.0,47904391.0,12.95,13.05,12.85,12.90,0.05,806.0
1305,華夏,2010-03-19,1980054.0,25532689.0,13.00,13.00,12.80,12.85,-0.05,548.0
1305,華夏,2010-03-22,2328547.0,29527644.0,12.80,12.80,12.60,12.70,-0.15,660.0
1305,華夏,2010-03-23,3555396.0,45036235.0,12.70,12.80,12.55,12.65,-0.05,789.0
1305,華夏,2010-03-24,3167282.0,39739123.0,12.70,12.75,12.45,12.55,-0.1,766.0
1305,華夏,2010-03-25,1537493.0,18994808.0,12.50,12.55,12.25,12.40,-0.15,431.0
1305,華夏,2010-03-26,2243706.0,28026499.0,12.45,12.60,12.35,12.45,0.05,448.0
1305,華夏,2010-03-29,1961058.0,24549574.0,12.45,12.60,12.40,12.55,0.1,477.0
1305,華夏,2010-03-30,7629080.0,97933525.0,12.65,13.00,12.60,12.95,0.4,1697.0
1305,華夏,2010-03-31,10601047.0,140513561.0,13.10,13.50,13.00,13.05,0.1,2407.0
1305,華夏,2010-04-01,3968630.0,51594807.0,13.10,13.20,12.90,12.95,-0.1,901.0
1305,華夏,2010-04-02,3608167.0,46928851.0,13.10,13.20,12.80,12.95,0.0,867.0
1305,華夏,2010-04-06,1900764.0,24600128.0,13.05,13.10,12.85,12.85,-0.1,555.0
1305,華夏,2010-04-07,1893590.0,24283920.0,12.80,13.00,12.75,12.85,0.0,592.0
1305,華夏,2010-04-08,2127981.0,27166401.0,12.85,12.90,12.70,12.70,-0.15,510.0
1305,華夏,2010-04-09,2099859.0,26944144.0,12.70,12.95,12.70,12.90,0.2,593.0
1305,華夏,2010-04-12,2443208.0,31671829.0,12.95,13.05,12.85,13.00,0.1,597.0
1305,華夏,2010-04-13,4173363.0,54536880.0,13.10,13.20,12.85,13.00,0.0,982.0
1305,華夏,2010-04-14,2139512.0,27485552.0,13.00,13.10,12.75,12.90,-0.1,606.0
1305,華夏,2010-04-15,9443502.0,125209672.0,13.00,13.60,12.85,13.60,0.7,1760.0
1305,華夏,2010-04-16,21321149.0,292075644.0,13.70,13.95,13.40,13.85,0.25,4337.0
1305,華夏,2010-04-19,7265931.0,96695078.0,13.60,13.70,12.90,12.90,-0.95,1740.0
1305,華夏,2010-04-20,4348860.0,55470448.0,13.00,13.10,12.45,12.80,-0.1,1126.0
1305,華夏,2010-04-21,3521386.0,45666644.0,12.90,13.10,12.85,13.00,0.2,959.0
1305,華夏,2010-04-22,3427428.0,43526505.0,12.90,12.90,12.60,12.75,-0.25,888.0
1305,華夏,2010-04-23,3502166.0,44435289.0,12.75,12.80,12.60,12.70,-0.05,955.0
1305,華夏,2010-04-26,2267949.0,29098644.0,12.85,12.90,12.75,12.85,0.15,643.0
1305,華夏,2010-04-27,1315402.0,16798133.0,12.85,12.85,12.70,12.70,-0.15,386.0
1305,華夏,2010-04-28,5217848.0,66602358.0,12.30,13.00,12.30,12.80,0.1,1286.0
1305,華夏,2010-04-29,3070803.0,39758085.0,12.80,13.10,12.75,12.80,0.0,804.0
1305,華夏,2010-04-30,2224426.0,28341665.0,12.95,13.00,12.55,12.60,-0.2,719.0
1305,華夏,2010-05-03,5075525.0,63736682.0,12.55,12.80,12.30,12.40,-0.2,1012.0
1305,華夏,2010-05-04,2730509.0,33503409.0,12.55,12.55,12.15,12.20,-0.2,821.0
1305,華夏,2010-05-05,2426795.0,28436099.0,11.90,11.95,11.55,11.65,-0.55,712.0
1305,華夏,2010-05-06,2584869.0,29436879.0,11.65,11.65,11.15,11.25,-0.4,668.0
1305,華夏,2010-05-07,3396831.0,36427805.0,10.55,11.00,10.50,10.90,-0.35,893.0
1305,華夏,2010-05-10,2748666.0,30245292.0,11.00,11.15,10.90,11.15,0.25,756.0
1305,華夏,2010-05-11,3196485.0,35232031.0,11.20,11.30,10.80,10.85,-0.3,912.0
1305,華夏,2010-05-12,1806150.0,19764317.0,11.00,11.10,10.80,10.85,0.0,474.0
1305,華夏,2010-05-13,1653287.0,18255007.0,11.00,11.10,10.95,11.10,0.25,474.0
