date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2010-01-13,1229,議借,639,0.01,16.0,2010-07-13,181
2010-03-17,1229,議借,500,0.01,15.15,2010-09-17,184
2010-03-24,1229,議借,313,0.01,15.4,2010-09-24,184
2010-05-28,1229,議借,332,0.01,15.45,2010-11-26,182
2010-06-04,1229,議借,400,0.01,15.9,2010-12-03,182
2010-10-20,1229,議借,200,0.01,23.4,2011-04-20,182
2010-11-01,1229,議借,100,0.01,23.1,2011-04-29,179
2010-11-02,1229,議借,230,0.01,23.5,2011-05-02,181
2010-11-10,1229,議借,150,0.01,25.2,2011-05-10,181
2011-01-05,1229,議借,639,0.01,24.1,2011-07-05,181
2011-03-15,1229,議借,313,0.01,18.6,2011-09-15,184
2011-06-17,1229,議借,51,0.01,21.5,2011-12-16,182
2011-08-02,1229,議借,100,0.01,22.15,2012-02-02,184
2011-09-02,1229,議借,286,0.01,19.55,2012-03-02,182
2011-10-04,1229,議借,121,0.01,16.1,2012-04-04,183
2011-10-19,1229,議借,140,0.01,17.75,2012-04-19,183
2011-10-25,1229,議借,60,0.01,18.5,2012-04-25,183
2011-10-26,1229,議借,120,0.01,18.7,2012-04-26,183
2011-11-28,1229,議借,107,0.01,17.4,2012-05-28,182
2011-11-30,1229,議借,2000,5.0,17.3,2012-05-30,182
2012-01-04,1229,議借,322,0.01,17.5,2012-07-04,182
2012-01-12,1229,議借,33,0.01,17.95,2012-07-12,182
2012-03-06,1229,議借,313,0.01,20.1,2012-09-06,184
2012-03-15,1229,議借,66,0.01,20.0,2012-09-14,183
2012-06-06,1229,議借,51,0.01,17.05,2012-12-06,183
2012-06-13,1229,議借,10,0.01,17.25,2012-12-13,183
2012-08-21,1229,議借,170,0.01,18.7,2013-02-21,184
2012-10-08,1229,議借,60,0.01,19.15,2013-04-08,182
2012-10-09,1229,議借,110,0.01,19.15,2013-04-09,182
2012-11-29,1229,議借,170,0.01,18.95,2013-05-29,181
2013-01-03,1229,議借,322,0.01,19.3,2013-07-03,181
