date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2009-07-22,1201,議借,70,1.5,42.5,2010-01-21,183
2010-01-20,1201,議借,10,1.5,40.5,2010-07-19,180
2010-01-27,1201,議借,10,1.5,34.0,2010-07-26,180
2010-01-27,1201,議借,28,0.01,34.0,2010-07-27,181
2010-01-28,1201,議借,28,1.5,34.9,2010-07-27,180
2010-02-01,1201,議借,10,1.5,33.9,2010-07-30,179
2010-02-05,1201,議借,10,1.5,30.65,2010-08-04,180
2010-02-09,1201,議借,946,0.01,31.65,2010-08-09,181
2010-03-23,1201,議借,10,1.5,36.3,2010-09-21,182
2010-04-02,1201,議借,300,0.01,36.85,2010-10-01,182
2010-04-19,1201,議借,60,1.5,36.7,2010-10-18,182
2010-04-26,1201,議借,10,1.5,38.0,2010-10-25,182
2010-05-17,1201,議借,102,0.01,32.4,2010-11-17,184
2010-07-01,1201,議借,60,1.25,37.9,2010-12-30,182
2010-07-22,1201,議借,400,0.01,37.4,2011-01-21,183
2010-08-11,1201,議借,360,0.01,38.0,2011-02-11,184
2010-09-13,1201,議借,350,0.01,34.7,2011-03-11,179
2010-10-08,1201,議借,232,0.01,37.2,2011-04-08,182
2010-10-25,1201,議借,500,0.01,35.7,2011-04-25,182
2010-11-25,1201,議借,250,0.01,33.85,2011-05-25,181
2011-01-21,1201,議借,282,0.01,35.7,2011-07-21,181
2011-01-25,1201,議借,736,0.01,35.75,2011-07-25,181
2011-02-10,1201,議借,100,0.01,35.15,2011-08-10,181
2011-03-30,1201,議借,200,0.01,32.85,2011-09-30,184
2011-04-15,1201,議借,70,0.01,32.65,2011-10-14,182
2011-05-04,1201,議借,200,0.01,33.6,2011-11-04,184
2011-05-04,1201,議借,240,0.01,33.6,2011-11-04,184
2011-05-05,1201,議借,450,0.01,33.35,2011-11-04,183
2011-05-05,1201,議借,600,0.01,33.35,2011-11-04,183
2011-05-19,1201,議借,100,4.0,34.7,2011-11-18,183
2011-05-24,1201,議借,200,4.0,33.5,2011-11-24,184
2011-05-26,1201,議借,240,0.01,33.3,2011-11-25,183
2011-06-10,1201,議借,168,5.0,32.6,2011-12-09,182
2011-08-31,1201,議借,82,6.5,35.1,2012-02-29,182
2011-09-05,1201,議借,41,0.01,36.1,2012-03-05,182
2011-09-29,1201,議借,44,5.0,28.0,2012-03-29,182
2011-09-30,1201,議借,79,5.0,28.4,2012-03-30,182
2011-10-25,1201,議借,63,5.0,31.6,2012-04-25,183
2011-11-23,1201,議借,253,0.01,30.65,2012-05-23,182
2011-11-28,1201,議借,54,0.01,31.75,2012-05-28,182
2011-12-14,1201,議借,200,0.01,31.8,2012-06-14,183
2011-12-30,1201,議借,97,0.01,32.25,2012-06-29,182
2012-01-09,1201,議借,310,0.01,32.15,2012-07-09,182
2012-01-18,1201,議借,319,0.01,31.9,2012-07-18,182
2012-02-06,1201,議借,100,5.0,34.0,2012-08-06,182
2012-02-07,1201,議借,59,0.01,33.95,2012-08-07,182
2012-02-08,1201,議借,258,0.01,34.5,2012-08-08,182
2012-02-14,1201,議借,146,6.5,35.0,2012-08-14,182
2012-02-16,1201,議借,1192,0.01,33.8,2012-08-16,182
2012-02-21,1201,競價,15,2.0,34.25,2012-08-21,182
2012-02-29,1201,議借,225,0.01,35.15,2012-08-29,182
2012-03-21,1201,議借,200,0.01,34.85,2012-09-21,184
2012-03-26,1201,議借,46,7.0,34.65,2012-09-26,184
2012-04-03,1201,議借,60,0.01,32.0,2012-10-03,183
2012-04-06,1201,議借,18,20.0,32.55,2012-10-05,182
2012-04-13,1201,議借,43,12.0,33.5,2012-10-12,182
2012-04-30,1201,議借,690,0.01,31.95,2012-10-30,183
2012-05-03,1201,議借,200,6.0,33.15,2012-11-02,183
2012-05-10,1201,議借,93,0.01,32.9,2012-11-09,183
2012-05-14,1201,議借,50,0.01,32.7,2012-11-14,184
2012-05-15,1201,議借,192,0.01,32.4,2012-11-15,184
2012-05-17,1201,議借,214,6.0,32.2,2012-11-16,183
2012-05-22,1201,議借,145,0.01,32.45,2012-11-22,184
2012-06-13,1201,議借,764,0.01,30.35,2012-12-13,183
2012-06-19,1201,議借,504,6.0,30.75,2012-12-19,183
2012-06-19,1201,議借,742,6.0,30.75,2012-12-19,183
2012-07-03,1201,議借,200,0.01,30.7,2013-01-03,184
2012-07-05,1201,議借,200,0.01,31.25,2013-01-04,183
2012-10-11,1201,議借,198,0.01,33.2,2013-04-11,182
2012-10-17,1201,競價,538,2.0,34.3,2013-04-17,182
2012-10-22,1201,議借,208,0.01,33.55,2013-04-22,182
2012-10-24,1201,議借,150,0.01,33.4,2013-04-24,182
2012-10-31,1201,議借,167,0.01,31.1,2013-04-30,181
2012-11-13,1201,議借,141,0.01,33.0,2013-05-13,181
2012-11-15,1201,議借,200,0.01,33.7,2013-05-15,181
2012-11-21,1201,議借,225,4.5,32.7,2013-05-21,181
2012-11-26,1201,議借,100,0.01,33.35,2013-05-24,179
2012-11-29,1201,議借,80,0.01,34.55,2013-05-29,181
2012-12-19,1201,議借,97,0.01,35.05,2013-06-19,182
2013-01-07,1201,議借,310,0.01,39.6,2013-07-05,179
2013-01-17,1201,議借,488,6.0,41.5,2013-07-17,181
2013-01-23,1201,競價,348,2.0,41.0,2013-07-23,181
2013-01-24,1201,議借,448,6.0,41.3,2013-07-24,181
2013-02-01,1201,議借,1468,0.01,42.45,2013-08-01,181
2013-02-06,1201,議借,350,0.01,43.95,2013-08-06,181
2013-03-01,1201,議借,645,0.01,46.0,2013-08-30,182
2013-04-02,1201,競價,500,3.0,43.65,2013-10-02,183
2013-04-02,1201,議借,177,6.0,43.65,2013-10-02,183
2013-04-02,1201,議借,500,6.0,43.65,2013-10-02,183
2013-04-03,1201,議借,53,6.0,43.6,2013-10-03,183
2013-04-03,1201,議借,75,6.0,43.6,2013-10-03,183
2013-04-03,1201,議借,440,6.0,43.6,2013-10-03,183
2013-04-03,1201,議借,677,0.01,43.6,2013-10-03,183
2013-04-30,1201,議借,200,0.01,46.0,2013-10-30,183
2013-05-02,1201,議借,563,6.0,46.6,2013-11-01,183
2013-05-09,1201,議借,312,0.01,46.95,2013-11-08,183
2013-05-10,1201,議借,214,0.01,47.0,2013-11-08,182
2013-05-16,1201,議借,57,4.0,46.9,2013-11-15,183
2013-05-23,1201,議借,358,0.01,47.8,2013-11-22,183
2013-05-28,1201,議借,220,0.01,50.7,2013-11-28,184
2013-05-29,1201,議借,352,0.01,50.5,2013-11-29,184
2013-05-30,1201,議借,171,0.01,52.0,2013-11-29,183
2013-06-10,1201,議借,277,0.01,51.6,2013-12-10,183
2013-06-11,1201,議借,82,0.01,51.0,2013-12-11,183
2013-06-13,1201,議借,23,0.01,49.65,2013-12-13,183
2013-06-17,1201,議借,442,4.0,48.95,2013-12-17,183
2013-06-20,1201,議借,186,0.01,48.9,2013-12-20,183
2013-06-26,1201,議借,550,4.0,49.1,2013-12-26,183
2013-07-01,1201,議借,500,4.0,51.5,2014-01-01,184
2013-07-02,1201,議借,100,4.0,51.2,2014-01-02,184
2013-07-02,1201,議借,505,0.01,51.2,2014-01-02,184
2013-07-03,1201,議借,10,0.01,51.2,2014-01-03,184
2013-07-04,1201,議借,20,0.01,51.0,2014-01-03,183
2013-07-24,1201,議借,250,0.01,59.1,2014-01-24,184
2013-07-31,1201,議借,101,0.01,55.5,2014-01-31,184
2013-08-16,1201,議借,20,0.01,55.8,2014-02-14,182
2013-09-23,1201,議借,80,0.01,58.2,2014-03-21,179
2013-09-26,1201,議借,66,0.01,57.5,2014-03-26,181
2013-09-27,1201,議借,100,0.01,57.8,2014-03-27,181
2013-09-30,1201,議借,3000,0.01,57.7,2014-03-28,179
2013-10-07,1201,議借,17,0.5,58.7,2014-04-03,178
2013-10-21,1201,議借,66,4.0,57.2,2014-04-21,182
2013-10-28,1201,議借,66,0.01,56.7,2014-04-28,182
2013-11-20,1201,競價,100,2.0,47.15,2014-05-20,181
2013-11-20,1201,競價,400,2.0,47.15,2014-05-20,181
2013-11-20,1201,議借,100,0.01,47.15,2014-05-20,181
2013-11-22,1201,議借,200,4.0,46.5,2014-05-22,181
2013-11-27,1201,議借,1368,0.01,48.55,2014-05-27,181
2013-12-02,1201,議借,600,4.0,48.75,2014-05-30,179
2013-12-03,1201,議借,328,0.01,49.6,2014-06-03,182
2013-12-05,1201,議借,10,5.0,51.2,2014-06-05,182
2013-12-17,1201,議借,101,0.01,50.0,2014-06-17,182
2014-01-07,1201,議借,10,0.5,50.6,2014-07-04,178
2014-01-14,1201,議借,29,0.01,49.6,2014-07-14,181
2014-01-14,1201,議借,35,0.01,49.6,2014-07-14,181
2014-01-16,1201,議借,20,0.01,49.5,2014-07-16,181
2014-01-20,1201,議借,220,0.01,49.75,2014-07-18,179
2014-01-22,1201,議借,231,0.01,49.35,2014-07-22,181
2014-02-05,1201,議借,253,0.01,48.0,2014-08-05,181
2014-02-07,1201,議借,200,0.01,49.15,2014-08-07,181
2014-02-11,1201,議借,100,0.01,49.45,2014-08-11,181
2014-02-12,1201,議借,36,0.01,49.4,2014-08-12,181
2014-02-12,1201,議借,273,0.01,49.4,2014-08-12,181
2014-02-13,1201,議借,137,0.01,49.65,2014-08-13,181
2014-02-20,1201,議借,80,2.5,49.95,2014-08-20,181
2014-02-26,1201,議借,117,0.01,49.0,2014-08-26,181
2014-03-18,1201,議借,30,0.01,48.6,2014-09-18,184
2014-03-19,1201,競價,65,2.0,48.0,2014-09-19,184
2014-03-27,1201,議借,13,0.5,47.0,2014-09-26,183
2014-03-31,1201,議借,1000,0.01,45.9,2014-09-30,183
2014-04-01,1201,議借,36,0.01,45.8,2014-10-01,183
2014-04-17,1201,議借,119,0.01,46.15,2014-10-17,183
2014-04-22,1201,議借,172,0.01,45.25,2014-10-22,183
2014-04-30,1201,議借,38,0.01,44.85,2014-10-30,183
2014-05-02,1201,議借,46,0.01,45.0,2014-10-31,182
2014-05-05,1201,議借,214,0.01,44.95,2014-11-05,184
2014-05-08,1201,議借,55,0.01,44.9,2014-11-07,183
2014-05-09,1201,議借,100,0.01,44.7,2014-11-07,182
2014-05-13,1201,議借,146,0.01,42.75,2014-11-13,184
2014-05-21,1201,議借,30,0.01,42.0,2014-11-21,184
2014-05-21,1201,議借,136,0.01,42.0,2014-11-21,184
2014-05-23,1201,議借,300,0.01,43.75,2014-11-21,182
2014-05-27,1201,議借,150,0.01,44.9,2014-11-27,184
2014-05-28,1201,議借,160,0.01,45.0,2014-11-28,184
2014-05-29,1201,議借,200,0.01,44.8,2014-11-28,183
2014-05-29,1201,議借,244,4.0,44.8,2014-11-28,183
2014-06-03,1201,議借,81,0.01,45.55,2014-12-03,183
2014-06-03,1201,議借,98,0.01,45.55,2014-12-03,183
2014-06-04,1201,議借,21,0.01,46.5,2014-12-04,183
2014-06-05,1201,議借,85,0.01,45.6,2014-12-05,183
2014-06-05,1201,議借,102,4.0,45.6,2014-12-05,183
2014-06-09,1201,議借,85,0.01,44.3,2014-12-09,183
