date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2009-07-24,1308,議借,1251,0.01,20.1,2010-01-22,182
2010-01-15,1308,議借,338,0.01,30.15,2010-07-15,181
2010-03-24,1308,議借,332,0.01,28.85,2010-09-24,184
2010-10-21,1308,議借,314,0.01,32.5,2011-04-21,182
2011-01-06,1308,議借,204,0.01,47.6,2011-07-06,181
2011-03-15,1308,議借,19,0.01,45.0,2011-09-15,184
2011-03-24,1308,議借,100,0.01,52.2,2011-09-23,183
2011-06-17,1308,議借,29,0.01,49.3,2011-12-16,182
2011-06-21,1308,議借,840,0.01,44.95,2011-12-21,183
2011-07-27,1308,議借,50,0.01,57.1,2012-01-27,184
2011-08-02,1308,議借,50,0.01,62.6,2012-02-02,184
2011-08-22,1308,議借,100,0.01,42.8,2012-02-22,184
2011-08-25,1308,議借,150,0.01,44.4,2012-02-24,183
2011-10-12,1308,議借,165,0.01,38.8,2012-04-12,183
2011-10-25,1308,議借,15,0.01,37.9,2012-04-25,183
2011-11-08,1308,議借,100,0.01,41.8,2012-05-08,182
2011-11-28,1308,議借,584,0.01,30.9,2012-05-28,182
2011-12-05,1308,議借,379,10.0,30.7,2012-06-05,183
2012-01-04,1308,議借,204,0.01,31.0,2012-07-04,182
2012-02-29,1308,議借,840,0.01,38.0,2012-08-29,182
2012-03-06,1308,議借,19,0.01,37.9,2012-09-06,184
2012-03-22,1308,議借,100,0.01,37.8,2012-09-21,183
2012-04-11,1308,議借,96,0.01,36.95,2012-10-11,183
2012-04-19,1308,議借,134,0.01,36.35,2012-10-19,183
2012-05-03,1308,議借,820,0.01,35.15,2012-11-02,183
2012-05-29,1308,議借,100,0.01,31.6,2012-11-29,184
2012-06-06,1308,議借,29,0.01,29.85,2012-12-06,183
2012-06-06,1308,議借,170,0.01,29.85,2012-12-06,183
2012-06-07,1308,議借,100,0.01,29.9,2012-12-07,183
2012-07-09,1308,議借,20,0.01,34.0,2013-01-09,184
2012-07-20,1308,議借,66,0.01,34.75,2013-01-18,182
2012-07-20,1308,議借,132,0.01,34.75,2013-01-18,182
2012-09-25,1308,議借,197,0.01,28.0,2013-03-25,181
2012-10-08,1308,議借,15,0.01,27.15,2013-04-08,182
2012-10-11,1308,議借,77,0.01,26.2,2013-04-11,182
2012-10-22,1308,議借,169,0.01,24.6,2013-04-22,182
2012-10-31,1308,議借,131,0.01,23.35,2013-04-30,181
2013-01-03,1308,議借,204,0.01,25.6,2013-07-03,181
2013-01-22,1308,議借,165,0.01,27.0,2013-07-22,181
2013-01-29,1308,議借,200,0.01,26.4,2013-07-29,181
2013-02-01,1308,議借,63,0.01,26.7,2013-08-01,181
2013-02-19,1308,議借,874,0.01,25.95,2013-08-19,181
2013-02-21,1308,議借,20,0.01,25.8,2013-08-21,181
2013-03-01,1308,議借,215,0.01,25.35,2013-08-30,182
