date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2007-11-21,1419,競價,205,4.5,21.05,2008-05-20,181
2007-12-12,1419,競價,176,4.5,19.05,2008-06-12,183
2008-02-19,1419,競價,437,4.5,29.0,2008-08-19,182
2009-12-17,1419,競價,25000,1.5,32.95,2010-06-17,182
2010-01-07,1419,議借,469,0.01,37.3,2010-07-06,180
2010-04-29,1419,議借,29,0.01,38.65,2010-10-28,182
2010-05-20,1419,議借,167,0.01,34.45,2010-11-19,183
2010-06-01,1419,競價,11000,1.5,33.6,2010-11-30,182
2010-06-01,1419,議借,160,0.01,33.6,2010-12-01,183
2010-06-04,1419,議借,95,0.01,33.5,2010-12-03,182
2010-06-08,1419,議借,60,0.01,32.25,2010-12-08,183
2010-07-26,1419,競價,11000,1.3,36.25,2011-01-25,183
2010-08-13,1419,議借,114,0.01,39.1,2011-02-11,182
2010-08-17,1419,議借,200,0.01,40.15,2011-02-17,184
2010-12-15,1419,議借,100,0.01,51.7,2011-06-15,182
2010-12-29,1419,議借,257,0.01,50.3,2011-06-29,182
2011-01-18,1419,議借,100,0.01,47.15,2011-07-18,181
2011-01-20,1419,議借,100,0.01,47.1,2011-07-20,181
2011-03-07,1419,議借,200,0.01,39.6,2011-09-07,184
2011-03-25,1419,議借,50,0.01,40.9,2011-09-23,182
2011-04-08,1419,議借,100,0.01,41.7,2011-10-07,182
2011-04-15,1419,議借,150,0.01,38.85,2011-10-14,182
2011-05-18,1419,議借,167,0.01,38.85,2011-11-18,184
2011-05-26,1419,議借,160,0.01,37.8,2011-11-25,183
2011-07-06,1419,議借,100,0.01,39.6,2012-01-06,184
2011-08-22,1419,議借,100,0.01,36.05,2012-02-22,184
2011-10-25,1419,議借,56,0.01,37.0,2012-04-25,183
2012-01-12,1419,議借,41,0.01,33.0,2012-07-12,182
2012-02-10,1419,議借,74,0.01,40.9,2012-08-10,182
2012-02-17,1419,競價,223,2.0,40.35,2012-08-17,182
2012-02-17,1419,議借,260,0.01,40.35,2012-08-17,182
2012-02-29,1419,議借,50,0.01,41.9,2012-08-29,182
2012-03-15,1419,議借,68,0.01,43.45,2012-09-14,183
2012-04-16,1419,議借,68,0.01,43.9,2012-10-16,183
2012-04-17,1419,議借,68,0.01,42.7,2012-10-17,183
2012-05-07,1419,議借,51,0.01,40.0,2012-11-07,184
2012-05-16,1419,議借,200,0.01,40.45,2012-11-16,184
2012-05-18,1419,議借,110,3.0,40.3,2012-11-16,182
2012-05-23,1419,議借,160,3.0,40.35,2012-11-23,184
2012-06-20,1419,議借,50,0.01,40.0,2012-12-20,183
2012-10-11,1419,議借,20,0.01,39.45,2013-04-11,182
2012-10-11,1419,議借,56,0.01,39.45,2013-04-11,182
2012-12-28,1419,競價,133,2.0,40.3,2013-06-28,182
2013-01-07,1419,議借,75,0.01,39.85,2013-07-05,179
2013-01-15,1419,競價,50,2.0,39.15,2013-07-15,181
2013-01-18,1419,議借,74,0.01,39.05,2013-07-18,181
2013-01-22,1419,議借,50,0.01,39.2,2013-07-22,181
2013-01-28,1419,議借,35,0.01,38.85,2013-07-26,179
2013-01-30,1419,議借,155,0.01,38.95,2013-07-30,181
2013-02-01,1419,議借,14,0.01,38.7,2013-08-01,181
2013-02-19,1419,議借,398,0.01,38.1,2013-08-19,181
2013-03-08,1419,競價,66,2.5,38.05,2013-09-06,182
2013-03-11,1419,議借,100,4.0,38.2,2013-09-11,184
2013-03-14,1419,議借,100,4.0,38.1,2013-09-14,184
2013-03-21,1419,議借,32,0.01,38.3,2013-09-18,181
2013-03-26,1419,議借,300,6.0,38.1,2013-09-26,184
2013-04-08,1419,議借,48,0.01,37.8,2013-10-08,183
2013-04-10,1419,議借,100,0.01,37.65,2013-10-09,182
2013-04-12,1419,議借,100,0.01,37.9,2013-10-11,182
2013-04-17,1419,議借,50,0.01,38.35,2013-10-17,183
2013-04-26,1419,議借,80,0.01,38.15,2013-10-25,182
2013-05-06,1419,議借,200,0.01,38.35,2013-11-06,184
2013-05-07,1419,議借,110,0.01,38.3,2013-11-07,184
2013-05-09,1419,議借,110,0.01,38.7,2013-11-08,183
2013-05-10,1419,議借,137,0.01,39.05,2013-11-08,182
2013-05-16,1419,議借,324,4.0,39.95,2013-11-15,183
2013-05-24,1419,議借,267,0.01,40.3,2013-11-22,182
2013-05-24,1419,議借,275,0.01,40.3,2013-11-22,182
2013-05-24,1419,議借,354,0.01,40.3,2013-11-22,182
2013-05-28,1419,議借,115,0.01,39.9,2013-11-28,184
2013-06-06,1419,議借,246,0.01,39.3,2013-12-06,183
2013-06-06,1419,議借,300,0.01,39.3,2013-12-06,183
2013-06-26,1419,議借,300,4.0,38.0,2013-12-26,183
2013-07-24,1419,議借,100,0.01,39.15,2014-01-24,184
2013-08-23,1419,議借,160,0.01,38.5,2014-02-21,182
2013-10-21,1419,議借,35,0.01,40.4,2014-04-21,182
2014-01-13,1419,議借,80,0.01,40.0,2014-07-11,179
2014-02-12,1419,議借,22,0.01,39.1,2014-08-12,181
2014-04-01,1419,議借,98,4.0,39.15,2014-10-01,183
2014-05-05,1419,議借,110,0.01,38.1,2014-11-05,184
2014-05-06,1419,議借,324,0.01,38.25,2014-11-06,184
2014-05-09,1419,議借,324,4.0,38.2,2014-11-07,182
2014-05-27,1419,議借,136,0.01,38.65,2014-11-27,184
2014-05-27,1419,議借,300,0.01,38.65,2014-11-27,184
2014-06-18,1419,議借,300,0.01,38.9,2014-12-18,183
2014-06-26,1419,議借,50,0.01,39.1,2014-12-26,183
2014-07-11,1419,議借,96,0.01,39.05,2015-01-09,182
2014-07-21,1419,議借,80,0.01,40.0,2015-01-21,184
2014-07-22,1419,議借,14,0.01,40.1,2015-01-22,184
2014-07-24,1419,議借,10,0.01,40.2,2015-01-23,183
2014-08-01,1419,議借,20,0.01,40.3,2015-01-30,182
2014-08-14,1419,議借,10,0.01,42.0,2015-02-13,183
2014-08-19,1419,議借,106,0.01,40.8,2015-02-19,184
2014-08-25,1419,競價,10,2.0,40.95,2015-02-25,184
2014-09-04,1419,議借,10,0.01,40.65,2015-03-04,181
2014-09-04,1419,議借,50,0.01,40.65,2015-03-04,181
2014-09-04,1419,議借,64,4.0,40.65,2015-03-04,181
2014-09-04,1419,議借,400,0.01,40.65,2015-03-04,181
2014-09-16,1419,競價,20,2.0,39.15,2015-03-16,181
2014-10-07,1419,競價,250,1.5,39.0,2015-04-07,182
2014-10-13,1419,議借,50,0.01,38.75,2015-04-13,182
2014-10-16,1419,議借,24,0.01,39.0,2015-04-16,182
2014-10-27,1419,競價,10,1.5,39.0,2015-04-27,182
2014-11-27,1419,競價,78,1.5,38.2,2015-05-27,181
2014-12-02,1419,議借,105,0.01,38.1,2015-06-02,182
2015-01-23,1419,議借,90,0.01,39.8,2015-07-23,181
2015-01-29,1419,議借,22,0.01,39.2,2015-07-29,181
