date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2010-01-20,1110,議借,182,0.01,12.0,2010-07-20,181
2010-03-29,1110,議借,202,0.01,11.55,2010-09-29,184
2010-05-17,1110,議借,288,0.01,11.25,2010-11-17,184
2010-05-27,1110,議借,300,0.01,10.8,2010-11-26,183
2011-03-22,1110,議借,202,0.01,12.65,2011-09-22,184
2011-05-05,1110,議借,324,2.0,12.5,2011-11-04,183
2011-10-25,1110,議借,22,0.01,10.65,2012-04-25,183
2012-04-06,1110,議借,350,5.0,11.6,2012-10-05,182
2012-11-30,1110,議借,200,5.0,13.0,2013-05-30,181
2012-12-14,1110,議借,221,5.0,13.25,2013-06-14,182
2013-03-26,1110,議借,100,0.01,13.65,2013-09-26,184
2013-07-22,1110,議借,55,0.01,15.2,2014-01-22,184
2013-11-19,1110,議借,60,5.0,16.6,2014-05-19,181
2014-02-12,1110,議借,40,0.01,16.85,2014-08-12,181
2014-04-01,1110,議借,40,0.01,16.9,2014-10-01,183
2015-05-12,1110,議借,250,0.01,17.65,2015-11-12,184
2015-05-13,1110,競價,143,3.0,17.55,2015-11-13,184
2015-05-14,1110,競價,57,2.5,17.5,2015-11-13,183
2015-05-14,1110,議借,10,0.01,17.5,2015-11-13,183
2015-05-14,1110,議借,180,0.01,17.5,2015-11-13,183
2015-05-15,1110,議借,250,0.01,17.3,2015-11-13,182
2015-05-18,1110,議借,10,0.01,17.9,2015-11-18,184
2015-05-20,1110,議借,1000,0.01,16.95,2015-11-20,184
2015-05-22,1110,議借,190,0.01,16.4,2015-11-20,182
2015-05-27,1110,競價,12,2.5,16.05,2015-11-27,184
2015-08-03,1110,議借,250,0.01,13.6,2016-02-03,184
2015-08-14,1110,競價,25,2.5,13.65,2016-02-03,173
2015-08-26,1110,議借,244,0.01,12.75,2016-02-26,184
2015-09-16,1110,競價,10,2.5,13.65,2016-03-16,182
2015-12-15,1110,議借,250,0.01,14.0,2016-06-15,183
2015-12-16,1110,競價,190,2.5,14.05,2016-06-16,183
2015-12-16,1110,議借,750,0.01,14.05,2016-06-16,183
2016-01-07,1110,競價,110,2.5,15.15,2016-07-07,182
2016-01-28,1110,競價,126,2.5,13.85,2016-07-28,182
2016-02-22,1110,議借,250,0.01,14.65,2016-08-22,182
2016-03-08,1110,議借,218,0.01,15.0,2016-09-08,184
2016-03-23,1110,議借,209,0.01,15.1,2016-09-23,184
2016-04-13,1110,議借,221,0.01,15.8,2016-10-13,183
2016-04-22,1110,競價,161,2.5,15.9,2016-10-21,182
2016-05-23,1110,議借,200,4.0,14.75,2016-11-23,184
2016-06-01,1110,議借,208,4.0,15.6,2016-12-01,183
2016-06-14,1110,競價,14,2.5,15.35,2016-12-14,183
2016-07-15,1110,競價,176,2.5,15.3,2017-01-13,182
2016-08-04,1110,競價,10,2.5,15.45,2017-02-03,183
2016-09-02,1110,議借,530,4.0,15.4,2017-03-02,181
2016-10-18,1110,競價,10,2.5,15.15,2017-04-18,182
2016-10-18,1110,競價,18,2.5,15.15,2017-04-18,182
2016-10-20,1110,議借,167,4.0,15.15,2017-04-20,182
2016-10-31,1110,競價,10,2.5,15.1,2017-04-28,179
2016-11-16,1110,議借,200,4.0,15.0,2017-05-16,181
2016-12-05,1110,競價,10,2.5,15.1,2017-06-05,182
2016-12-22,1110,議借,193,4.0,15.5,2017-06-22,182
2017-02-10,1110,競價,50,2.5,15.65,2017-08-10,181
2017-03-15,1110,競價,45,2.5,16.2,2017-09-15,184
2017-07-06,1110,議借,200,4.0,15.2,2018-01-05,183
2017-10-16,1110,競價,117,2.5,14.9,2018-04-16,182
2018-06-12,1110,競價,20,2.5,14.05,2018-12-12,183
2018-06-12,1110,競價,20,2.5,14.05,2018-12-12,183
2018-06-22,1110,競價,108,2.5,13.9,2018-12-22,183
2018-06-22,1110,競價,108,2.5,13.9,2018-12-22,183
2018-07-26,1110,議借,230,2.5,14.0,2019-01-25,183
2018-11-26,1110,競價,15,2.5,14.0,2019-05-24,179
2018-12-26,1110,競價,34,2.5,17.0,2019-06-26,182
2019-01-08,1110,競價,16,2.5,16.45,2019-07-08,181
2019-01-08,1110,競價,16,2.5,16.45,2019-07-08,181
2019-01-16,1110,競價,23,2.5,15.3,2019-07-16,181
2019-01-16,1110,競價,23,2.5,15.3,2019-07-16,181
2019-01-24,1110,競價,80,2.5,15.8,2019-07-24,181
2019-01-24,1110,競價,80,2.5,15.8,2019-07-24,181
2019-01-29,1110,競價,32,2.5,16.5,2019-07-29,181
2019-02-15,1110,競價,33,3.0,16.1,2019-08-15,181
2019-02-15,1110,競價,33,3.0,16.1,2019-08-15,181
2019-05-07,1110,議借,200,2.5,16.25,2019-11-07,184
2020-08-07,1110,議借,200,3.5,16.1,2021-02-05,182
2020-08-07,1110,議借,200,3.5,16.1,2021-02-05,182
2021-01-20,1110,議借,173,3.5,17.4,2021-07-20,181
2021-03-11,1110,議借,191,3.5,16.3,2021-09-10,183
2021-04-16,1110,議借,195,3.5,17.1,2021-10-15,182
2021-04-23,1110,議借,165,3.5,18.6,2021-10-22,182
