date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2013-08-23,1466,競價,486,2.5,20.25,2014-02-21,182
2013-09-18,1466,競價,150,2.5,20.05,2014-03-17,180
2013-09-18,1466,競價,200,2.5,20.05,2014-03-18,181
2013-10-03,1466,競價,150,2.5,22.4,2014-04-02,181
2013-10-03,1466,競價,300,2.3,22.4,2014-04-03,182
2013-10-04,1466,競價,94,2.5,23.8,2014-04-03,181
2013-10-07,1466,競價,300,2.3,23.5,2014-04-03,178
2013-10-09,1466,競價,36,2.3,23.5,2014-04-09,182
2013-10-09,1466,競價,89,2.3,23.5,2014-04-09,182
2013-10-09,1466,競價,164,2.3,23.5,2014-04-09,182
2013-11-20,1466,競價,300,2.3,21.85,2014-05-20,181
2013-11-28,1466,競價,200,2.3,20.9,2014-05-27,180
2013-11-28,1466,競價,300,2.3,20.9,2014-05-28,181
2014-01-15,1466,競價,200,2.3,19.95,2014-07-15,181
2014-02-19,1466,競價,200,2.3,18.75,2014-08-19,181
2014-03-20,1466,競價,174,2.3,18.6,2014-09-19,183
2014-03-20,1466,競價,286,2.3,18.6,2014-09-19,183
2014-05-06,1466,競價,200,2.3,20.05,2014-11-06,184
2014-05-06,1466,競價,300,2.3,20.05,2014-11-06,184
2014-05-08,1466,競價,600,2.3,20.7,2014-11-07,183
2014-05-16,1466,競價,94,2.3,19.5,2014-11-14,182
2014-05-23,1466,競價,103,2.3,22.65,2014-11-21,182
2014-05-26,1466,競價,86,2.3,23.6,2014-11-26,184
2014-08-25,1466,議借,17,0.01,22.3,2015-02-25,184
2014-09-03,1466,競價,19,2.3,22.35,2015-03-03,181
2014-09-24,1466,競價,200,2.2,23.25,2015-03-24,181
2014-10-13,1466,競價,200,2.3,19.65,2015-04-13,182
2014-10-29,1466,競價,100,2.3,19.4,2015-04-29,182
2014-11-03,1466,競價,100,2.3,19.9,2015-04-30,178
2015-03-05,1466,競價,100,2.3,20.8,2015-09-04,183
2015-03-16,1466,競價,100,2.3,21.6,2015-09-16,184
2015-03-19,1466,競價,112,2.3,20.85,2015-09-18,183
2015-05-26,1466,競價,50,2.3,18.35,2015-11-26,184
2015-06-18,1466,競價,10,2.3,17.0,2015-12-18,183
2015-06-30,1466,競價,62,2.3,17.15,2015-12-30,183
2015-08-17,1466,競價,150,2.3,14.15,2016-02-17,184
2016-02-01,1466,競價,100,2.3,15.95,2016-08-01,182
2016-03-14,1466,競價,60,2.3,16.1,2016-09-14,184
2016-05-04,1466,競價,3,2.3,13.9,2016-11-04,184
2016-05-04,1466,競價,5,2.3,13.9,2016-11-04,184
2016-07-19,1466,競價,3,2.3,13.4,2017-01-19,184
2016-08-04,1466,競價,2,2.3,13.5,2017-02-03,183
2016-09-01,1466,競價,3,2.3,12.95,2017-03-01,181
2016-09-12,1466,競價,3,2.3,13.2,2017-03-10,179
2016-09-26,1466,競價,16,2.3,13.6,2017-03-24,179
2016-10-11,1466,競價,3,2.3,13.45,2017-04-11,182
2016-12-07,1466,競價,10,3.0,12.6,2017-06-07,182
2017-04-14,1466,競價,60,3.0,11.1,2017-10-13,182
2017-05-22,1466,競價,10,3.0,10.85,2017-11-22,184
2018-05-21,1466,競價,10,3.0,10.35,2018-11-21,184
2018-05-21,1466,競價,10,3.0,10.35,2018-11-21,184
2018-05-31,1466,競價,10,3.0,10.1,2018-11-30,183
2018-05-31,1466,競價,10,3.0,10.1,2018-11-30,183
2018-07-26,1466,競價,10,3.0,10.15,2019-01-25,183
2018-07-26,1466,競價,10,3.0,10.15,2019-01-25,183
2020-07-17,1466,競價,30,3.0,14.25,2021-01-15,182
2020-07-20,1466,競價,30,3.0,15.0,2021-01-20,184
2020-09-17,1466,競價,20,2.7,19.25,2021-03-17,181
2020-09-24,1466,競價,11,2.7,25.1,2021-03-24,181
2020-09-24,1466,競價,11,2.7,25.1,2021-03-24,181
2020-10-23,1466,競價,8,2.5,27.1,2021-04-23,182
2020-10-23,1466,競價,8,2.5,27.1,2021-04-23,182
