date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2011-03-29,1447,議借,746,0.01,14.9,2011-09-29,184
2011-03-30,1447,議借,746,0.01,14.85,2011-09-30,184
2011-04-28,1447,議借,342,2.0,15.25,2011-10-28,183
2011-05-20,1447,議借,250,0.01,14.35,2011-11-18,182
2011-05-23,1447,議借,600,2.0,14.2,2011-11-23,184
2011-08-04,1447,議借,100,0.01,13.95,2012-02-03,183
2011-08-22,1447,議借,100,0.01,12.0,2012-02-22,184
2011-10-25,1447,議借,208,0.01,9.9,2012-04-25,183
2011-11-28,1447,議借,19,0.01,7.85,2012-05-28,182
2011-11-29,1447,議借,2000,5.0,7.99,2012-05-29,182
2011-12-01,1447,議借,400,5.0,7.98,2012-06-01,183
2011-12-02,1447,議借,170,0.01,7.88,2012-06-01,182
2012-01-12,1447,議借,137,0.01,9.88,2012-07-12,182
2012-03-20,1447,議借,145,0.01,11.3,2012-09-20,184
2012-04-16,1447,議借,119,0.01,9.05,2012-10-16,183
2012-04-17,1447,議借,119,0.01,8.89,2012-10-17,183
2012-04-18,1447,議借,342,0.01,8.99,2012-10-18,183
2012-04-30,1447,議借,75,0.01,8.57,2012-10-30,183
2012-05-16,1447,議借,562,0.01,8.55,2012-11-16,184
2012-05-18,1447,議借,500,5.0,8.32,2012-11-16,182
2012-05-25,1447,議借,425,0.01,8.13,2012-11-23,182
2012-07-18,1447,議借,100,0.01,8.24,2013-01-18,184
2012-10-08,1447,議借,208,0.01,9.58,2013-04-08,182
2013-01-07,1447,議借,300,0.01,10.9,2013-07-05,179
2013-02-19,1447,議借,43,0.01,10.3,2013-08-19,181
2013-03-05,1447,議借,230,0.01,10.3,2013-09-05,184
2013-03-13,1447,議借,23,0.01,10.05,2013-09-13,184
2013-03-29,1447,議借,100,0.01,10.65,2013-09-27,182
2013-04-09,1447,議借,100,0.01,10.4,2013-10-09,183
2013-05-08,1447,議借,562,0.01,11.2,2013-11-08,184
