date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2015-07-23,1340,競價,10,3.0,85.2,2016-01-22,183
2015-08-11,1340,競價,10,3.0,77.8,2016-02-03,176
2015-08-13,1340,競價,20,3.0,82.1,2016-02-03,174
2015-10-12,1340,議借,370,0.01,67.8,2016-04-12,183
2015-12-11,1340,議借,57,0.01,64.7,2016-06-08,180
2016-04-26,1340,議借,42,3.0,75.1,2016-10-26,183
2016-05-05,1340,競價,15,3.0,77.5,2016-11-04,183
2016-05-20,1340,議借,836,0.64,60.9,2016-11-18,182
2016-05-27,1340,競價,15,3.0,64.6,2016-11-25,182
2016-08-16,1340,議借,53,3.0,62.5,2017-02-16,184
2016-08-29,1340,競價,50,3.0,63.8,2017-02-24,179
2016-10-12,1340,議借,68,3.0,56.8,2017-04-12,182
2016-11-01,1340,競價,40,3.0,57.1,2017-05-01,181
2016-11-01,1340,競價,80,3.0,57.1,2017-05-01,181
2016-11-07,1340,競價,10,3.0,55.8,2017-05-05,179
2016-11-07,1340,競價,15,3.0,55.8,2017-05-05,179
2016-11-07,1340,競價,140,3.0,55.8,2017-05-05,179
2016-11-07,1340,競價,150,3.0,55.8,2017-05-05,179
2016-11-11,1340,競價,100,3.0,56.1,2017-05-11,181
2016-11-15,1340,議借,55,3.0,55.7,2017-05-15,181
2016-11-29,1340,議借,55,3.0,57.6,2017-05-26,178
2016-12-07,1340,議借,94,3.0,57.7,2017-06-07,182
2017-02-20,1340,競價,105,3.0,55.9,2017-08-18,179
2017-03-06,1340,競價,10,3.0,57.6,2017-09-06,184
2017-03-08,1340,競價,20,3.0,57.2,2017-09-08,184
2017-03-14,1340,競價,10,3.0,55.8,2017-09-14,184
2017-03-17,1340,議借,120,3.0,55.5,2017-09-15,182
2017-03-20,1340,議借,50,6.0,54.8,2017-09-20,184
2017-03-20,1340,議借,68,4.5,54.8,2017-09-20,184
2017-03-20,1340,議借,215,4.5,54.8,2017-09-20,184
2017-03-21,1340,議借,155,4.5,55.8,2017-09-21,184
2017-03-22,1340,競價,127,3.0,56.4,2017-09-22,184
2017-03-23,1340,競價,17,3.0,57.0,2017-09-22,183
2017-03-23,1340,競價,60,3.0,57.0,2017-09-22,183
2017-03-23,1340,競價,70,3.0,57.0,2017-09-22,183
2017-03-23,1340,競價,88,3.0,57.0,2017-09-22,183
2017-03-23,1340,競價,95,3.0,57.0,2017-09-22,183
2017-03-23,1340,競價,100,3.0,57.0,2017-09-22,183
2017-03-29,1340,競價,10,3.0,56.6,2017-09-29,184
2017-03-31,1340,競價,10,3.0,55.6,2017-09-29,182
2017-03-31,1340,競價,15,3.0,55.6,2017-09-29,182
2017-03-31,1340,競價,23,3.0,55.6,2017-09-29,182
2017-03-31,1340,競價,37,3.0,55.6,2017-09-29,182
2017-03-31,1340,議借,117,6.0,55.6,2017-09-30,183
2017-04-10,1340,競價,21,3.0,54.3,2017-10-06,179
2017-04-10,1340,競價,30,3.0,54.3,2017-10-06,179
2017-04-10,1340,競價,49,3.0,54.3,2017-10-06,179
2017-04-10,1340,競價,50,3.0,54.3,2017-10-06,179
2017-04-11,1340,議借,150,4.5,53.7,2017-10-11,183
2017-04-13,1340,議借,159,4.5,52.6,2017-10-13,183
2017-04-17,1340,競價,10,3.0,50.3,2017-10-17,183
2017-04-17,1340,競價,15,3.0,50.3,2017-10-17,183
2017-04-17,1340,競價,40,3.0,50.3,2017-10-17,183
2017-04-18,1340,競價,10,3.0,51.5,2017-10-18,183
2017-04-18,1340,議借,57,4.5,51.5,2017-10-18,183
2017-04-18,1340,議借,136,4.5,51.5,2017-10-18,183
2017-04-20,1340,議借,55,5.0,51.0,2017-10-20,183
2017-04-21,1340,競價,100,3.0,50.6,2017-10-20,182
2017-04-25,1340,競價,50,3.0,50.0,2017-10-25,183
2017-04-25,1340,競價,200,3.5,50.0,2017-10-25,183
2017-04-26,1340,競價,50,3.0,50.2,2017-10-26,183
2017-05-04,1340,議借,73,5.0,48.85,2017-11-03,183
2017-05-05,1340,競價,10,3.0,47.4,2017-11-03,182
2017-05-09,1340,競價,40,3.0,46.5,2017-11-09,184
2017-05-10,1340,競價,110,3.5,45.7,2017-11-10,184
2017-05-11,1340,議借,118,5.0,45.0,2017-11-10,183
2017-05-16,1340,競價,50,3.0,45.85,2017-11-16,184
2017-05-18,1340,競價,50,3.0,46.0,2017-11-17,183
2017-06-02,1340,議借,150,5.0,49.8,2017-12-01,182
2017-06-08,1340,議借,60,5.0,50.6,2017-12-08,183
2017-06-14,1340,競價,50,3.0,50.7,2017-12-14,183
2017-06-26,1340,競價,30,3.0,53.3,2017-12-26,183
2017-08-23,1340,議借,150,5.0,56.3,2018-02-23,184
2017-10-11,1340,議借,15,5.0,49.4,2018-04-11,182
2018-06-12,1340,競價,10,3.0,42.6,2018-12-12,183
2018-06-12,1340,競價,10,3.0,42.6,2018-12-12,183
2018-08-20,1340,議借,210,5.0,31.85,2019-02-20,184
2018-08-20,1340,議借,210,5.0,31.85,2019-02-20,184
2018-08-22,1340,競價,28,3.0,32.7,2019-02-22,184
2018-08-22,1340,競價,28,3.0,32.7,2019-02-22,184
2018-10-15,1340,競價,25,3.0,22.6,2019-04-15,182
2018-10-15,1340,競價,25,3.0,22.6,2019-04-15,182
2018-12-21,1340,競價,25,3.0,17.25,2019-06-21,182
2019-04-02,1340,競價,141,3.0,18.1,2019-10-02,183
2019-04-02,1340,競價,141,3.0,18.1,2019-10-02,183
2019-04-29,1340,競價,40,3.0,19.95,2019-10-29,183
2019-04-29,1340,競價,40,3.0,19.95,2019-10-29,183
2019-05-10,1340,競價,11,3.0,20.45,2019-11-08,182
2019-05-10,1340,競價,11,3.0,20.45,2019-11-08,182
2019-05-15,1340,競價,50,3.0,20.7,2019-11-15,184
