date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2011-10-25,1442,議借,51,5.0,23.95,2012-04-25,183
2012-05-17,1442,議借,183,5.0,27.0,2012-11-16,183
2012-08-30,1442,議借,150,6.0,28.5,2013-02-28,182
2013-03-01,1442,議借,51,7.0,30.15,2013-08-30,182
2013-04-15,1442,議借,120,5.0,29.45,2013-10-15,183
2013-04-16,1442,議借,100,10.0,29.4,2013-10-16,183
2013-06-19,1442,議借,100,4.0,32.35,2013-12-19,183
2013-06-20,1442,議借,100,4.0,33.25,2013-12-20,183
2013-07-03,1442,議借,150,4.0,33.85,2014-01-03,184
2013-07-04,1442,議借,100,4.0,33.5,2014-01-03,183
2013-07-17,1442,議借,552,4.0,36.25,2014-01-17,184
2013-07-18,1442,議借,477,4.0,36.7,2014-01-17,183
2013-08-15,1442,議借,50,10.0,38.45,2014-02-14,183
2013-08-15,1442,議借,250,10.0,38.45,2014-02-14,183
2013-08-19,1442,議借,250,5.0,37.9,2014-02-19,184
2013-09-02,1442,議借,246,5.0,35.7,2014-02-28,179
2014-01-24,1442,議借,11,2.0,36.5,2014-07-24,181
2014-03-04,1442,議借,80,5.0,36.1,2014-09-04,184
2014-03-07,1442,議借,150,10.0,35.7,2014-09-05,182
2014-03-27,1442,議借,100,10.0,35.4,2014-09-26,183
2014-06-11,1442,議借,100,6.0,33.85,2014-12-11,183
2014-06-16,1442,議借,100,6.0,34.0,2014-12-16,183
2014-06-16,1442,議借,150,6.0,34.0,2014-12-16,183
2014-08-26,1442,議借,189,5.0,28.05,2015-02-26,184
2014-09-24,1442,議借,100,5.0,28.85,2015-03-24,181
2014-10-06,1442,議借,225,2.5,28.05,2015-04-06,182
2014-11-05,1442,議借,23,5.0,23.5,2015-05-05,181
2014-11-07,1442,議借,120,5.0,23.4,2015-05-07,181
2014-11-11,1442,競價,32,4.0,23.35,2015-05-11,181
2014-11-17,1442,競價,32,4.0,23.2,2015-05-15,179
2014-11-24,1442,競價,16,4.0,23.15,2015-05-22,179
2014-11-25,1442,競價,38,4.0,23.6,2015-05-25,181
2014-12-19,1442,競價,50,4.0,23.9,2015-06-18,181
2015-01-15,1442,競價,25,4.0,23.7,2015-07-15,181
2015-01-15,1442,競價,60,4.0,23.7,2015-07-15,181
2015-01-16,1442,議借,11,0.01,23.0,2015-07-16,181
2015-01-23,1442,議借,100,0.01,23.7,2015-07-23,181
2015-01-28,1442,競價,20,4.0,23.5,2015-07-28,181
2015-01-30,1442,議借,150,0.01,23.75,2015-07-30,181
2015-02-05,1442,議借,150,0.01,24.0,2015-08-05,181
2015-02-11,1442,議借,80,0.01,23.9,2015-08-11,181
2015-03-19,1442,競價,10,4.0,24.3,2015-09-18,183
2015-04-14,1442,競價,50,4.0,24.55,2015-10-14,183
2015-04-23,1442,競價,30,4.0,24.35,2015-10-23,183
2015-04-24,1442,競價,50,4.0,24.5,2015-10-23,182
2015-05-22,1442,議借,122,0.01,24.75,2015-11-20,182
2015-05-29,1442,競價,20,4.0,24.45,2015-11-27,182
2015-06-01,1442,議借,120,0.01,24.9,2015-12-01,183
2015-07-03,1442,議借,189,0.01,23.35,2016-01-01,182
2015-08-03,1442,議借,250,0.01,21.5,2016-02-03,184
2016-01-18,1442,議借,210,0.01,16.6,2016-07-18,182
2016-01-20,1442,議借,200,0.01,16.85,2016-07-20,182
2016-05-11,1442,議借,143,6.0,19.9,2016-11-11,184
2016-06-23,1442,議借,157,6.0,20.25,2016-12-23,183
2016-06-24,1442,議借,189,6.0,19.85,2016-12-23,182
2016-08-29,1442,議借,145,6.0,22.2,2017-02-28,183
2016-09-02,1442,議借,143,6.0,19.5,2017-03-02,181
2016-09-13,1442,議借,150,6.0,19.45,2017-03-13,181
2017-01-10,1442,議借,200,6.0,17.75,2017-07-10,181
2017-05-10,1442,議借,190,6.0,20.0,2017-11-10,184
2017-06-21,1442,議借,200,6.0,22.2,2017-12-21,183
2017-09-15,1442,議借,69,10.0,19.25,2018-03-15,181
2017-09-15,1442,議借,170,6.0,19.25,2018-03-15,181
2017-10-23,1442,議借,180,6.0,18.75,2018-04-23,182
2018-02-05,1442,議借,160,6.0,18.6,2018-08-03,179
2018-06-01,1442,議借,211,0.8,19.8,2018-11-30,182
2018-06-01,1442,議借,211,0.8,19.8,2018-11-30,182
2018-06-04,1442,議借,170,6.0,19.9,2018-12-04,183
2018-06-04,1442,議借,170,6.0,19.9,2018-12-04,183
2018-06-19,1442,競價,10,3.0,19.75,2018-12-19,183
2019-02-18,1442,議借,200,3.5,15.7,2019-08-16,179
2019-02-18,1442,議借,200,3.5,15.7,2019-08-16,179
2019-08-06,1442,議借,360,3.5,16.6,2020-02-06,184
2019-08-06,1442,議借,360,3.5,16.6,2020-02-06,184
2019-09-09,1442,議借,190,3.5,16.35,2020-03-09,182
2019-09-09,1442,議借,190,3.5,16.35,2020-03-09,182
2020-07-28,1442,議借,220,3.5,17.35,2021-01-28,184
2020-07-28,1442,議借,230,3.0,17.35,2021-01-28,184
2020-07-28,1442,議借,250,3.5,17.35,2021-01-28,184
2020-07-28,1442,議借,220,3.5,17.35,2021-01-28,184
2020-07-28,1442,議借,230,3.0,17.35,2021-01-28,184
2020-07-28,1442,議借,250,3.5,17.35,2021-01-28,184
2020-07-29,1442,議借,220,3.5,17.55,2021-01-29,184
2020-07-29,1442,議借,220,3.5,17.55,2021-01-29,184
2020-08-03,1442,議借,130,2.5,16.85,2021-02-03,184
2020-08-03,1442,議借,130,2.5,16.85,2021-02-03,184
2020-09-07,1442,競價,20,2.5,19.1,2021-03-05,179
2020-09-07,1442,競價,20,2.5,19.1,2021-03-05,179
