date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2014-03-03,1460,議借,400,0.01,12.95,2014-09-03,184
2014-04-02,1460,議借,43,0.01,13.25,2014-10-02,183
2014-06-24,1460,議借,200,3.0,16.85,2014-12-24,183
2014-07-01,1460,議借,130,3.0,17.6,2015-01-01,184
2014-07-10,1460,議借,240,3.0,16.7,2015-01-09,183
2014-08-04,1460,議借,450,2.0,15.45,2015-02-04,184
2014-08-12,1460,議借,300,3.0,14.0,2015-02-12,184
2014-09-18,1460,議借,200,3.0,15.2,2015-03-18,181
2014-12-09,1460,議借,210,0.01,14.8,2015-06-09,182
2015-01-26,1460,競價,10,3.0,15.2,2015-07-24,179
2015-02-12,1460,議借,291,0.01,15.25,2015-08-12,181
2015-03-17,1460,議借,200,0.01,16.6,2015-09-17,184
2015-05-05,1460,議借,250,0.01,17.75,2015-11-05,184
2015-05-06,1460,議借,170,0.01,17.55,2015-11-06,184
2015-06-10,1460,議借,180,0.01,18.25,2015-12-10,183
2015-06-17,1460,議借,400,0.01,18.8,2015-12-17,183
2015-06-18,1460,議借,200,0.01,18.45,2015-12-18,183
2015-06-29,1460,議借,250,0.01,18.3,2015-12-29,183
2015-06-29,1460,議借,450,0.01,18.3,2015-12-29,183
2015-06-30,1460,競價,10,3.0,18.25,2015-12-30,183
2015-06-30,1460,議借,170,0.01,18.25,2015-12-30,183
2015-07-03,1460,議借,160,0.01,17.9,2016-01-01,182
2015-07-03,1460,議借,470,0.01,17.9,2016-01-01,182
2015-07-08,1460,議借,670,0.01,15.7,2016-01-08,184
2015-07-15,1460,議借,1000,0.01,15.75,2016-01-15,184
2015-07-28,1460,議借,200,0.01,15.05,2016-01-28,184
2015-08-04,1460,議借,250,0.01,14.25,2016-02-04,184
2015-08-12,1460,議借,900,0.01,14.8,2016-02-12,184
2015-08-14,1460,議借,380,0.01,14.85,2016-02-12,182
2015-08-17,1460,議借,1218,0.01,14.95,2016-02-17,184
2015-08-26,1460,議借,275,0.01,12.55,2016-02-26,184
2015-09-07,1460,議借,598,0.01,13.1,2016-03-07,182
2015-09-09,1460,議借,250,0.01,13.4,2016-03-09,182
2015-10-01,1460,議借,200,0.01,17.2,2016-04-01,183
2015-10-12,1460,議借,1658,0.01,17.2,2016-04-12,183
2015-10-20,1460,議借,945,0.01,17.65,2016-04-20,183
2015-10-27,1460,競價,10,3.0,16.9,2016-04-27,183
2015-10-29,1460,議借,674,0.01,16.55,2016-04-29,183
2015-12-18,1460,議借,197,0.01,14.95,2016-06-17,182
2015-12-21,1460,議借,200,0.01,14.8,2016-06-21,183
2015-12-28,1460,議借,223,0.01,14.95,2016-06-28,183
2016-01-04,1460,議借,200,0.01,14.5,2016-07-04,182
2016-01-27,1460,議借,124,0.01,14.4,2016-07-27,182
2016-01-29,1460,議借,300,0.01,14.7,2016-07-29,182
2016-02-01,1460,競價,40,1.5,15.7,2016-08-01,182
2016-03-09,1460,議借,189,0.01,16.2,2016-09-09,184
2016-05-17,1460,議借,200,6.5,15.05,2016-11-17,184
2016-05-30,1460,議借,210,6.5,15.75,2016-11-30,184
2016-06-06,1460,議借,400,6.5,15.35,2016-12-06,183
2016-06-24,1460,議借,630,6.5,15.3,2016-12-23,182
2016-06-28,1460,議借,650,0.37,15.3,2016-12-28,183
2016-07-12,1460,議借,700,6.5,15.2,2017-01-12,184
2016-07-27,1460,議借,219,6.5,15.4,2017-01-27,184
2016-08-01,1460,議借,500,6.5,15.55,2017-02-01,184
2016-10-25,1460,議借,190,6.5,16.9,2017-04-25,182
2016-11-09,1460,競價,10,2.0,16.5,2017-05-09,181
2016-12-06,1460,競價,38,2.0,17.6,2017-06-06,182
2017-02-08,1460,競價,40,2.0,17.25,2017-08-08,181
2017-02-08,1460,議借,190,6.5,17.25,2017-08-08,181
2017-02-09,1460,議借,400,3.0,17.1,2017-08-09,181
2017-03-17,1460,議借,500,6.5,16.95,2017-09-15,182
2017-05-17,1460,議借,203,6.5,15.9,2017-11-17,184
2017-05-24,1460,議借,400,6.5,16.45,2017-11-24,184
2017-07-03,1460,議借,300,6.5,16.55,2018-01-03,184
2017-07-20,1460,議借,500,6.5,16.4,2018-01-19,183
2017-07-28,1460,議借,200,6.5,16.1,2018-01-26,182
2017-08-17,1460,議借,250,6.5,15.4,2018-02-16,183
2017-08-23,1460,議借,490,6.5,15.7,2018-02-23,184
2017-10-25,1460,競價,12,2.0,14.85,2018-04-25,182
2017-11-06,1460,議借,250,6.5,14.75,2018-05-04,179
2017-11-07,1460,競價,10,2.0,14.65,2018-05-07,181
2017-11-28,1460,競價,80,2.0,14.0,2018-05-28,181
2017-11-30,1460,議借,500,1.0,14.2,2018-05-30,181
2017-12-05,1460,議借,200,6.5,14.2,2018-06-05,182
2017-12-05,1460,議借,380,1.5,14.2,2018-06-05,182
2018-01-10,1460,議借,390,5.0,14.6,2018-07-10,181
2018-01-10,1460,議借,390,5.0,14.6,2018-07-10,181
2018-01-19,1460,競價,23,2.5,14.4,2018-07-19,181
2018-01-19,1460,競價,23,2.5,14.4,2018-07-19,181
2018-02-06,1460,議借,202,6.5,13.8,2018-08-06,181
2018-02-12,1460,競價,10,2.0,13.85,2018-08-10,179
2018-02-12,1460,競價,10,2.0,13.85,2018-08-10,179
2018-03-07,1460,議借,200,5.0,14.1,2018-09-07,184
2018-03-07,1460,議借,200,5.0,14.1,2018-09-07,184
2018-03-21,1460,議借,300,7.0,13.45,2018-09-21,184
2018-03-21,1460,議借,300,7.0,13.45,2018-09-21,184
2018-03-22,1460,議借,590,6.75,13.4,2018-09-21,183
2018-03-22,1460,議借,590,6.75,13.4,2018-09-21,183
2018-03-28,1460,議借,380,7.0,12.9,2018-09-28,184
2018-03-28,1460,議借,380,7.0,12.9,2018-09-28,184
2018-03-31,1460,競價,10,2.0,13.3,2018-09-28,181
2018-03-31,1460,競價,10,2.0,13.3,2018-09-28,181
2018-06-27,1460,議借,99,4.0,12.95,2018-12-27,183
2018-06-27,1460,議借,136,4.0,12.95,2018-12-27,183
2018-08-17,1460,競價,19,2.5,13.2,2019-02-15,182
2018-08-17,1460,競價,19,2.5,13.2,2019-02-15,182
2018-08-30,1460,競價,23,2.0,13.2,2019-02-27,181
2018-08-30,1460,競價,23,2.0,13.2,2019-02-27,181
2018-09-03,1460,議借,334,6.35,13.9,2019-03-01,179
2018-09-03,1460,議借,334,6.35,13.9,2019-03-01,179
2018-09-12,1460,競價,12,2.0,14.05,2019-03-12,181
2018-09-13,1460,競價,30,2.0,14.4,2019-03-13,181
2018-10-11,1460,競價,100,2.5,12.8,2019-04-11,182
2018-10-11,1460,競價,100,2.5,12.8,2019-04-11,182
2018-11-05,1460,競價,50,2.5,11.9,2019-05-03,179
2018-11-05,1460,競價,50,2.5,11.9,2019-05-03,179
2018-11-26,1460,競價,10,2.0,12.05,2019-05-24,179
