date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2011-04-13,1215,議借,350,1.5,19.0,2011-10-13,183
2011-04-27,1215,議借,467,2.0,19.35,2011-10-27,183
2011-10-25,1215,議借,61,5.0,14.8,2012-04-25,183
2012-03-05,1215,議借,220,6.0,15.75,2012-09-05,184
2012-04-03,1215,議借,300,5.0,14.7,2012-10-03,183
2013-03-06,1215,議借,200,0.01,15.45,2013-09-06,184
2013-04-02,1215,議借,300,5.0,15.6,2013-10-02,183
2013-04-08,1215,議借,60,0.01,14.9,2013-10-08,183
2014-03-03,1215,議借,200,5.0,17.35,2014-09-03,184
2014-03-31,1215,議借,300,5.0,20.5,2014-09-30,183
2014-05-16,1215,議借,130,5.0,25.3,2014-11-14,182
2014-05-19,1215,議借,164,2.5,25.15,2014-11-19,184
2014-05-23,1215,議借,100,4.0,25.6,2014-11-21,182
2014-05-30,1215,議借,100,5.0,24.0,2014-11-28,182
2014-07-03,1215,議借,2300,0.01,28.45,2015-01-02,183
2014-07-08,1215,議借,145,5.0,27.8,2015-01-08,184
2014-08-04,1215,議借,125,0.01,28.0,2015-02-04,184
2014-08-11,1215,議借,120,5.0,25.55,2015-02-11,184
2015-01-19,1215,議借,2100,0.01,24.85,2015-07-17,179
2015-02-11,1215,議借,74,0.01,28.8,2015-08-11,181
2015-03-04,1215,競價,100,3.0,27.65,2015-09-04,184
2015-03-18,1215,議借,300,0.01,27.1,2015-09-18,184
2015-04-15,1215,議借,294,0.01,29.0,2015-10-15,183
2015-04-30,1215,競價,150,3.0,28.4,2015-10-30,183
2015-05-07,1215,議借,100,0.01,27.5,2015-11-06,183
2015-06-04,1215,議借,150,0.01,25.35,2015-12-04,183
2015-06-18,1215,議借,1000,0.01,24.8,2015-12-18,183
2015-07-28,1215,議借,151,0.01,24.5,2016-01-28,184
2015-08-06,1215,議借,250,0.01,25.2,2016-02-05,183
2015-08-14,1215,競價,10,3.0,25.2,2016-02-03,173
2015-09-22,1215,議借,150,0.01,21.75,2016-03-22,182
2015-10-21,1215,競價,150,3.0,21.9,2016-04-21,183
2015-12-10,1215,議借,1136,0.01,23.3,2016-06-08,181
