date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2010-01-14,1305,議借,525,0.01,13.55,2010-07-14,181
2010-03-17,1305,議借,748,0.01,12.85,2010-09-17,184
2011-03-07,1305,議借,442,0.01,12.25,2011-09-07,184
2011-03-30,1305,議借,925,0.01,13.25,2011-09-30,184
2011-04-13,1305,議借,190,6.0,15.15,2011-10-13,183
2011-06-20,1305,議借,320,6.0,12.2,2011-12-20,183
2011-10-25,1305,議借,194,5.0,8.1,2012-04-25,183
2012-02-16,1305,議借,193,0.01,12.15,2012-08-16,182
2012-02-29,1305,議借,110,0.01,11.85,2012-08-29,182
2012-03-01,1305,議借,138,0.01,12.15,2012-08-31,183
2012-03-20,1305,議借,925,0.01,10.9,2012-09-20,184
2012-06-11,1305,議借,320,0.01,9.09,2012-12-11,183
2012-06-22,1305,議借,108,0.01,9.35,2012-12-22,183
2012-10-11,1305,議借,156,0.01,12.6,2013-04-11,182
2012-10-16,1305,議借,194,0.01,12.6,2013-04-16,182
2012-11-09,1305,議借,250,0.01,12.7,2013-05-09,181
2012-11-15,1305,議借,146,0.01,12.2,2013-05-15,181
2012-12-14,1305,議借,849,0.01,14.9,2013-06-14,182
2013-01-23,1305,議借,3032,0.01,15.85,2013-07-23,181
2013-03-01,1305,議借,50,0.01,15.5,2013-08-30,182
2013-03-20,1305,議借,453,0.01,14.9,2013-09-18,182
2013-03-27,1305,議借,200,0.01,14.95,2013-09-27,184
2013-04-08,1305,議借,273,0.01,14.5,2013-10-08,183
2013-05-29,1305,議借,150,0.01,16.95,2013-11-29,184
2013-05-31,1305,議借,2200,0.01,16.8,2013-11-29,182
2013-06-28,1305,議借,200,0.01,17.7,2013-12-27,182
2013-08-01,1305,議借,5000,0.01,18.3,2014-01-31,183
2013-10-29,1305,議借,2000,0.01,18.1,2014-04-29,182
2013-11-05,1305,議借,500,0.01,16.9,2014-05-05,181
2013-12-12,1305,議借,849,0.01,16.85,2014-06-12,182
2014-02-05,1305,議借,38,0.01,15.25,2014-08-05,181
2014-02-06,1305,議借,411,0.01,15.2,2014-08-06,181
2014-02-07,1305,議借,360,0.01,15.2,2014-08-07,181
2014-02-12,1305,議借,32,0.01,15.05,2014-08-12,181
2014-02-20,1305,議借,463,1.5,14.7,2014-08-20,181
2014-02-25,1305,議借,100,0.01,14.75,2014-08-25,181
2014-02-25,1305,議借,700,1.5,14.75,2014-08-25,181
2014-03-04,1305,議借,500,1.5,14.4,2014-09-04,184
2014-03-06,1305,議借,250,1.5,14.5,2014-09-05,183
2014-03-07,1305,議借,800,1.5,14.4,2014-09-05,182
2014-03-12,1305,議借,300,1.5,14.85,2014-09-12,184
2014-03-14,1305,議借,302,0.01,15.7,2014-09-12,182
2014-03-18,1305,議借,125,0.01,15.7,2014-09-18,184
2014-03-27,1305,議借,190,1.5,15.7,2014-09-26,183
2014-07-04,1305,議借,100,0.01,16.35,2015-01-02,182
2014-08-04,1305,議借,320,2.0,13.25,2015-02-04,184
2014-08-19,1305,議借,670,2.0,12.3,2015-02-19,184
2014-08-21,1305,議借,560,2.0,12.45,2015-02-20,183
2014-10-17,1305,議借,300,2.0,9.89,2015-04-17,182
2014-11-07,1305,議借,250,2.0,10.7,2015-05-07,181
2014-11-20,1305,議借,300,0.01,10.4,2015-05-20,181
2014-12-09,1305,議借,849,0.01,11.2,2015-06-09,182
