date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2011-04-13,1219,議借,400,1.5,15.15,2011-10-13,183
2011-05-04,1219,議借,277,2.0,15.75,2011-11-04,184
2011-10-25,1219,議借,64,5.0,17.1,2012-04-25,183
2012-06-05,1219,議借,280,3.0,15.0,2012-12-05,183
2012-10-24,1219,議借,64,5.0,14.5,2013-04-24,182
2013-03-07,1219,議借,199,6.0,16.2,2013-09-06,183
2014-01-24,1219,議借,59,2.0,14.75,2014-07-24,181
2014-06-09,1219,議借,10,2.0,15.15,2014-12-09,183
2014-09-18,1219,議借,200,3.0,16.8,2015-03-18,181
2014-10-23,1219,競價,35,1.5,15.1,2015-04-23,182
2014-11-06,1219,議借,10,2.0,15.1,2015-05-06,181
2014-11-10,1219,議借,200,3.0,15.3,2015-05-08,179
2015-01-22,1219,議借,54,0.01,15.0,2015-07-22,181
2015-05-29,1219,議借,300,0.01,14.85,2015-11-27,182
2015-07-28,1219,議借,200,0.01,15.2,2016-01-28,184
2015-08-26,1219,議借,229,0.01,14.6,2016-02-26,184
2015-09-22,1219,議借,240,0.01,14.7,2016-03-22,182
2015-12-16,1219,議借,300,0.01,14.5,2016-06-16,183
2016-04-07,1219,議借,750,0.01,15.2,2016-10-07,183
2016-06-23,1219,議借,209,3.0,15.35,2016-12-23,183
2016-07-22,1219,議借,205,3.0,15.3,2017-01-20,182
2016-08-29,1219,議借,209,3.0,15.3,2017-02-28,183
2016-09-02,1219,議借,209,3.0,15.3,2017-03-02,181
2016-12-06,1219,議借,200,2.0,15.5,2017-06-06,182
2017-07-19,1219,議借,220,3.0,18.1,2018-01-19,184
2017-07-20,1219,議借,200,3.0,17.8,2018-01-19,183
2018-06-22,1219,議借,170,3.0,18.6,2018-12-22,183
2018-06-22,1219,議借,170,3.0,18.6,2018-12-22,183
2019-01-08,1219,議借,170,3.0,18.25,2019-07-08,181
2019-02-11,1219,議借,170,3.0,18.2,2019-08-09,179
2019-02-11,1219,議借,170,3.0,18.2,2019-08-09,179
2020-04-06,1219,議借,80,0.41,18.25,2020-10-06,183
2020-04-07,1219,議借,24,0.41,18.05,2020-10-07,183
2020-04-07,1219,議借,24,0.41,18.05,2020-10-07,183
2020-06-18,1219,議借,150,4.0,24.3,2020-12-18,183
2020-06-18,1219,議借,150,4.0,24.3,2020-12-18,183
2020-06-29,1219,議借,128,3.0,21.5,2020-12-29,183
2020-08-12,1219,議借,188,3.5,19.85,2021-02-12,184
2020-08-12,1219,議借,188,3.5,19.85,2021-02-12,184
2020-12-24,1219,議借,180,3.5,21.9,2021-06-24,182
2020-12-30,1219,議借,320,3.25,21.8,2021-06-30,182
2021-01-21,1219,議借,146,3.25,19.05,2021-07-21,181
2021-01-26,1219,議借,150,3.25,19.05,2021-07-26,181
2021-02-18,1219,議借,200,3.25,19.5,2021-08-18,181
2021-03-05,1219,議借,157,3.35,19.85,2021-09-03,182
2021-04-21,1219,議借,130,3.5,23.05,2021-10-21,183
2021-04-26,1219,議借,118,3.4,26.1,2021-10-26,183
2021-04-26,1219,議借,260,3.5,26.1,2021-10-26,183
2021-04-27,1219,議借,119,3.25,25.2,2021-10-27,183
2021-04-27,1219,議借,300,3.25,25.2,2021-10-27,183
2021-04-27,1219,議借,130,3.5,25.2,2021-10-27,183
2021-04-28,1219,議借,122,3.5,27.7,2021-10-28,183
