date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2011-03-30,1457,競價,330,2.8,12.0,2011-09-30,184
2011-04-28,1457,議借,715,2.0,12.15,2011-10-28,183
2011-10-25,1457,議借,213,5.0,8.24,2012-04-25,183
2012-03-05,1457,議借,430,6.0,8.08,2012-09-05,184
2012-04-24,1457,議借,715,5.0,6.54,2012-10-24,183
2012-10-19,1457,議借,213,5.0,7.05,2013-04-19,182
2013-03-15,1457,議借,500,5.0,7.44,2013-09-14,183
2013-03-27,1457,議借,213,5.0,7.31,2013-09-27,184
2013-03-28,1457,議借,50,5.0,7.36,2013-09-27,183
2013-05-10,1457,議借,100,5.0,7.4,2013-11-08,182
2013-06-13,1457,議借,104,5.0,7.42,2013-12-13,183
2013-12-27,1457,競價,101,1.0,8.2,2014-06-27,182
2014-02-17,1457,競價,59,2.0,7.85,2014-08-15,179
2014-03-19,1457,議借,266,0.01,8.08,2014-09-19,184
2014-03-25,1457,議借,200,5.0,8.07,2014-09-25,184
2014-03-27,1457,議借,150,0.01,8.19,2014-09-26,183
2014-03-28,1457,議借,300,5.0,8.4,2014-09-26,182
2014-04-29,1457,議借,150,5.0,8.63,2014-10-29,183
2014-05-19,1457,議借,336,2.5,8.48,2014-11-19,184
2014-05-21,1457,議借,200,3.0,8.4,2014-11-21,184
2014-06-04,1457,議借,104,5.0,8.51,2014-12-04,183
2014-11-10,1457,議借,18,5.0,7.89,2015-05-08,179
2015-03-13,1457,議借,407,0.01,8.51,2015-09-11,182
2015-03-17,1457,議借,200,0.01,8.66,2015-09-17,184
2015-04-15,1457,議借,325,0.01,9.6,2015-10-15,183
2015-05-11,1457,議借,300,0.01,9.11,2015-11-11,184
2015-05-19,1457,議借,500,0.01,11.1,2015-11-19,184
2015-06-09,1457,議借,500,0.01,12.25,2015-12-09,183
2015-06-18,1457,議借,361,0.01,14.05,2015-12-18,183
2015-07-01,1457,議借,224,0.01,13.5,2016-01-01,184
2015-07-23,1457,議借,600,0.01,12.8,2016-01-22,183
2015-07-28,1457,議借,250,0.01,12.4,2016-01-28,184
2015-07-30,1457,議借,62,0.01,12.55,2016-01-29,183
2015-08-04,1457,議借,1000,0.01,10.65,2016-02-04,184
2015-08-06,1457,議借,313,0.01,10.95,2016-02-05,183
2015-08-17,1457,議借,830,0.01,13.6,2016-02-17,184
2015-08-18,1457,議借,2083,0.01,13.45,2016-02-18,184
2015-09-07,1457,議借,250,0.01,14.0,2016-03-07,182
2015-10-01,1457,議借,250,0.01,14.7,2016-04-01,183
2015-10-01,1457,議借,372,0.01,14.7,2016-04-01,183
2015-10-06,1457,議借,900,0.01,14.15,2016-04-06,183
2015-11-03,1457,議借,500,0.01,13.8,2016-05-03,182
2015-11-09,1457,議借,700,0.01,13.45,2016-05-09,182
2015-12-14,1457,議借,400,0.01,11.15,2016-06-14,183
2015-12-16,1457,議借,122,0.01,11.2,2016-06-16,183
2016-01-26,1457,議借,275,0.01,11.3,2016-07-26,182
2016-01-29,1457,議借,230,0.01,11.5,2016-07-29,182
2016-02-02,1457,議借,333,0.01,11.6,2016-08-02,182
2016-02-25,1457,議借,90,0.01,11.65,2016-08-25,182
2016-03-03,1457,議借,130,0.01,12.4,2016-09-02,183
2016-03-17,1457,議借,300,0.01,11.9,2016-09-14,181
2016-03-31,1457,議借,175,0.01,11.8,2016-09-30,183
2016-04-15,1457,議借,325,0.01,12.35,2016-10-14,182
2016-04-28,1457,議借,440,5.0,11.9,2016-10-28,183
2016-05-09,1457,議借,500,5.0,11.1,2016-11-09,184
2016-05-12,1457,議借,500,5.0,10.9,2016-11-11,183
2016-06-01,1457,議借,174,7.0,10.25,2016-12-01,183
2016-07-01,1457,議借,230,7.0,10.7,2016-12-30,182
2016-07-13,1457,議借,289,7.0,10.35,2017-01-13,184
2016-07-15,1457,議借,500,7.0,10.25,2017-01-13,182
2016-07-22,1457,議借,323,7.0,10.05,2017-01-20,182
2016-08-08,1457,議借,295,7.0,10.55,2017-02-08,184
2016-08-10,1457,議借,360,7.0,10.25,2017-02-10,184
2016-08-16,1457,競價,74,1.0,10.15,2017-02-16,184
2016-08-16,1457,競價,514,4.0,10.15,2017-02-16,184
2016-09-20,1457,議借,186,11.0,10.05,2017-03-20,181
2016-09-23,1457,議借,177,11.0,10.4,2017-03-23,181
2016-09-26,1457,競價,150,1.5,10.35,2017-03-24,179
2016-09-26,1457,競價,200,2.0,10.35,2017-03-24,179
2016-09-26,1457,競價,350,3.0,10.35,2017-03-24,179
2016-09-26,1457,議借,80,11.0,10.35,2017-03-24,179
2016-10-19,1457,競價,100,2.0,10.15,2017-04-19,182
2016-10-19,1457,競價,213,3.0,10.15,2017-04-19,182
2016-10-31,1457,競價,44,3.0,10.0,2017-04-28,179
2016-11-01,1457,議借,700,7.0,10.05,2017-05-01,181
2016-11-18,1457,競價,50,3.0,10.15,2017-05-18,181
2016-11-18,1457,競價,100,3.0,10.15,2017-05-18,181
2017-02-15,1457,議借,300,4.5,10.75,2017-08-15,181
2017-04-11,1457,議借,300,4.0,11.2,2017-10-11,183
2017-08-16,1457,議借,271,4.0,10.3,2018-02-16,184
2017-10-27,1457,議借,200,4.0,12.75,2018-04-27,182
2017-11-03,1457,議借,300,4.0,12.6,2018-05-03,181
2017-11-06,1457,議借,500,4.0,12.9,2018-05-04,179
2017-11-07,1457,議借,270,4.0,12.75,2018-05-07,181
2017-11-09,1457,議借,270,4.0,12.3,2018-05-09,181
2017-11-14,1457,競價,50,2.0,12.95,2018-05-14,181
2017-11-14,1457,競價,90,2.0,12.95,2018-05-14,181
