date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2011-04-13,1471,議借,216,1.5,17.55,2011-10-13,183
2011-10-25,1471,議借,96,5.0,10.4,2012-04-25,183
2012-02-24,1471,競價,20,2.0,14.2,2012-08-24,182
2012-03-06,1471,議借,250,6.0,13.6,2012-09-06,184
2012-03-28,1471,議借,380,6.0,13.6,2012-09-28,184
2012-04-03,1471,議借,350,6.0,11.75,2012-10-03,183
2012-06-06,1471,議借,250,6.0,10.25,2012-12-06,183
2013-03-07,1471,議借,323,6.0,9.33,2013-09-06,183
2013-03-14,1471,議借,500,6.0,9.3,2013-09-14,184
2013-04-02,1471,議借,350,6.0,9.67,2013-10-02,183
2013-04-03,1471,議借,200,6.0,9.58,2013-10-03,183
2013-06-06,1471,議借,99,6.0,10.65,2013-12-06,183
2013-09-09,1471,議借,150,6.0,11.7,2014-03-07,179
2013-10-08,1471,議借,200,6.0,11.05,2014-04-08,182
2013-10-11,1471,議借,250,6.0,10.85,2014-04-11,182
2013-12-27,1471,競價,79,1.0,10.6,2014-06-27,182
2014-03-04,1471,競價,110,1.0,11.7,2014-09-04,184
2014-03-04,1471,競價,140,1.0,11.7,2014-09-04,184
2014-03-10,1471,議借,100,6.0,11.55,2014-09-10,184
2014-03-13,1471,議借,200,0.01,11.8,2014-09-12,183
2014-03-28,1471,議借,200,6.0,11.7,2014-09-26,182
2014-03-31,1471,議借,350,6.0,11.75,2014-09-30,183
2014-05-26,1471,議借,99,6.0,10.5,2014-11-26,184
2014-08-22,1471,競價,110,1.0,9.88,2015-02-13,175
2014-08-25,1471,議借,385,6.0,10.0,2015-02-25,184
2014-08-27,1471,競價,79,2.0,10.3,2015-02-13,170
2014-11-04,1471,競價,182,1.9,8.29,2015-05-04,181
2015-01-08,1471,議借,357,0.01,9.12,2015-07-08,181
2015-01-15,1471,議借,350,0.01,9.22,2015-07-15,181
2015-02-06,1471,競價,100,2.0,8.78,2015-08-06,181
2015-03-16,1471,議借,350,0.01,8.65,2015-09-16,184
2015-03-17,1471,競價,37,2.0,8.61,2015-09-17,184
2015-03-18,1471,議借,177,0.01,8.61,2015-09-18,184
2015-05-21,1471,競價,100,2.0,7.87,2015-11-20,183
2016-03-18,1471,競價,10,2.0,5.73,2016-09-14,180
2016-04-21,1471,競價,520,2.0,5.69,2016-10-21,183
2016-08-04,1471,競價,7,2.0,5.78,2017-02-03,183
2016-08-04,1471,競價,10,2.0,5.78,2017-02-03,183
2016-08-22,1471,競價,10,2.0,5.37,2017-02-22,184
2016-08-30,1471,競價,5,2.0,5.48,2017-02-24,178
2016-09-05,1471,競價,10,2.0,5.27,2017-03-03,179
2016-09-12,1471,競價,10,2.0,5.22,2017-03-10,179
2016-09-26,1471,競價,11,2.0,5.25,2017-03-24,179
2016-10-11,1471,競價,10,2.0,5.42,2017-04-11,182
