date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2003-10-01,1301,定價,2000,4.0,47.7,,0
2006-04-21,1301,議借,2931,0.01,51.1,2006-10-18,180
2006-08-01,1301,議借,220,1.4,45.1,2006-12-29,150
2006-08-24,1301,議借,3528,0.01,45.0,2007-02-20,180
2006-09-20,1301,議借,75,1.4,46.3,2006-09-25,5
2007-03-15,1301,議借,2700,0.01,60.0,2007-09-11,180
2007-04-13,1301,議借,2424,0.01,63.9,2007-10-09,179
2007-07-16,1301,議借,32000,0.01,84.0,2008-01-14,182
2007-08-29,1301,議借,2500,0.01,78.0,2008-02-18,173
2007-10-04,1301,競價,100,1.9,97.5,2008-04-03,182
2007-10-04,1301,競價,200,1.9,97.5,2008-04-03,182
2007-10-05,1301,議借,480,0.01,98.3,2008-04-02,180
2007-10-05,1301,議借,500,0.01,98.3,2008-04-02,180
2007-10-31,1301,競價,39,2.0,99.8,2008-04-30,182
2007-10-31,1301,競價,87,2.0,99.8,2008-04-30,182
2007-11-21,1301,議借,245,0.01,84.5,2008-05-21,182
2007-11-23,1301,議借,6753,0.01,84.0,2008-05-22,181
2007-11-28,1301,議借,450,0.01,85.0,2008-05-28,182
2007-12-10,1301,議借,350,0.01,90.7,2008-06-06,179
2007-12-20,1301,議借,6453,0.01,85.7,2008-06-19,182
2007-12-31,1301,議借,84,0.01,91.1,2008-06-27,179
2008-01-25,1301,議借,5000,1.5,89.0,2008-07-23,180
2008-01-28,1301,議借,5000,0.01,85.0,2008-07-25,179
2008-01-30,1301,競價,310,2.0,77.5,2008-07-29,181
2008-01-30,1301,議借,1000,0.01,77.5,2008-07-28,180
2008-01-30,1301,議借,3700,1.5,77.5,2008-07-28,180
2008-01-31,1301,議借,2300,1.5,72.9,2008-07-28,179
2008-02-01,1301,競價,1100,4.0,77.1,2008-07-31,181
2008-02-01,1301,競價,2000,4.0,77.1,2008-07-31,181
2008-03-07,1301,議借,1200,0.01,93.4,2008-09-05,182
2008-03-11,1301,競價,100,3.5,91.1,2008-09-11,184
2008-03-11,1301,競價,200,3.5,91.1,2008-09-11,184
2008-03-11,1301,競價,300,3.5,91.1,2008-09-11,184
2008-03-11,1301,競價,1500,6.0,91.1,2008-09-11,184
2008-03-14,1301,競價,3000,4.0,90.4,2008-09-12,182
2008-03-17,1301,競價,540,6.0,90.0,2008-09-16,183
2008-03-27,1301,議借,1000,1.5,96.3,2008-09-22,179
2008-04-01,1301,議借,7400,0.01,88.2,2008-09-26,178
2008-04-03,1301,議借,300,0.01,87.3,2008-09-30,180
2008-04-03,1301,議借,1900,0.01,87.3,2008-09-29,179
