date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2009-01-07,1440,議借,10,1.5,6.73,2009-01-20,13
2009-01-17,1440,議借,13,1.5,6.11,2009-07-16,180
2009-02-04,1440,競價,33,3.0,6.02,2009-08-04,181
2009-02-05,1440,議借,19,1.4,5.95,2009-07-31,176
2009-02-10,1440,議借,67,1.4,6.25,2009-08-07,178
2009-03-03,1440,議借,10,1.4,6.0,2009-09-02,183
2009-03-05,1440,議借,93,1.35,6.1,2009-08-25,173
2009-03-31,1440,議借,10,1.5,7.22,2009-09-29,182
2009-06-15,1440,議借,37,1.5,9.65,2009-12-14,182
2009-06-23,1440,議借,50,1.5,9.28,2009-12-22,182
2009-08-31,1440,議借,10,1.3,10.15,2010-02-26,179
2009-09-22,1440,議借,40,1.3,12.1,2010-03-19,178
2009-09-25,1440,議借,10,1.3,12.0,2010-03-24,180
2009-12-09,1440,議借,69,1.5,12.1,2010-06-08,181
2009-12-28,1440,議借,18,1.5,12.65,2010-06-25,179
2010-01-19,1440,議借,505,0.01,13.9,2010-07-19,181
2010-01-20,1440,議借,189,0.01,13.6,2010-07-20,181
2010-03-05,1440,議借,3000,0.01,12.7,2010-09-03,182
2010-03-12,1440,議借,69,0.01,12.5,2010-09-10,182
2010-03-16,1440,議借,1132,0.01,12.65,2010-09-16,184
2010-03-23,1440,議借,15,1.5,12.95,2010-09-21,182
2010-05-28,1440,議借,410,0.01,12.95,2010-11-26,182
2010-07-20,1440,議借,55,1.5,13.55,2011-01-19,183
2010-07-27,1440,議借,174,0.01,13.65,2011-01-27,184
2010-08-17,1440,議借,10,1.5,15.6,2011-02-16,183
2010-08-26,1440,競價,20,1.0,15.2,2011-02-25,183
2010-08-26,1440,議借,34,1.3,15.2,2011-02-25,183
2010-09-09,1440,議借,54,1.3,15.65,2011-03-08,180
2010-09-10,1440,議借,10,1.5,15.7,2011-03-09,180
2010-11-05,1440,議借,39,1.5,22.65,2011-05-04,180
2010-12-01,1440,議借,500,0.01,21.8,2011-06-01,182
2010-12-01,1440,議借,3200,0.01,21.8,2011-06-01,182
2011-01-04,1440,競價,23,1.0,23.2,2011-07-01,178
2011-01-20,1440,議借,59,0.8,20.55,2011-07-19,180
2011-01-21,1440,議借,40,0.5,20.35,2011-07-20,180
2011-02-09,1440,議借,2127,0.01,20.4,2011-08-09,181
2011-03-02,1440,競價,19,1.0,18.0,2011-08-31,182
2011-03-10,1440,議借,385,0.01,18.6,2011-09-09,183
2011-03-22,1440,議借,20,0.5,19.15,2011-09-21,183
2011-03-22,1440,議借,1577,0.01,19.15,2011-09-22,184
2011-04-29,1440,議借,2000,0.01,19.2,2011-10-28,182
2011-05-03,1440,議借,1600,0.01,19.2,2011-11-03,184
2011-05-06,1440,議借,100,3.0,19.2,2011-11-04,182
2011-05-16,1440,議借,500,0.01,18.25,2011-11-16,184
2011-05-16,1440,議借,5000,2.5,18.25,2011-11-16,184
2011-05-17,1440,議借,50,0.01,18.25,2011-11-17,184
2011-05-19,1440,競價,13,0.6,18.3,2011-11-18,183
2011-05-19,1440,競價,18,0.6,18.3,2011-11-18,183
2011-05-20,1440,議借,410,0.01,18.55,2011-11-18,182
2011-06-14,1440,議借,1000,2.5,17.9,2011-12-14,183
2011-06-23,1440,競價,15,1.0,17.75,2011-12-23,183
2011-07-19,1440,議借,2000,2.5,18.4,2012-01-19,184
2011-07-20,1440,議借,496,0.01,18.5,2012-01-20,184
2011-07-20,1440,議借,605,0.01,18.5,2012-01-20,184
2011-08-23,1440,議借,21,0.01,15.9,2012-02-23,184
2011-08-23,1440,議借,1500,2.5,15.9,2012-02-23,184
2011-09-28,1440,議借,983,0.01,13.05,2012-03-28,182
2011-10-05,1440,議借,266,3.0,12.95,2012-04-05,183
2011-10-05,1440,議借,300,0.01,12.95,2012-04-05,183
2011-10-11,1440,議借,780,3.0,14.1,2012-04-11,183
2011-10-13,1440,議借,666,3.0,13.8,2012-04-13,183
2011-10-26,1440,議借,400,3.0,14.0,2012-04-26,183
2011-10-27,1440,議借,380,0.01,14.25,2012-04-27,183
2011-11-01,1440,議借,400,3.0,13.3,2012-05-01,182
2011-11-09,1440,議借,2000,3.0,13.3,2012-05-09,182
2011-11-17,1440,議借,622,0.01,11.7,2012-05-17,182
2011-11-17,1440,議借,2800,3.0,11.7,2012-05-17,182
2011-11-18,1440,議借,89,0.01,11.4,2012-05-18,182
2011-11-18,1440,議借,300,4.5,11.4,2012-05-18,182
2011-11-21,1440,議借,1200,5.0,10.65,2012-05-21,182
2011-11-21,1440,議借,2000,5.0,10.65,2012-05-21,182
2011-11-28,1440,議借,1800,0.01,10.3,2012-05-28,182
2011-11-30,1440,競價,14,0.6,9.9,2012-05-29,181
2011-11-30,1440,議借,1500,0.01,9.9,2012-05-30,182
2011-12-01,1440,議借,80,0.01,10.4,2012-06-01,183
2011-12-01,1440,議借,100,0.01,10.4,2012-06-01,183
2011-12-13,1440,議借,100,0.5,9.85,2012-06-12,182
2011-12-13,1440,議借,600,0.01,9.85,2012-06-13,183
2011-12-16,1440,議借,25,0.5,9.89,2012-06-15,182
2012-02-16,1440,議借,61,0.01,12.3,2012-08-16,182
2012-02-29,1440,議借,100,0.01,13.8,2012-08-29,182
2012-03-08,1440,議借,70,0.01,14.6,2012-09-07,183
2012-03-15,1440,議借,89,0.01,14.3,2012-09-14,183
2012-03-15,1440,議借,1100,0.01,14.3,2012-09-14,183
2012-03-15,1440,議借,1982,0.01,14.3,2012-09-14,183
2012-03-15,1440,議借,2000,0.01,14.3,2012-09-14,183
2012-03-21,1440,議借,900,3.5,13.5,2012-09-21,184
2012-03-22,1440,議借,800,0.01,13.7,2012-09-21,183
2012-03-27,1440,議借,1400,3.5,13.15,2012-09-27,184
2012-03-29,1440,議借,1344,3.5,13.0,2012-09-28,183
2012-04-03,1440,議借,350,0.01,12.3,2012-10-03,183
2012-05-08,1440,議借,410,0.01,13.05,2012-11-08,184
2012-05-15,1440,議借,100,0.01,12.65,2012-11-15,184
2012-05-15,1440,議借,590,0.01,12.65,2012-11-15,184
2012-05-16,1440,議借,64,0.01,12.3,2012-11-16,184
2012-05-17,1440,議借,350,3.5,12.45,2012-11-16,183
2012-06-11,1440,議借,20,0.5,11.8,2012-12-10,182
2012-06-14,1440,議借,25,0.5,12.05,2012-12-13,182
2012-06-18,1440,議借,50,0.5,12.9,2012-12-17,182
2012-06-20,1440,競價,15,2.0,12.6,2012-12-20,183
2012-06-20,1440,議借,100,0.01,12.6,2012-12-20,183
2012-06-26,1440,議借,100,0.01,12.6,2012-12-26,183
2012-06-27,1440,議借,26,0.5,12.5,2012-12-26,182
2012-06-27,1440,議借,100,0.01,12.5,2012-12-27,183
2012-07-10,1440,議借,365,0.01,11.45,2013-01-10,184
2012-07-18,1440,議借,350,0.01,11.9,2013-01-18,184
2012-07-18,1440,議借,400,0.01,11.9,2013-01-18,184
2012-07-19,1440,議借,25,0.01,12.2,2013-01-18,183
2012-07-23,1440,議借,457,0.01,11.8,2013-01-23,184
2012-07-24,1440,議借,400,0.01,11.9,2013-01-24,184
2012-08-28,1440,議借,14,0.5,13.1,2013-02-27,183
2012-10-01,1440,競價,15,0.6,14.4,2013-03-29,179
2012-10-25,1440,議借,10,0.5,13.4,2013-04-24,181
2012-11-09,1440,議借,150,0.01,13.15,2013-05-09,181
2012-11-26,1440,議借,150,0.01,12.85,2013-05-24,179
2012-11-28,1440,議借,20,0.5,12.75,2013-05-27,180
2012-12-25,1440,議借,33,0.5,14.35,2013-06-24,181
2013-01-25,1440,競價,14,2.0,13.85,2013-07-25,181
2013-02-18,1440,議借,200,0.01,14.15,2013-08-16,179
2013-03-01,1440,議借,108,0.01,14.55,2013-08-30,182
2013-03-06,1440,議借,86,0.01,14.55,2013-09-06,184
2013-03-13,1440,議借,179,0.01,14.95,2013-09-13,184
2013-03-27,1440,議借,44,0.5,14.9,2013-09-26,183
2013-03-27,1440,議借,100,0.01,14.9,2013-09-27,184
2013-03-29,1440,議借,400,2.0,14.9,2013-09-27,182
2013-04-08,1440,議借,273,0.01,14.55,2013-10-08,183
2013-04-12,1440,競價,30,2.0,13.95,2013-10-11,182
2013-04-24,1440,議借,12,0.5,14.45,2013-10-23,182
2013-05-03,1440,議借,611,0.01,14.7,2013-11-01,182
2013-05-22,1440,議借,150,0.01,14.8,2013-11-22,184
2013-06-03,1440,議借,320,0.01,14.5,2013-12-03,183
2013-06-04,1440,議借,396,0.01,14.5,2013-12-04,183
2013-06-05,1440,議借,1520,2.0,14.5,2013-12-05,183
2013-06-06,1440,議借,495,0.01,14.4,2013-12-06,183
2013-06-06,1440,議借,1000,2.0,14.4,2013-12-06,183
2013-06-07,1440,議借,100,0.01,14.4,2013-12-06,182
2013-06-07,1440,議借,220,0.01,14.4,2013-12-06,182
2013-06-13,1440,議借,194,0.01,14.1,2013-12-13,183
2013-06-14,1440,議借,212,0.01,14.0,2013-12-13,182
2013-06-14,1440,議借,438,0.01,14.0,2013-12-13,182
2013-06-17,1440,競價,422,2.0,14.2,2013-12-16,182
2013-06-17,1440,議借,201,3.0,14.2,2013-12-17,183
2013-06-17,1440,議借,250,0.01,14.2,2013-12-17,183
2013-06-18,1440,議借,20,0.5,14.1,2013-12-17,182
2013-06-18,1440,議借,410,0.01,14.1,2013-12-18,183
2013-06-18,1440,議借,486,0.01,14.1,2013-12-18,183
2013-06-19,1440,議借,600,0.01,14.1,2013-12-19,183
2013-06-20,1440,議借,396,0.01,14.1,2013-12-20,183
2013-06-20,1440,議借,1000,0.01,14.1,2013-12-20,183
2013-06-20,1440,議借,2700,0.01,14.1,2013-12-20,183
2013-06-25,1440,議借,71,0.01,13.7,2013-12-25,183
2013-07-10,1440,議借,1000,0.01,14.7,2014-01-10,184
2013-08-12,1440,議借,16,0.5,14.3,2014-02-11,183
2013-08-20,1440,議借,72,0.01,14.55,2014-02-20,184
2013-09-10,1440,議借,92,0.01,15.4,2014-03-10,181
2013-09-24,1440,議借,33,0.01,17.2,2014-03-24,181
2013-10-02,1440,議借,152,0.01,19.2,2014-04-02,182
2013-10-07,1440,議借,23,0.5,23.0,2014-04-03,178
2013-10-08,1440,競價,109,1.5,22.05,2014-04-08,182
