date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2011-10-25,1233,議借,17,5.0,48.4,2012-04-25,183
2012-05-17,1233,議借,90,5.0,49.7,2012-11-16,183
2013-03-07,1233,議借,61,6.0,48.5,2013-09-06,183
2013-06-27,1233,議借,90,3.0,48.8,2013-12-27,183
2014-06-23,1233,議借,90,3.0,53.3,2014-12-23,183
2015-05-19,1233,議借,90,0.01,45.7,2015-11-19,184
2015-11-20,1233,議借,171,0.01,37.6,2016-05-20,182
2016-04-28,1233,議借,90,3.0,37.8,2016-10-28,183
2016-05-09,1233,議借,90,3.0,37.6,2016-11-09,184
2016-07-13,1233,議借,85,3.0,37.0,2017-01-13,184
2017-05-05,1233,競價,12,4.0,36.95,2017-11-03,182
2021-03-17,1233,議借,85,2.8,35.4,2021-09-17,184
