stock_id,stock_name,date,Volume,Volume_Cash,Open,High,Low,Close,Change,Order
4726,永昕,2013-12-25,9875000.0,779305700.0,78.8,81.2,76.0,76.0,11.0,6785.0
4726,永昕,2013-12-26,3876000.0,284126200.0,75.0,75.8,71.9,71.9,-4.1,2517.0
4726,永昕,2013-12-27,1840000.0,134920000.0,72.0,74.5,72.0,72.7,0.8,1279.0
4726,永昕,2013-12-30,2067000.0,147838400.0,73.5,73.8,70.2,70.5,-2.2,1393.0
4726,永昕,2013-12-31,1604000.0,114091300.0,70.8,72.4,69.9,70.6,0.1,1177.0
4726,永昕,2014-01-02,1451000.0,105242900.0,70.6,73.9,70.6,72.5,1.9,1065.0
4726,永昕,2014-01-03,1046000.0,74768900.0,72.5,72.5,70.8,70.8,-1.7,749.0
4726,永昕,2014-01-06,1311000.0,94174300.0,71.0,73.1,71.0,71.1,0.3,738.0
4726,永昕,2014-01-07,1215000.0,84663400.0,71.2,71.6,68.7,68.9,-2.2,915.0
4726,永昕,2014-01-08,2246000.0,150460300.0,69.0,69.5,65.9,66.1,-2.8,1599.0
4726,永昕,2014-01-09,1179000.0,77788600.0,66.1,67.2,65.1,65.1,-1.0,789.0
4726,永昕,2014-01-10,1906000.0,118882400.0,65.5,65.5,60.7,61.5,-3.6,1286.0
4726,永昕,2014-01-13,1939000.0,115321400.0,61.5,62.5,57.5,58.0,-3.5,1221.0
4726,永昕,2014-01-14,1569000.0,92764000.0,58.0,61.2,56.1,60.8,2.8,1136.0
4726,永昕,2014-01-15,784000.0,46901000.0,60.8,60.8,59.2,59.3,-1.5,576.0
4726,永昕,2014-01-16,1048000.0,63641500.0,59.5,62.3,59.0,60.0,0.7,782.0
4726,永昕,2014-01-17,573000.0,34184800.0,60.9,60.9,59.0,59.2,-0.8,407.0
4726,永昕,2014-01-20,424000.0,25024700.0,60.0,60.0,58.6,58.6,-0.6,304.0
4726,永昕,2014-01-21,670000.0,38665200.0,58.5,59.3,57.1,57.2,-1.4,463.0
