date,stock_id,country,revenue,revenue_month,revenue_year
2002-02-01,1472,Taiwan,76275000,1,2002
2002-03-01,1472,Taiwan,65672000,2,2002
2002-04-01,1472,Taiwan,99370000,3,2002
2002-05-01,1472,Taiwan,108426000,4,2002
2002-06-01,1472,Taiwan,119513000,5,2002
2002-07-01,1472,Taiwan,106349000,6,2002
2002-08-01,1472,Taiwan,107667000,7,2002
2002-09-01,1472,Taiwan,119572000,8,2002
2002-10-01,1472,Taiwan,116799000,9,2002
2002-11-01,1472,Taiwan,107177000,10,2002
2002-12-01,1472,Taiwan,108026000,11,2002
2003-01-01,1472,Taiwan,107560000,12,2002
2003-02-01,1472,Taiwan,91960000,1,2003
2003-03-01,1472,Taiwan,97147000,2,2003
2003-04-01,1472,Taiwan,95624000,3,2003
2003-05-01,1472,Taiwan,97807000,4,2003
2003-06-01,1472,Taiwan,110471000,5,2003
2003-07-01,1472,Taiwan,118076000,6,2003
2003-08-01,1472,Taiwan,126173000,7,2003
2003-09-01,1472,Taiwan,101959000,8,2003
2003-10-01,1472,Taiwan,117402000,9,2003
2003-11-01,1472,Taiwan,106467000,10,2003
2003-12-01,1472,Taiwan,74684000,11,2003
2004-01-01,1472,Taiwan,81740000,12,2003
2004-02-01,1472,Taiwan,88564000,1,2004
2004-03-01,1472,Taiwan,97257000,2,2004
2004-04-01,1472,Taiwan,91745000,3,2004
2004-05-01,1472,Taiwan,90852000,4,2004
2004-06-01,1472,Taiwan,99824000,5,2004
2004-07-01,1472,Taiwan,93359000,6,2004
2004-08-01,1472,Taiwan,109239000,7,2004
2004-09-01,1472,Taiwan,102115000,8,2004
2004-10-01,1472,Taiwan,56266000,9,2004
2004-11-01,1472,Taiwan,77285000,10,2004
2004-12-01,1472,Taiwan,98835000,11,2004
2005-01-01,1472,Taiwan,99809000,12,2004
2005-02-01,1472,Taiwan,61201000,1,2005
2005-03-01,1472,Taiwan,40546000,2,2005
2005-04-01,1472,Taiwan,81525000,3,2005
2005-05-01,1472,Taiwan,89182000,4,2005
2005-06-01,1472,Taiwan,90459000,5,2005
