date,stock_id,country,revenue,revenue_month,revenue_year
2002-02-01,1301,Taiwan,5380024000,1,2002
2002-03-01,1301,Taiwan,4037922000,2,2002
2002-04-01,1301,Taiwan,5807101000,3,2002
2002-05-01,1301,Taiwan,5959123000,4,2002
2002-06-01,1301,Taiwan,5306596000,5,2002
2002-07-01,1301,Taiwan,4950065000,6,2002
2002-08-01,1301,Taiwan,5559538000,7,2002
2002-09-01,1301,Taiwan,6048958000,8,2002
2002-10-01,1301,Taiwan,5205641000,9,2002
2002-11-01,1301,Taiwan,5278362000,10,2002
2002-12-01,1301,Taiwan,5964313000,11,2002
2003-01-01,1301,Taiwan,6213129000,12,2002
2003-02-01,1301,Taiwan,6490255000,1,2003
2003-03-01,1301,Taiwan,5657914000,2,2003
2003-04-01,1301,Taiwan,5664074000,3,2003
2003-05-01,1301,Taiwan,5536953000,4,2003
2003-06-01,1301,Taiwan,6634565000,5,2003
2003-07-01,1301,Taiwan,7141293000,6,2003
2003-08-01,1301,Taiwan,6937099000,7,2003
2003-09-01,1301,Taiwan,8138418000,8,2003
2003-10-01,1301,Taiwan,7600517000,9,2003
2003-11-01,1301,Taiwan,8124560000,10,2003
2003-12-01,1301,Taiwan,7952987000,11,2003
2004-01-01,1301,Taiwan,8589946000,12,2003
2004-02-01,1301,Taiwan,8518437000,1,2004
2004-03-01,1301,Taiwan,8311056000,2,2004
2004-04-01,1301,Taiwan,9631505000,3,2004
2004-05-01,1301,Taiwan,10058533000,4,2004
2004-06-01,1301,Taiwan,10328191000,5,2004
2004-07-01,1301,Taiwan,10243828000,6,2004
2004-08-01,1301,Taiwan,10132920000,7,2004
2004-09-01,1301,Taiwan,11204120000,8,2004
2004-10-01,1301,Taiwan,10892102000,9,2004
2004-11-01,1301,Taiwan,11637243000,10,2004
2004-12-01,1301,Taiwan,11166468000,11,2004
2005-01-01,1301,Taiwan,9814120000,12,2004
2005-02-01,1301,Taiwan,11436734000,1,2005
2005-03-01,1301,Taiwan,10021713000,2,2005
2005-04-01,1301,Taiwan,11676460000,3,2005
2005-05-01,1301,Taiwan,11083995000,4,2005
2005-06-01,1301,Taiwan,9937769000,5,2005
2005-07-01,1301,Taiwan,11416922000,6,2005
2005-08-01,1301,Taiwan,11051739000,7,2005
2005-09-01,1301,Taiwan,11886332000,8,2005
2005-10-01,1301,Taiwan,11575660000,9,2005
2005-11-01,1301,Taiwan,12148533000,10,2005
2005-12-01,1301,Taiwan,11518334000,11,2005
2006-01-01,1301,Taiwan,11964193000,12,2005
2006-02-01,1301,Taiwan,10743501000,1,2006
2006-03-01,1301,Taiwan,10680575000,2,2006
2006-04-01,1301,Taiwan,11208718000,3,2006
2006-05-01,1301,Taiwan,12428156000,4,2006
2006-06-01,1301,Taiwan,13113667000,5,2006
2006-07-01,1301,Taiwan,13283406000,6,2006
2006-08-01,1301,Taiwan,13185504000,7,2006
2006-09-01,1301,Taiwan,14175377000,8,2006
2006-10-01,1301,Taiwan,11759593000,9,2006
2006-11-01,1301,Taiwan,11095769000,10,2006
2006-12-01,1301,Taiwan,13142216000,11,2006
2007-01-01,1301,Taiwan,12641723000,12,2006
2007-02-01,1301,Taiwan,13067742000,1,2007
2007-03-01,1301,Taiwan,10156043000,2,2007
2007-04-01,1301,Taiwan,14233914000,3,2007
2007-05-01,1301,Taiwan,14203544000,4,2007
2007-06-01,1301,Taiwan,16288016000,5,2007
2007-07-01,1301,Taiwan,16076364000,6,2007
2007-08-01,1301,Taiwan,16267965000,7,2007
2007-09-01,1301,Taiwan,16522761000,8,2007
2007-10-01,1301,Taiwan,15418769000,9,2007
2007-11-01,1301,Taiwan,16084059000,10,2007
2007-12-01,1301,Taiwan,16335172000,11,2007
2008-01-01,1301,Taiwan,16952465000,12,2007
2008-02-01,1301,Taiwan,17494169000,1,2008
2008-03-01,1301,Taiwan,15923263000,2,2008
2008-04-01,1301,Taiwan,16279141000,3,2008
2008-05-01,1301,Taiwan,16987306000,4,2008
2008-06-01,1301,Taiwan,19388600000,5,2008
2008-07-01,1301,Taiwan,19040408000,6,2008
2008-08-01,1301,Taiwan,19636546000,7,2008
2008-09-01,1301,Taiwan,15078882000,8,2008
2008-10-01,1301,Taiwan,13449198000,9,2008
2008-11-01,1301,Taiwan,10722631000,10,2008
2008-12-01,1301,Taiwan,8365883000,11,2008
2009-01-01,1301,Taiwan,9676165000,12,2008
2009-02-01,1301,Taiwan,8797943000,1,2009
2009-03-01,1301,Taiwan,11120034000,2,2009
2009-04-01,1301,Taiwan,11508499000,3,2009
2009-05-01,1301,Taiwan,13015405000,4,2009
2009-06-01,1301,Taiwan,12157041000,5,2009
2009-07-01,1301,Taiwan,14607858000,6,2009
2009-08-01,1301,Taiwan,14729856000,7,2009
2009-09-01,1301,Taiwan,14174165000,8,2009
2009-10-01,1301,Taiwan,12675982000,9,2009
2009-11-01,1301,Taiwan,14136766000,10,2009
2009-12-01,1301,Taiwan,14461411000,11,2009
2010-01-01,1301,Taiwan,15584656000,12,2009
2010-02-01,1301,Taiwan,15990313000,1,2010
2010-03-01,1301,Taiwan,13298987000,2,2010
2010-04-01,1301,Taiwan,16925878000,3,2010
2010-05-01,1301,Taiwan,18372712000,4,2010
2010-06-01,1301,Taiwan,16918837000,5,2010
2010-07-01,1301,Taiwan,15070890000,6,2010
2010-08-01,1301,Taiwan,16086655000,7,2010
2010-09-01,1301,Taiwan,17978721000,8,2010
2010-10-01,1301,Taiwan,15551056000,9,2010
2010-11-01,1301,Taiwan,15194584000,10,2010
2010-12-01,1301,Taiwan,16540521000,11,2010
2011-01-01,1301,Taiwan,16516832000,12,2010
2011-02-01,1301,Taiwan,17417871000,1,2011
2011-03-01,1301,Taiwan,14625606000,2,2011
