date,stock_id,country,revenue,revenue_month,revenue_year
2011-08-01,1338,Taiwan,420633000,7,2011
2011-09-01,1338,Taiwan,419257000,8,2011
2011-10-01,1338,Taiwan,476186000,9,2011
2011-11-01,1338,Taiwan,441163000,10,2011
2011-12-01,1338,Taiwan,486394000,11,2011
2012-01-01,1338,Taiwan,421628000,12,2011
2012-02-01,1338,Taiwan,337748000,1,2012
2012-03-01,1338,Taiwan,459545000,2,2012
2012-04-01,1338,Taiwan,498891000,3,2012
2012-05-01,1338,Taiwan,391270000,4,2012
2012-06-01,1338,Taiwan,487460000,5,2012
2012-07-01,1338,Taiwan,524153000,6,2012
2012-08-01,1338,Taiwan,458899000,7,2012
2012-09-01,1338,Taiwan,440350000,8,2012
2012-10-01,1338,Taiwan,458451000,9,2012
2012-11-01,1338,Taiwan,309138000,10,2012
2012-12-01,1338,Taiwan,339846000,11,2012
2013-01-01,1338,Taiwan,407266000,12,2012
2013-02-01,1338,Taiwan,518294000,1,2013
2013-03-01,1338,Taiwan,349511000,2,2013
2013-04-01,1338,Taiwan,561534000,3,2013
2013-05-01,1338,Taiwan,536151000,4,2013
2013-06-01,1338,Taiwan,536793000,5,2013
2013-07-01,1338,Taiwan,571858000,6,2013
2013-08-01,1338,Taiwan,602312000,7,2013
2013-09-01,1338,Taiwan,632663000,8,2013
2013-10-01,1338,Taiwan,703081000,9,2013
2013-11-01,1338,Taiwan,670675000,10,2013
2013-12-01,1338,Taiwan,791330000,11,2013
2014-01-01,1338,Taiwan,804644000,12,2013
2014-02-01,1338,Taiwan,643050000,1,2014
2014-03-01,1338,Taiwan,514944000,2,2014
2014-04-01,1338,Taiwan,770746000,3,2014
2014-05-01,1338,Taiwan,721280000,4,2014
2014-06-01,1338,Taiwan,710539000,5,2014
2014-07-01,1338,Taiwan,742613000,6,2014
2014-08-01,1338,Taiwan,692764000,7,2014
2014-09-01,1338,Taiwan,617929000,8,2014
2014-10-01,1338,Taiwan,676825000,9,2014
2014-11-01,1338,Taiwan,721631000,10,2014
2014-12-01,1338,Taiwan,769224000,11,2014
2015-01-01,1338,Taiwan,798820000,12,2014
2015-02-01,1338,Taiwan,758406000,1,2015
2015-03-01,1338,Taiwan,436872000,2,2015
2015-04-01,1338,Taiwan,720124000,3,2015
2015-05-01,1338,Taiwan,685335000,4,2015
2015-06-01,1338,Taiwan,684270000,5,2015
2015-07-01,1338,Taiwan,656798000,6,2015
2015-08-01,1338,Taiwan,649051000,7,2015
2015-09-01,1338,Taiwan,654984000,8,2015
2015-10-01,1338,Taiwan,700108000,9,2015
2015-11-01,1338,Taiwan,716906000,10,2015
2015-12-01,1338,Taiwan,761202000,11,2015
2016-01-01,1338,Taiwan,815649000,12,2015
2016-02-01,1338,Taiwan,708002000,1,2016
2016-03-01,1338,Taiwan,477653000,2,2016
2016-04-01,1338,Taiwan,697448000,3,2016
2016-05-01,1338,Taiwan,588553000,4,2016
2016-06-01,1338,Taiwan,576019000,5,2016
2016-07-01,1338,Taiwan,632870000,6,2016
2016-08-01,1338,Taiwan,588321000,7,2016
2016-09-01,1338,Taiwan,581716000,8,2016
2016-10-01,1338,Taiwan,694999000,9,2016
2016-11-01,1338,Taiwan,607908000,10,2016
2016-12-01,1338,Taiwan,717614000,11,2016
2017-01-01,1338,Taiwan,773726000,12,2016
2017-02-01,1338,Taiwan,583600000,1,2017
2017-03-01,1338,Taiwan,530112000,2,2017
2017-04-01,1338,Taiwan,709069000,3,2017
2017-05-01,1338,Taiwan,571373000,4,2017
2017-06-01,1338,Taiwan,629496000,5,2017
2017-07-01,1338,Taiwan,689515000,6,2017
2017-08-01,1338,Taiwan,651879000,7,2017
2017-09-01,1338,Taiwan,679076000,8,2017
2017-10-01,1338,Taiwan,696520000,9,2017
2017-11-01,1338,Taiwan,708815000,10,2017
2017-12-01,1338,Taiwan,772875000,11,2017
2018-01-01,1338,Taiwan,746441000,12,2017
2018-02-01,1338,Taiwan,748276000,1,2018
2018-03-01,1338,Taiwan,513613000,2,2018
2018-04-01,1338,Taiwan,714436000,3,2018
2018-05-01,1338,Taiwan,663925000,4,2018
2018-06-01,1338,Taiwan,694413000,5,2018
2018-07-01,1338,Taiwan,672697000,6,2018
2018-08-01,1338,Taiwan,661210000,7,2018
2018-09-01,1338,Taiwan,678324000,8,2018
2018-10-01,1338,Taiwan,680923000,9,2018
2018-11-01,1338,Taiwan,709096000,10,2018
2018-12-01,1338,Taiwan,807588000,11,2018
2019-01-01,1338,Taiwan,579598000,12,2018
2019-12-01,1338,Taiwan,703700000,11,2019
2020-01-01,1338,Taiwan,741239000,12,2019
2020-02-01,1338,Taiwan,473528000,1,2020
2020-03-01,1338,Taiwan,215315000,2,2020
2020-04-01,1338,Taiwan,376790000,3,2020
2020-05-01,1338,Taiwan,378914000,4,2020
2020-06-01,1338,Taiwan,399029000,5,2020
2020-07-01,1338,Taiwan,543095000,6,2020
2020-08-01,1338,Taiwan,578873000,7,2020
2020-09-01,1338,Taiwan,511085000,8,2020
2020-10-01,1338,Taiwan,661004000,9,2020
2020-11-01,1338,Taiwan,636462000,10,2020
2020-12-01,1338,Taiwan,677998000,11,2020
2021-01-01,1338,Taiwan,724559000,12,2020
2021-02-01,1338,Taiwan,647553000,1,2021
2021-03-01,1338,Taiwan,418733000,2,2021
