date,stock_id,country,revenue,revenue_month,revenue_year
2002-02-01,1423,Taiwan,237772000,1,2002
2002-03-01,1423,Taiwan,195659000,2,2002
2002-04-01,1423,Taiwan,248879000,3,2002
2002-05-01,1423,Taiwan,221622000,4,2002
2002-06-01,1423,Taiwan,235330000,5,2002
2002-07-01,1423,Taiwan,210552000,6,2002
2002-08-01,1423,Taiwan,182786000,7,2002
2002-09-01,1423,Taiwan,167323000,8,2002
2002-10-01,1423,Taiwan,158119000,9,2002
2002-11-01,1423,Taiwan,237962000,10,2002
2002-12-01,1423,Taiwan,200558000,11,2002
2003-01-01,1423,Taiwan,243517000,12,2002
2003-02-01,1423,Taiwan,228450000,1,2003
2003-03-01,1423,Taiwan,229155000,2,2003
2003-04-01,1423,Taiwan,199103000,3,2003
2003-05-01,1423,Taiwan,209986000,4,2003
2003-06-01,1423,Taiwan,131171000,5,2003
2003-07-01,1423,Taiwan,164396000,6,2003
2003-08-01,1423,Taiwan,193067000,7,2003
2003-09-01,1423,Taiwan,140085000,8,2003
2003-10-01,1423,Taiwan,162173000,9,2003
2003-11-01,1423,Taiwan,185076000,10,2003
2003-12-01,1423,Taiwan,184685000,11,2003
2004-01-01,1423,Taiwan,195355000,12,2003
2004-02-01,1423,Taiwan,148366000,1,2004
2004-03-01,1423,Taiwan,200827000,2,2004
2004-04-01,1423,Taiwan,256936000,3,2004
2004-05-01,1423,Taiwan,244130000,4,2004
2004-06-01,1423,Taiwan,254036000,5,2004
2004-07-01,1423,Taiwan,302393000,6,2004
2004-08-01,1423,Taiwan,269143000,7,2004
2004-09-01,1423,Taiwan,179045000,8,2004
2004-10-01,1423,Taiwan,179455000,9,2004
2004-11-01,1423,Taiwan,168625000,10,2004
2004-12-01,1423,Taiwan,201110000,11,2004
2005-01-01,1423,Taiwan,160022000,12,2004
2005-02-01,1423,Taiwan,185200000,1,2005
2005-03-01,1423,Taiwan,130146000,2,2005
2005-04-01,1423,Taiwan,167872000,3,2005
2005-05-01,1423,Taiwan,235282000,4,2005
2005-06-01,1423,Taiwan,196454000,5,2005
2005-07-01,1423,Taiwan,214153000,6,2005
2005-08-01,1423,Taiwan,192795000,7,2005
2005-09-01,1423,Taiwan,172845000,8,2005
2005-10-01,1423,Taiwan,160566000,9,2005
2005-11-01,1423,Taiwan,143950000,10,2005
2005-12-01,1423,Taiwan,155594000,11,2005
2006-01-01,1423,Taiwan,109506000,12,2005
2006-02-01,1423,Taiwan,138328000,1,2006
2006-03-01,1423,Taiwan,144437000,2,2006
2006-04-01,1423,Taiwan,211809000,3,2006
2006-05-01,1423,Taiwan,206666000,4,2006
2006-06-01,1423,Taiwan,183908000,5,2006
2006-07-01,1423,Taiwan,218134000,6,2006
2006-08-01,1423,Taiwan,179907000,7,2006
2006-09-01,1423,Taiwan,172136000,8,2006
2006-10-01,1423,Taiwan,157569000,9,2006
2006-11-01,1423,Taiwan,104072000,10,2006
2006-12-01,1423,Taiwan,167111000,11,2006
2007-01-01,1423,Taiwan,219313000,12,2006
2007-02-01,1423,Taiwan,232570000,1,2007
2007-03-01,1423,Taiwan,108880000,2,2007
2007-04-01,1423,Taiwan,268089000,3,2007
2007-05-01,1423,Taiwan,203400000,4,2007
2007-06-01,1423,Taiwan,202030000,5,2007
