date,stock_id,country,revenue,revenue_month,revenue_year
2002-02-01,1326,Taiwan,5607971000,1,2002
2002-03-01,1326,Taiwan,5206815000,2,2002
2002-04-01,1326,Taiwan,6728969000,3,2002
2002-05-01,1326,Taiwan,6973122000,4,2002
2002-06-01,1326,Taiwan,7114610000,5,2002
2002-07-01,1326,Taiwan,6652430000,6,2002
2002-08-01,1326,Taiwan,7612527000,7,2002
2002-09-01,1326,Taiwan,8350317000,8,2002
2002-10-01,1326,Taiwan,8259115000,9,2002
2002-11-01,1326,Taiwan,7917157000,10,2002
2002-12-01,1326,Taiwan,8109894000,11,2002
2003-01-01,1326,Taiwan,8340122000,12,2002
2003-02-01,1326,Taiwan,8797047000,1,2003
2003-03-01,1326,Taiwan,8768835000,2,2003
2003-04-01,1326,Taiwan,8402081000,3,2003
2003-05-01,1326,Taiwan,7450855000,4,2003
2003-06-01,1326,Taiwan,7580072000,5,2003
2003-07-01,1326,Taiwan,9452082000,6,2003
2003-08-01,1326,Taiwan,9667965000,7,2003
2003-09-01,1326,Taiwan,9860210000,8,2003
2003-10-01,1326,Taiwan,9006589000,9,2003
2003-11-01,1326,Taiwan,9065581000,10,2003
2003-12-01,1326,Taiwan,9004720000,11,2003
2004-01-01,1326,Taiwan,9365334000,12,2003
2004-02-01,1326,Taiwan,9798110000,1,2004
2004-03-01,1326,Taiwan,9694733000,2,2004
2004-04-01,1326,Taiwan,10752826000,3,2004
2004-05-01,1326,Taiwan,10875507000,4,2004
2004-06-01,1326,Taiwan,11271028000,5,2004
2004-07-01,1326,Taiwan,12428424000,6,2004
2004-08-01,1326,Taiwan,12280127000,7,2004
2004-09-01,1326,Taiwan,14158331000,8,2004
2004-10-01,1326,Taiwan,14671665000,9,2004
2004-11-01,1326,Taiwan,14320708000,10,2004
2004-12-01,1326,Taiwan,12954540000,11,2004
2005-01-01,1326,Taiwan,13100258000,12,2004
2005-02-01,1326,Taiwan,14000837000,1,2005
2005-03-01,1326,Taiwan,12892265000,2,2005
2005-04-01,1326,Taiwan,13411900000,3,2005
2005-05-01,1326,Taiwan,12677312000,4,2005
2005-06-01,1326,Taiwan,12398134000,5,2005
2005-07-01,1326,Taiwan,13379353000,6,2005
2005-08-01,1326,Taiwan,12787710000,7,2005
2005-09-01,1326,Taiwan,13733822000,8,2005
2005-10-01,1326,Taiwan,13836171000,9,2005
2005-11-01,1326,Taiwan,13023434000,10,2005
2005-12-01,1326,Taiwan,13108776000,11,2005
2006-01-01,1326,Taiwan,14533005000,12,2005
2006-02-01,1326,Taiwan,13734997000,1,2006
