date,stock_id,country,revenue,revenue_month,revenue_year
2002-02-01,1216,Taiwan,2755998000,1,2002
2002-03-01,1216,Taiwan,2230599000,2,2002
2002-04-01,1216,Taiwan,2753598000,3,2002
2002-05-01,1216,Taiwan,2851078000,4,2002
2002-06-01,1216,Taiwan,3041900000,5,2002
2002-07-01,1216,Taiwan,2954347000,6,2002
2002-08-01,1216,Taiwan,3216960000,7,2002
2002-09-01,1216,Taiwan,3454915000,8,2002
2002-10-01,1216,Taiwan,2881920000,9,2002
2002-11-01,1216,Taiwan,3010330000,10,2002
2002-12-01,1216,Taiwan,2925461000,11,2002
2003-01-01,1216,Taiwan,2831448000,12,2002
2003-02-01,1216,Taiwan,3232147000,1,2003
2003-03-01,1216,Taiwan,2383747000,2,2003
2003-04-01,1216,Taiwan,2947048000,3,2003
2003-05-01,1216,Taiwan,3237704000,4,2003
2003-06-01,1216,Taiwan,3195116000,5,2003
2003-07-01,1216,Taiwan,3109756000,6,2003
2003-08-01,1216,Taiwan,3522761000,7,2003
2003-09-01,1216,Taiwan,3523519000,8,2003
2003-10-01,1216,Taiwan,3281964000,9,2003
2003-11-01,1216,Taiwan,3395330000,10,2003
2003-12-01,1216,Taiwan,3026295000,11,2003
2004-01-01,1216,Taiwan,3110494000,12,2003
2004-02-01,1216,Taiwan,3326421000,1,2004
2004-03-01,1216,Taiwan,3058033000,2,2004
2004-04-01,1216,Taiwan,3618508000,3,2004
2004-05-01,1216,Taiwan,3451900000,4,2004
2004-06-01,1216,Taiwan,3304928000,5,2004
2004-07-01,1216,Taiwan,3305295000,6,2004
2004-08-01,1216,Taiwan,4047663000,7,2004
2004-09-01,1216,Taiwan,4093219000,8,2004
2004-10-01,1216,Taiwan,3372532000,9,2004
2004-11-01,1216,Taiwan,3325693000,10,2004
2004-12-01,1216,Taiwan,2978221000,11,2004
2005-01-01,1216,Taiwan,3006381000,12,2004
2005-02-01,1216,Taiwan,3194044000,1,2005
2005-03-01,1216,Taiwan,2454186000,2,2005
2005-04-01,1216,Taiwan,3044984000,3,2005
2005-05-01,1216,Taiwan,3052151000,4,2005
2005-06-01,1216,Taiwan,3400487000,5,2005
2005-07-01,1216,Taiwan,3515635000,6,2005
2005-08-01,1216,Taiwan,4004207000,7,2005
2005-09-01,1216,Taiwan,3905839000,8,2005
2005-10-01,1216,Taiwan,3725531000,9,2005
2005-11-01,1216,Taiwan,3473003000,10,2005
2005-12-01,1216,Taiwan,3291727000,11,2005
2006-01-01,1216,Taiwan,3190157000,12,2005
2006-02-01,1216,Taiwan,3510722000,1,2006
2006-03-01,1216,Taiwan,2723322000,2,2006
2006-04-01,1216,Taiwan,3423001000,3,2006
2006-05-01,1216,Taiwan,3400413000,4,2006
2006-06-01,1216,Taiwan,3542715000,5,2006
2006-07-01,1216,Taiwan,3714489000,6,2006
2006-08-01,1216,Taiwan,4298708000,7,2006
2006-09-01,1216,Taiwan,4001242000,8,2006
2006-10-01,1216,Taiwan,3614483000,9,2006
2006-11-01,1216,Taiwan,3702677000,10,2006
2006-12-01,1216,Taiwan,3731118000,11,2006
2007-01-01,1216,Taiwan,3181758000,12,2006
2007-02-01,1216,Taiwan,3842899000,1,2007
2007-03-01,1216,Taiwan,3265046000,2,2007
2007-04-01,1216,Taiwan,3507557000,3,2007
2007-05-01,1216,Taiwan,3574163000,4,2007
2007-06-01,1216,Taiwan,4078617000,5,2007
2007-07-01,1216,Taiwan,3796523000,6,2007
2007-08-01,1216,Taiwan,4219922000,7,2007
2007-09-01,1216,Taiwan,4736418000,8,2007
2007-10-01,1216,Taiwan,4048828000,9,2007
2007-11-01,1216,Taiwan,3893773000,10,2007
2007-12-01,1216,Taiwan,3621940000,11,2007
2008-01-01,1216,Taiwan,3440254000,12,2007
2008-02-01,1216,Taiwan,4603643000,1,2008
2008-03-01,1216,Taiwan,3525378000,2,2008
2008-04-01,1216,Taiwan,4118381000,3,2008
2008-05-01,1216,Taiwan,4202304000,4,2008
2008-06-01,1216,Taiwan,4465692000,5,2008
2008-07-01,1216,Taiwan,4486304000,6,2008
2008-08-01,1216,Taiwan,4966959000,7,2008
