date,stock_id,country,revenue,revenue_month,revenue_year
2002-02-01,1465,Taiwan,168873000,1,2002
2002-03-01,1465,Taiwan,98153000,2,2002
2002-04-01,1465,Taiwan,165563000,3,2002
2002-05-01,1465,Taiwan,132168000,4,2002
2002-06-01,1465,Taiwan,88914000,5,2002
2002-07-01,1465,Taiwan,80183000,6,2002
2002-08-01,1465,Taiwan,92440000,7,2002
2002-09-01,1465,Taiwan,111360000,8,2002
2002-10-01,1465,Taiwan,107688000,9,2002
2002-11-01,1465,Taiwan,121159000,10,2002
2002-12-01,1465,Taiwan,100427000,11,2002
2003-01-01,1465,Taiwan,107953000,12,2002
2003-02-01,1465,Taiwan,116044000,1,2003
2003-03-01,1465,Taiwan,85841000,2,2003
2003-04-01,1465,Taiwan,109757000,3,2003
2003-05-01,1465,Taiwan,98964000,4,2003
2003-06-01,1465,Taiwan,94313000,5,2003
2003-07-01,1465,Taiwan,108762000,6,2003
2003-08-01,1465,Taiwan,129008000,7,2003
2003-09-01,1465,Taiwan,118329000,8,2003
2003-10-01,1465,Taiwan,112341000,9,2003
2003-11-01,1465,Taiwan,129461000,10,2003
2003-12-01,1465,Taiwan,121789000,11,2003
2004-01-01,1465,Taiwan,91466000,12,2003
2004-02-01,1465,Taiwan,99781000,1,2004
2004-03-01,1465,Taiwan,134864000,2,2004
2004-04-01,1465,Taiwan,109709000,3,2004
2004-05-01,1465,Taiwan,122209000,4,2004
2004-06-01,1465,Taiwan,102122000,5,2004
2004-07-01,1465,Taiwan,116584000,6,2004
2004-08-01,1465,Taiwan,113280000,7,2004
2004-09-01,1465,Taiwan,95095000,8,2004
2004-10-01,1465,Taiwan,128543000,9,2004
2004-11-01,1465,Taiwan,118775000,10,2004
2004-12-01,1465,Taiwan,132083000,11,2004
2005-01-01,1465,Taiwan,119465000,12,2004
2005-02-01,1465,Taiwan,155684000,1,2005
2005-03-01,1465,Taiwan,80690000,2,2005
2005-04-01,1465,Taiwan,99967000,3,2005
2005-05-01,1465,Taiwan,89883000,4,2005
2005-06-01,1465,Taiwan,118217000,5,2005
2005-07-01,1465,Taiwan,152456000,6,2005
2005-08-01,1465,Taiwan,146842000,7,2005
2005-09-01,1465,Taiwan,162907000,8,2005
2005-10-01,1465,Taiwan,135287000,9,2005
2005-11-01,1465,Taiwan,82739000,10,2005
2005-12-01,1465,Taiwan,66274000,11,2005
2006-01-01,1465,Taiwan,121500000,12,2005
2006-02-01,1465,Taiwan,142892000,1,2006
2006-03-01,1465,Taiwan,103845000,2,2006
2006-04-01,1465,Taiwan,143149000,3,2006
2006-05-01,1465,Taiwan,125136000,4,2006
2006-06-01,1465,Taiwan,144140000,5,2006
2006-07-01,1465,Taiwan,134636000,6,2006
2006-08-01,1465,Taiwan,112275000,7,2006
2006-09-01,1465,Taiwan,97191000,8,2006
2006-10-01,1465,Taiwan,134273000,9,2006
2006-11-01,1465,Taiwan,91532000,10,2006
2006-12-01,1465,Taiwan,118740000,11,2006
2007-01-01,1465,Taiwan,126435000,12,2006
2007-02-01,1465,Taiwan,134308000,1,2007
2007-03-01,1465,Taiwan,86138000,2,2007
2007-04-01,1465,Taiwan,99352000,3,2007
2007-05-01,1465,Taiwan,115936000,4,2007
2007-06-01,1465,Taiwan,137761000,5,2007
2007-07-01,1465,Taiwan,138520000,6,2007
2007-08-01,1465,Taiwan,173475000,7,2007
2007-09-01,1465,Taiwan,186129000,8,2007
2007-10-01,1465,Taiwan,150884000,9,2007
2007-11-01,1465,Taiwan,172747000,10,2007
2007-12-01,1465,Taiwan,116854000,11,2007
2008-01-01,1465,Taiwan,123652000,12,2007
2008-02-01,1465,Taiwan,165991000,1,2008
2008-03-01,1465,Taiwan,93976000,2,2008
2008-04-01,1465,Taiwan,110897000,3,2008
2008-05-01,1465,Taiwan,176008000,4,2008
2008-06-01,1465,Taiwan,123096000,5,2008
2008-07-01,1465,Taiwan,90525000,6,2008
2008-08-01,1465,Taiwan,90816000,7,2008
2008-09-01,1465,Taiwan,123184000,8,2008
2008-10-01,1465,Taiwan,167445000,9,2008
2008-11-01,1465,Taiwan,120300000,10,2008
2008-12-01,1465,Taiwan,111274000,11,2008
2009-01-01,1465,Taiwan,106376000,12,2008
2009-02-01,1465,Taiwan,96989000,1,2009
2009-03-01,1465,Taiwan,74493000,2,2009
2009-04-01,1465,Taiwan,122697000,3,2009
2009-05-01,1465,Taiwan,121523000,4,2009
2009-06-01,1465,Taiwan,89443000,5,2009
2009-07-01,1465,Taiwan,123812000,6,2009
2009-08-01,1465,Taiwan,120809000,7,2009
2009-09-01,1465,Taiwan,103099000,8,2009
2009-10-01,1465,Taiwan,125077000,9,2009
2009-11-01,1465,Taiwan,121782000,10,2009
2009-12-01,1465,Taiwan,120232000,11,2009
2010-01-01,1465,Taiwan,96035000,12,2009
2010-02-01,1465,Taiwan,109656000,1,2010
2010-03-01,1465,Taiwan,93333000,2,2010
2010-04-01,1465,Taiwan,121399000,3,2010
2010-05-01,1465,Taiwan,105275000,4,2010
