date,stock_id,type,value,origin_name
2012-03-31,1225,AccountsPayable,360265000.0,應付帳款
2012-03-31,1225,AccountsPayable_per,5.29,應付帳款
2012-03-31,1225,AccountsPayableToRelatedParties,4604000.0,應付帳款－關係人
2012-03-31,1225,AccountsPayableToRelatedParties_per,0.07,應付帳款－關係人
2012-03-31,1225,AccountsReceivableDuefromRelatedPartiesNet,159583000.0,應收帳款－關係人淨額
2012-03-31,1225,AccountsReceivableDuefromRelatedPartiesNet_per,2.34,應收帳款－關係人淨額
2012-03-31,1225,AccountsReceivableNet,1034980000.0,應收帳款淨額
2012-03-31,1225,AccountsReceivableNet_per,15.18,應收帳款淨額
2012-03-31,1225,BondsPayable,0.0,應付公司債
2012-03-31,1225,BondsPayable_per,0.0,應付公司債
2012-03-31,1225,CapitalStock,1819090000.0,股本合計
2012-03-31,1225,CapitalStock_per,26.69,股本合計
2012-03-31,1225,CapitalSurplus,152020000.0,資本公積合計
2012-03-31,1225,CapitalSurplus_per,2.23,資本公積合計
2012-03-31,1225,CashAndCashEquivalents,89689000.0,現金及約當現金
2012-03-31,1225,CashAndCashEquivalents_per,1.32,現金及約當現金
2012-03-31,1225,CurrentAssets,3611450000.0,流動資產合計
2012-03-31,1225,CurrentAssets_per,52.99,流動資產合計
2012-03-31,1225,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,1406000.0,透過損益按公允價值衡量之金融負債－流動
2012-03-31,1225,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss_per,0.02,透過損益按公允價值衡量之金融負債－流動
2012-03-31,1225,CurrentLiabilities,2206610000.0,流動負債合計
2012-03-31,1225,CurrentLiabilities_per,32.37,流動負債合計
2012-03-31,1225,CurrentProvisions,0.0,負債準備－流動
2012-03-31,1225,CurrentProvisions_per,0.0,負債準備－流動
2012-03-31,1225,CurrentTaxLiabilities,7775000.0,當期所得稅負債
2012-03-31,1225,CurrentTaxLiabilities_per,0.11,當期所得稅負債
2012-03-31,1225,DeferredTaxAssets,134691000.0,遞延所得稅資產
2012-03-31,1225,DeferredTaxAssets_per,1.98,遞延所得稅資產
2012-03-31,1225,Equity,2519840000.0,權益總額
2012-03-31,1225,Equity_per,36.97,權益總額
2012-03-31,1225,EquityAttributableToOwnersOfParent,2249410000.0,歸屬於母公司業主之權益合計
2012-03-31,1225,EquityAttributableToOwnersOfParent_per,33.0,歸屬於母公司業主之權益合計
2012-03-31,1225,EquivalentIssueSharesOfAdvanceReceiptsForOrdinaryShare,76.0,預收股款（權益項下）之約當發行股數
2012-03-31,1225,IntangibleAssets,0.0,無形資產
2012-03-31,1225,IntangibleAssets_per,0.0,無形資產
2012-03-31,1225,Inventories,1556980000.0,存貨
2012-03-31,1225,Inventories_per,22.84,存貨
2012-03-31,1225,InvestmentAccountedForUsingEquityMethod,237991000.0,採用權益法之投資淨額
2012-03-31,1225,InvestmentAccountedForUsingEquityMethod_per,3.49,採用權益法之投資淨額
2012-03-31,1225,LegalReserve,25078000.0,法定盈餘公積
2012-03-31,1225,LegalReserve_per,0.37,法定盈餘公積
2012-03-31,1225,Liabilities,4296070000.0,負債總額
2012-03-31,1225,Liabilities_per,63.0,負債總額
2012-03-31,1225,LongtermBorrowings,1882260000.0,長期借款
2012-03-31,1225,LongtermBorrowings_per,27.62,長期借款
2012-03-31,1225,NoncontrollingInterests,270427000.0,非控制權益
2012-03-31,1225,NoncontrollingInterests_per,3.97,非控制權益
2012-03-31,1225,NoncurrentAssets,3204460000.0,非流動資產合計
2012-03-31,1225,NoncurrentAssets_per,47.01,非流動資產合計
2012-03-31,1225,NoncurrentLiabilities,2089460000.0,非流動負債合計
2012-03-31,1225,NoncurrentLiabilities_per,30.66,非流動負債合計
2012-03-31,1225,NumberOfSharesInEntityHeldByEntityAndByItsSubsidiaries,0.0,母公司暨子公司所持有之母公司庫藏股股數
2012-03-31,1225,OrdinaryShare,1819010000.0,普通股股本
2012-03-31,1225,OrdinaryShare_per,26.69,普通股股本
2012-03-31,1225,OtherCurrentAssets,117374000.0,其他流動資產
2012-03-31,1225,OtherCurrentAssets_per,1.72,其他流動資產
2012-03-31,1225,OtherCurrentLiabilities,542069000.0,其他流動負債
2012-03-31,1225,OtherCurrentLiabilities_per,7.95,其他流動負債
2012-03-31,1225,OtherEquityInterest,8379000.0,其他權益合計
2012-03-31,1225,OtherEquityInterest_per,0.12,其他權益合計
2012-03-31,1225,OtherNoncurrentAssets,126636000.0,其他非流動資產
2012-03-31,1225,OtherNoncurrentAssets_per,1.86,其他非流動資產
2012-03-31,1225,OtherNoncurrentLiabilities,111364000.0,其他非流動負債
2012-03-31,1225,OtherNoncurrentLiabilities_per,1.63,其他非流動負債
2012-03-31,1225,OtherPayables,72401000.0,其他應付款
2012-03-31,1225,OtherPayables_per,1.06,其他應付款
2012-03-31,1225,OtherReceivable,6177000.0,其他應收款淨額
2012-03-31,1225,OtherReceivable_per,0.09,其他應收款淨額
2012-03-31,1225,OtherReceivablesDueFromRelatedParties,10000.0,其他應收款－關係人淨額
2012-03-31,1225,OtherReceivablesDueFromRelatedParties_per,0.0,其他應收款－關係人淨額
2012-03-31,1225,PropertyPlantAndEquipment,2695470000.0,不動產、廠房及設備
2012-03-31,1225,PropertyPlantAndEquipment_per,39.55,不動產、廠房及設備
2012-03-31,1225,RetainedEarnings,286685000.0,保留盈餘合計
2012-03-31,1225,RetainedEarnings_per,4.21,保留盈餘合計
2012-03-31,1225,ShorttermBorrowings,1095120000.0,短期借款
2012-03-31,1225,ShorttermBorrowings_per,16.07,短期借款
2012-03-31,1225,TotalAssets,6815910000.0,資產總額
2012-03-31,1225,TotalAssets_per,100.0,資產總額
2012-03-31,1225,UnappropriatedRetainedEarningsAaccumulatedDeficit,61153000.0,未分配盈餘
2012-03-31,1225,UnappropriatedRetainedEarningsAaccumulatedDeficit_per,1.0,未分配盈餘
2012-06-30,1225,AccountsPayable,282188000.0,應付帳款
2012-06-30,1225,AccountsPayable_per,4.2,應付帳款
2012-06-30,1225,AccountsPayableToRelatedParties,1302000.0,應付帳款－關係人
2012-06-30,1225,AccountsPayableToRelatedParties_per,0.02,應付帳款－關係人
2012-06-30,1225,AccountsReceivableDuefromRelatedPartiesNet,148134000.0,應收帳款－關係人淨額
2012-06-30,1225,AccountsReceivableDuefromRelatedPartiesNet_per,2.21,應收帳款－關係人淨額
2012-06-30,1225,AccountsReceivableNet,968084000.0,應收帳款淨額
2012-06-30,1225,AccountsReceivableNet_per,14.41,應收帳款淨額
2012-06-30,1225,BondsPayable,0.0,應付公司債
2012-06-30,1225,BondsPayable_per,0.0,應付公司債
2012-06-30,1225,CapitalStock,1873660000.0,股本合計
2012-06-30,1225,CapitalStock_per,27.89,股本合計
2012-06-30,1225,CapitalSurplus,97450000.0,資本公積合計
2012-06-30,1225,CapitalSurplus_per,1.45,資本公積合計
2012-06-30,1225,CashAndCashEquivalents,138652000.0,現金及約當現金
2012-06-30,1225,CashAndCashEquivalents_per,2.06,現金及約當現金
2012-06-30,1225,CurrentAssets,3546580000.0,流動資產合計
2012-06-30,1225,CurrentAssets_per,52.79,流動資產合計
2012-06-30,1225,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,494000.0,透過損益按公允價值衡量之金融負債－流動
2012-06-30,1225,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss_per,0.01,透過損益按公允價值衡量之金融負債－流動
2012-06-30,1225,CurrentLiabilities,2255800000.0,流動負債合計
2012-06-30,1225,CurrentLiabilities_per,33.58,流動負債合計
