date,stock_id,type,value,origin_name
2012-03-31,1338,AccountsPayable,897183000.0,應付帳款
2012-03-31,1338,AccountsPayable_per,16.63,應付帳款
2012-03-31,1338,AccountsReceivableNet,1472780000.0,應收帳款淨額
2012-03-31,1338,AccountsReceivableNet_per,27.29,應收帳款淨額
2012-03-31,1338,CapitalStock,630000000.0,股本合計
2012-03-31,1338,CapitalStock_per,11.67,股本合計
2012-03-31,1338,CapitalSurplus,1628570000.0,資本公積合計
2012-03-31,1338,CapitalSurplus_per,30.18,資本公積合計
2012-03-31,1338,CapitalSurplusAdditionalPaidInCapital,1628570000.0,資本公積－發行溢價
2012-03-31,1338,CapitalSurplusAdditionalPaidInCapital_per,30.18,資本公積－發行溢價
2012-03-31,1338,CashAndCashEquivalents,1017910000.0,現金及約當現金
2012-03-31,1338,CashAndCashEquivalents_per,18.86,現金及約當現金
2012-03-31,1338,CurrentAssets,3240910000.0,流動資產合計
2012-03-31,1338,CurrentAssets_per,60.06,流動資產合計
2012-03-31,1338,CurrentLiabilities,1646690000.0,流動負債合計
2012-03-31,1338,CurrentLiabilities_per,30.51,流動負債合計
2012-03-31,1338,CurrentTaxLiabilities,118077000.0,當期所得稅負債
2012-03-31,1338,CurrentTaxLiabilities_per,2.19,當期所得稅負債
2012-03-31,1338,Equity,3496200000.0,權益總額
2012-03-31,1338,Equity_per,64.79,權益總額
2012-03-31,1338,EquityAttributableToOwnersOfParent,3471980000.0,歸屬於母公司業主之權益合計
2012-03-31,1338,EquityAttributableToOwnersOfParent_per,64.34,歸屬於母公司業主之權益合計
2012-03-31,1338,EquivalentIssueSharesOfAdvanceReceiptsForOrdinaryShare,0.0,預收股款（權益項下）之約當發行股數
2012-03-31,1338,Inventories,420625000.0,存貨
2012-03-31,1338,Inventories_per,7.79,存貨
2012-03-31,1338,InvestmentAccountedForUsingEquityMethod,31092000.0,採用權益法之投資淨額
2012-03-31,1338,InvestmentAccountedForUsingEquityMethod_per,0.58,採用權益法之投資淨額
2012-03-31,1338,LegalReserve,50889000.0,法定盈餘公積
2012-03-31,1338,LegalReserve_per,0.94,法定盈餘公積
2012-03-31,1338,Liabilities,1900350000.0,負債總額
2012-03-31,1338,Liabilities_per,35.0,負債總額
2012-03-31,1338,LongtermBorrowings,253661000.0,長期借款
2012-03-31,1338,LongtermBorrowings_per,4.7,長期借款
2012-03-31,1338,NoncontrollingInterests,24213000.0,非控制權益
2012-03-31,1338,NoncontrollingInterests_per,0.45,非控制權益
2012-03-31,1338,NoncurrentAssets,2155640000.0,非流動資產合計
2012-03-31,1338,NoncurrentAssets_per,39.94,非流動資產合計
2012-03-31,1338,NoncurrentLiabilities,253661000.0,非流動負債合計
2012-03-31,1338,NoncurrentLiabilities_per,4.7,非流動負債合計
