date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-08-25,1310,93年,0.6,0.0,2005-08-18,323731.0,3237310.0,1.0,0.00060606,0.4,0.0,2005-08-18,,2158207.0,0.0,0.0,0.0,0.0,0.0,2005-08-02,10:21:00
2007-09-11,1310,95年,0.4000000059604645,0.0,2007-09-05,224400.0,2244000.0,1.0,0.0004040400090161711,0.4000000059604645,0.0,2007-09-05,,2244000.0,0.0,0.0,0.0,0.0,0.0,2007-08-20,09:37:31
2008-09-22,1310,96年,0.30000001192092896,0.0,2008-09-16,175100.0,1751000.0,1.0,0.00030303001403808594,0.30000001192092896,0.0,2008-09-16,,1751000.0,0.0,0.0,0.0,0.0,0.0,2008-08-29,15:10:56
2010-09-24,1310,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2010-09-16,,5659030.0,0.0,0.0,0.0,0.0,0.0,2010-09-01,17:36:43
2014-09-02,1310,102年,0.5,0.0,2014-08-27,0.0,0.0,0.0,0.0,0.5,0.0,2014-08-27,2014-10-03,5209670.0,0.0,0.0,0.0,13024200.0,0.0,2014-08-12,10:10:15
2016-08-13,1310,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2016-08-05,2016-09-07,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-22,09:58:36
2017-07-07,1310,105年,0.0,0.0,,0.0,0.0,0.0,0.0,2.200000047683716,0.0,2017-06-29,2017-07-21,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-13,17:50:54
2018-07-30,1310,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.600000023841858,0.0,2018-07-24,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-06,17:28:08
2019-09-01,1310,107年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2019-08-26,2019-09-27,0.0,0.0,0.0,0.0,0.0,527869764.0,2019-08-13,09:07:03
2020-07-25,1310,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2020-07-17,2020-08-14,0.0,0.0,0.0,0.0,0.0,526829764.0,2020-07-01,15:16:34
