date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2009-09-22,1203,97年,0.5,0.0,2009-09-16,0.0,0.0,0.0,0.0,0.5,0.0,2009-09-16,,4500080.0,0.0,0.0,0.0,11250200.0,0.0,2009-08-31,18:52:28
2010-09-21,1203,98年,0.9231690168380737,0.0,2010-09-15,0.0,0.0,0.0,0.0,0.5768309831619263,0.0,2010-09-15,,7087630.0,0.0,0.0,0.0,17719100.0,0.0,2010-09-01,17:34:57
2011-09-21,1203,99年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2011-09-15,,2580640.0,0.0,0.0,0.0,6451610.0,0.0,2011-08-31,16:25:51
2012-09-19,1203,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2012-09-13,,2580640.0,0.0,0.0,0.0,6451610.0,0.0,2012-08-30,09:39:01
2013-09-06,1203,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2013-08-29,,1548390.0,0.0,0.0,0.0,3870970.0,0.0,2013-08-14,12:05:30
2014-09-07,1203,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2014-09-01,2014-10-03,5161290.0,0.0,0.0,0.0,12903200.0,0.0,2014-08-14,14:25:37
2015-09-07,1203,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2015-09-01,2015-10-08,5161290.0,0.0,0.0,0.0,12903200.0,0.0,2015-08-14,14:28:13
2016-09-07,1203,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2016-09-01,2016-10-06,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-15,17:47:01
2017-09-05,1203,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2017-08-30,2017-10-05,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-14,15:22:36
2018-09-05,1203,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2999999523162842,0.0,2018-08-30,2018-10-04,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-14,17:42:44
2019-09-10,1203,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2019-09-04,2019-10-04,0.0,0.0,0.0,0.0,0.0,240000000.0,2019-08-13,16:48:49
2020-09-09,1203,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2020-09-03,2020-10-07,0.0,0.0,0.0,0.0,0.0,240000000.0,2020-08-12,17:34:21
