date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-06-20,1229,93年,0.0,0.0,,0.0,0.0,0.0,0.0,0.60138948,0.0,2005-06-14,,3000000.0,0.0,0.0,0.0,8000000.0,0.0,2005-05-30,17:15:45
2006-08-19,1229,94年,0.199973002076149,0.0,2006-08-11,0.0,0.0,0.0,0.0,0.599918007850647,0.0,2006-08-11,,7536900.0,0.0,0.0,0.0,8000000.0,0.0,2006-07-28,09:46:46
2007-08-17,1229,95年,0.39993900060653687,0.0,2007-08-09,858860.0,8588600.0,3.059999942779541,0.0012611800339072943,0.5999090075492859,0.0,2007-08-09,,12882900.0,0.0,0.0,0.0,8000000.0,0.0,2007-07-25,15:21:29
2008-08-17,1229,96年,0.49983200430870056,0.0,2008-08-11,1300000.0,13000000.0,3.359999895095825,0.0017372899455949664,0.6997640132904053,0.0,2008-08-11,,0.0,0.0,0.0,0.0,8000000.0,0.0,2008-07-25,17:36:33
2009-08-15,1229,97年,0.3499999940395355,0.0,2009-08-07,0.0,0.0,0.0,0.0,0.25,0.0,2009-08-07,,3648260.0,0.0,0.0,0.0,6000000.0,0.0,2009-07-24,14:59:00
2010-07-05,1229,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2010-06-29,,23456400.0,0.0,0.0,0.0,8000000.0,0.0,2010-06-09,17:21:49
2011-08-08,1229,99年,0.29991599917411804,0.0,2011-08-02,0.0,0.0,0.0,0.0,1.1996599435806274,0.0,2011-08-02,,35737400.0,0.0,0.0,0.0,8000000.0,0.0,2011-07-18,10:57:01
2012-08-06,1229,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.9999939799308777,0.0,2012-07-31,,27520800.0,0.0,0.0,0.0,8000000.0,0.0,2012-07-13,14:38:32
2013-08-10,1229,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.9992309808731079,0.0,2013-08-02,,28370900.0,0.0,0.0,0.0,8000000.0,0.0,2013-07-18,17:19:39
2014-08-13,1229,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.9997109770774841,0.0,2014-08-07,2014-09-03,24017200.0,0.0,0.0,0.0,8000000.0,0.0,2014-07-22,09:32:48
2015-08-31,1229,103年,0.4000000059604645,0.0,2015-08-25,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2015-08-25,2015-09-23,15469800.0,0.0,0.0,0.0,8100000.0,0.0,2015-08-07,17:21:48
2016-09-04,1229,104年,0.25,0.0,2016-08-29,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2016-08-29,2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-12,14:03:52
2017-09-02,1229,105年,0.5,0.0,2017-08-25,0.0,0.0,0.0,0.0,1.600000023841858,0.0,2017-08-25,2017-09-22,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-10,10:34:08
2018-09-02,1229,106年,1.0,0.0,2018-08-27,0.0,0.0,0.0,0.0,1.7999999523162842,0.0,2018-08-27,2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-10,17:48:15
2019-09-04,1229,107年,0.5,0.0,2019-08-29,0.0,0.0,0.0,0.0,1.600000023841858,0.0,2019-08-29,2019-09-26,0.0,0.0,0.0,0.0,0.0,1052133182.0,2019-08-14,10:55:42
2020-08-18,1229,108年,1.6,0.0,2020-08-12,0.0,0.0,0.0,0.0,1.6,0.0,2020-08-12,2020-09-09,0.0,0.0,0.0,0.0,0.0,1104739841.0,2020-07-28,11:42:04
2021-04-28,1229,107年及109年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7,0.0,2021-04-22,2021-05-20,0.0,0.0,0.0,0.0,0.0,1281498215.0,2021-04-01,09:32:27
