date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2010-10-20,1457,99年,0.0,0.0,2010-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,50000000.0,17.77,10.0,0.0,0.0,2010-10-07,11:29:43
2011-07-04,1457,100年,0.0,0.0,2011-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,50000000.0,13.63,9.0,4328810.0,0.0,2011-06-21,16:32:08
2011-10-04,1457,99年,0.2675670087337494,0.0,2011-09-28,0.0,0.0,0.0,0.0,0.16722899675369263,0.0,2011-09-28,,2885870.0,0.0,0.0,0.0,4328810.0,0.0,2011-09-09,17:57:25
2014-07-12,1457,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.09858129918575287,0.0,2014-07-04,,4273470.0,0.0,0.0,0.0,4273470.0,0.0,2014-06-19,16:34:37
2014-09-30,1457,102年,0.39432498812675476,0.0,2014-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,4273470.0,0.0,2014-09-05,18:05:31
2015-07-15,1457,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2015-07-09,2015-07-31,2613240.0,0.0,0.0,0.0,2613240.0,0.0,2015-06-24,14:27:03
2016-07-17,1457,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2016-07-11,2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-24,11:25:58
2017-07-21,1457,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2017-07-13,2017-08-03,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-28,17:32:20
2018-07-11,1457,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.699999988079071,0.0,2018-07-05,2018-07-20,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-19,16:18:57
2019-07-02,1457,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.699999988079071,0.0,2019-06-26,2019-07-25,0.0,0.0,0.0,0.0,0.0,301647640.0,2019-06-10,14:38:03
2019-09-02,1457,108年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2019-08-27,2019-09-20,0.0,0.0,0.0,0.0,0.0,301647640.0,2019-08-12,18:06:38
2020-04-17,1457,108年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2020-04-09,2020-05-05,0.0,0.0,0.0,0.0,0.0,301647640.0,2020-03-19,18:41:22
2020-09-01,1457,109年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2020-08-26,2020-09-17,0.0,0.0,0.0,0.0,0.0,301647640.0,2020-08-11,16:22:54
2021-05-05,1457,109年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2021-04-28,2021-05-25,0.0,0.0,0.0,0.0,0.0,301647640.0,2021-03-25,18:07:37
