date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2008-09-22,1464,96年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20466400682926178,0.0,2008-09-16,,1451120.0,0.0,0.0,0.0,1088340.0,0.0,2008-08-29,11:54:54
2010-07-12,1464,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2010-07-06,,1349240.0,0.0,0.0,0.0,1011930.0,0.0,2010-06-21,15:43:26
2011-08-02,1464,99年,0.0,0.0,,0.0,0.0,0.0,0.0,0.15000000596046448,0.0,2011-07-27,,1011930.0,0.0,0.0,0.0,758947.0,0.0,2011-07-08,17:58:00
2011-09-21,1464,100年,0.0,0.0,2011-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,70590000.0,36.0,10.0,758947.0,0.0,2011-09-07,15:56:00
2012-07-26,1464,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20124000310897827,0.0,2012-07-19,,1918970.0,0.0,0.0,0.0,1439230.0,0.0,2012-07-10,18:08:26
2013-09-02,1464,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2013-08-27,,1865770.0,0.0,0.0,0.0,1399330.0,0.0,2013-08-12,16:05:51
2015-08-11,1464,103年,0.48698699474334717,0.0,2015-08-05,0.0,0.0,0.0,0.0,0.9739739894866943,0.0,2015-08-05,2015-08-28,13993300.0,0.0,0.0,0.0,10495000.0,0.0,2015-07-21,15:08:20
2016-03-07,1464,105年,0.0,0.0,2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,30000000.0,9.29,28.0,0.0,0.0,2016-02-22,17:09:23
2016-07-25,1464,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.784440040588379,0.3965429961681366,2016-07-19,2016-08-17,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-01,17:55:24
2017-06-21,1464,106年,0.0,0.0,2017-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,43000000.0,11.61,25.5,0.0,0.0,2017-06-08,17:18:39
2017-09-11,1464,105年,0.4329549968242645,0.0,2017-09-05,0.0,0.0,0.0,0.0,0.4329549968242645,1.5,2017-09-05,2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-21,16:27:16
2018-08-17,1464,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.2000000476837158,2018-08-09,2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-09,16:30:27
2019-07-15,1464,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.550000011920929,0.949999988079071,2019-07-09,2019-07-31,0.0,0.0,0.0,0.0,0.0,334565652.0,2019-06-24,17:51:56
2019-08-11,1464,　　　年度及　　年第　　季/不適用,0.0,0.0,2019-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,50000000.0,11.21,0.0,0.0,334565652.0,2019-07-19,18:36:22
2020-07-17,1464,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.05,0.45,2020-07-09,2020-07-31,0.0,0.0,0.0,0.0,0.0,384565652.0,2020-06-22,16:44:29
