date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-08-30,1308,93年,0.6,0.0,2005-08-24,0.0,0.0,0.0,0.0,0.6,0.0,2005-08-24,,4599296.0,0.0,0.0,0.0,0.0,0.0,2005-08-09,09:46:05
2006-07-25,1308,94年,0.0,0.0,,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2006-07-19,,0.0,0.0,0.0,0.0,0.0,0.0,2006-07-04,10:54:04
2007-07-25,1308,95年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2007-07-19,,3312040.0,0.0,0.0,0.0,0.0,0.0,2007-07-03,15:30:11
2008-07-28,1308,96年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2008-07-22,,7069430.0,0.0,0.0,0.0,0.0,0.0,2008-07-07,16:01:18
2009-07-31,1308,97年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2009-07-23,,3027220.0,0.0,0.0,0.0,0.0,0.0,2009-07-08,11:10:46
2010-08-18,1308,98年,2.0,0.0,2010-08-12,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2010-08-12,,8866000.0,0.0,0.0,0.0,0.0,0.0,2010-07-27,15:38:43
2011-08-15,1308,99年,2.5,0.0,2011-08-09,0.0,0.0,0.0,0.0,1.5,0.0,2011-08-09,,13076000.0,0.0,0.0,0.0,0.0,0.0,2011-07-26,11:51:01
2012-08-15,1308,100年,2.0,0.0,2012-08-09,0.0,0.0,0.0,0.0,1.0,0.0,2012-08-09,,14578000.0,0.0,0.0,0.0,0.0,0.0,2012-07-26,14:39:14
2013-08-05,1308,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-30,,5565000.0,0.0,0.0,0.0,0.0,0.0,2013-07-15,16:30:42
2014-07-29,1308,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2014-07-23,2014-08-22,4832000.0,0.0,0.0,0.0,0.0,0.0,2014-07-04,16:47:54
2015-08-07,1308,103年,0.5,0.0,2015-07-30,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2015-07-30,2015-08-28,4500000.0,0.0,0.0,0.0,0.0,0.0,2015-07-12,07:08:47
2016-08-25,1308,104年,0.20000000298023224,0.0,2016-08-18,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2016-08-18,2016-09-10,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-03,17:24:00
2017-08-04,1308,105年,0.30000001192092896,0.0,2017-07-27,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2017-07-27,2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-04,17:22:45
2018-08-03,1308,106年,0.699999988079071,0.0,2018-07-26,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2018-07-26,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-09,18:02:43
2019-08-02,1308,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2019-07-25,2019-08-23,0.0,0.0,0.0,0.0,0.0,554382745.0,2019-07-09,17:31:08
2020-07-29,1308,108年,0.5,0.0,2020-07-23,0.0,0.0,0.0,0.0,0.6,0.0,2020-07-23,2020-08-28,0.0,0.0,0.0,0.0,0.0,554382745.0,2020-07-08,15:59:13
