date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2011-09-09,1339,99年,0.550000011920929,0.0,2011-09-01,0.0,0.0,0.0,0.0,0.949999988079071,0.0,2011-09-01,,833822.0,0.0,0.0,0.0,833822.0,0.0,2011-08-18,15:11:42
2012-09-16,1339,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2012-09-10,,3083750.0,0.0,0.0,0.0,2312810.0,0.0,2012-08-24,16:42:28
2013-09-10,1339,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2013-09-04,,3033480.0,0.0,0.0,0.0,2275110.0,0.0,2013-08-13,09:17:29
2014-07-27,1339,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2014-07-21,2014-08-29,3950770.0,0.0,0.0,0.0,2963080.0,0.0,2014-07-07,09:19:57
2015-09-21,1339,103年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2015-09-15,2015-09-25,5423970.0,0.0,0.0,0.0,4067980.0,0.0,2015-08-21,10:56:04
2016-08-30,1339,104年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2016-08-24,2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-09,11:58:07
2017-09-06,1339,105年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2017-08-31,2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-14,10:56:25
2018-09-06,1339,106年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2018-08-30,2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-13,10:42:27
2019-09-02,1339,107年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2019-08-27,2019-09-12,0.0,0.0,0.0,0.0,0.0,74123875.0,2019-08-12,17:40:15
2020-09-01,1339,108年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2020-08-26,2020-09-30,0.0,0.0,0.0,0.0,0.0,74123875.0,2020-08-12,14:00:39
