date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2008-09-01,1454,96年,0.0,0.30000001192092896,2008-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,,248817.0,0.0,0.0,0.0,373226.0,0.0,2008-08-11,11:26:15
2009-07-22,1454,97年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2009-07-16,,330862.0,0.0,0.0,0.0,496292.0,0.0,2009-07-01,09:30:16
2011-09-21,1454,99年,0.0,0.5,2011-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,,171194.0,0.0,0.0,0.0,256790.0,0.0,2011-08-29,12:03:28
2012-07-18,1454,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2012-07-12,,2984890.0,0.0,0.0,0.0,4477330.0,0.0,2012-06-21,13:24:30
2013-07-28,1454,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2013-07-22,,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-05,10:47:58
2014-09-03,1454,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,2014-08-28,2014-09-30,659425.0,0.0,0.0,0.0,989137.0,0.0,2014-08-12,17:34:28
2015-08-30,1454,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,2015-08-24,2015-09-25,1233780.0,0.0,0.0,0.0,1850660.0,0.0,2015-08-05,15:04:38
2016-07-24,1454,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2016-07-18,2016-08-18,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-29,14:20:12
2017-07-10,1454,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2017-07-04,2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-16,15:13:31
2018-08-26,1454,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2018-08-20,2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-02,11:49:06
2019-07-22,1454,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.10000000149011612,0.10000000149011612,2019-07-16,2019-08-16,0.0,0.0,0.0,0.0,0.0,134309848.0,2019-06-28,16:18:33
2020-08-29,1454,108年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2586209,0.0,2020-08-21,2020-09-22,0.0,0.0,0.0,0.0,0.0,129833848.0,2020-08-05,16:47:02
