date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-06-26,1307,93年,0.0,0.0,,0.0,0.0,0.0,0.0,0.7,0.0,2005-06-20,,9248762.0,0.0,0.0,0.0,5549257.0,0.0,2005-06-13,11:07:02
2006-06-26,1307,94年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2006-06-20,,15673900.0,0.0,0.0,0.0,9404310.0,0.0,2006-06-06,16:33:31
2007-06-28,1307,95年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2007-06-22,,19717900.0,0.0,0.0,0.0,11830800.0,0.0,2007-06-06,09:26:34
2008-07-11,1307,96年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2008-07-03,,23172400.0,0.0,0.0,0.0,13906400.0,0.0,2008-06-19,17:15:14
2008-08-16,1307,96年,0.5,0.0,2008-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,,23172400.0,0.0,0.0,0.0,13906400.0,0.0,2008-07-25,09:23:12
2009-08-11,1307,97年,1.2999999523162842,0.0,2009-08-05,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2009-08-05,,33072900.0,0.0,0.0,0.0,19843700.0,0.0,2009-07-21,08:16:49
2010-07-10,1307,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2010-07-02,,39897000.0,0.0,0.0,0.0,23938200.0,0.0,2010-06-17,18:25:02
2010-08-21,1307,98年,0.5,0.0,2010-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,23938200.0,0.0,2010-07-30,17:27:02
2011-07-12,1307,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2011-07-06,,32152600.0,0.0,0.0,0.0,19291500.0,0.0,2011-06-17,16:44:08
2011-08-03,1307,99年,1.0,0.0,2011-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,,32152600.0,0.0,0.0,0.0,19291500.0,0.0,2011-07-14,10:38:29
2012-07-11,1307,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2012-07-05,,30296300.0,0.0,0.0,0.0,18177800.0,0.0,2012-06-18,15:08:41
2012-07-31,1307,100年,0.30000001192092896,0.0,2012-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,,30296300.0,0.0,0.0,0.0,18177800.0,0.0,2012-07-11,16:32:35
2013-09-07,1307,101年,0.30000001192092896,0.0,2013-08-30,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2013-08-30,,31832800.0,0.0,0.0,0.0,19099700.0,0.0,2013-08-14,14:39:33
2014-08-06,1307,102年,0.30000001192092896,0.0,2014-07-31,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2014-07-31,2014-08-25,35947300.0,0.0,0.0,0.0,21568400.0,0.0,2014-07-16,09:15:36
2015-07-29,1307,103年,0.30000001192092896,0.0,2015-07-23,0.0,0.0,0.0,0.0,1.600000023841858,0.0,2015-07-23,2015-08-21,43639200.0,0.0,0.0,0.0,26183500.0,0.0,2015-07-08,17:16:33
2016-08-05,1307,104年,0.30000001192092896,0.0,2016-07-28,0.0,0.0,0.0,0.0,1.7000000476837158,0.0,2016-07-28,2016-08-25,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-13,14:28:44
2017-07-02,1307,105年,0.0,0.0,,0.0,0.0,0.0,0.0,2.200000047683716,0.0,2017-06-26,2017-07-21,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-09,17:42:14
2018-07-16,1307,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7000000476837158,0.0,2018-07-10,2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-22,17:10:32
2019-07-09,1307,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2019-07-03,2019-08-07,0.0,0.0,0.0,0.0,0.0,397818126.0,2019-06-18,17:44:00
2020-09-02,1307,108年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,0.0,2020-08-27,2020-09-23,0.0,0.0,0.0,0.0,0.0,397818126.0,2020-08-12,16:07:37
