date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2006-07-04,1219,94年,0.0,0.0,,0.0,0.0,0.0,0.0,0.15000000596046448,0.0,2006-06-28,,434409.0,0.0,0.0,0.0,2172040.0,0.0,2006-06-13,09:30:12
2007-07-04,1219,95年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2199999988079071,0.0,2007-06-28,,623298.0,0.0,0.0,0.0,3116490.0,0.0,2007-06-12,16:48:39
2008-08-04,1219,96年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2008-07-29,,1523290.0,0.0,0.0,0.0,7616460.0,0.0,2008-07-11,14:10:44
2008-08-31,1219,96年,0.20000000298023224,0.10000000149011612,2008-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,7616460.0,0.0,2008-08-11,09:13:51
2010-07-10,1219,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3199999928474426,0.0,2010-07-02,,2237720.0,0.0,0.0,0.0,11188600.0,0.0,2010-06-17,17:23:16
2010-08-10,1219,98年,0.3499999940395355,0.0,2010-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,,2237720.0,0.0,0.0,0.0,11188600.0,0.0,2010-07-16,17:10:41
2011-08-16,1219,99年,0.30000001192092896,0.0,2011-08-10,0.0,0.0,0.0,0.0,0.44999998807907104,0.0,2011-08-10,,2044140.0,0.0,0.0,0.0,10220700.0,0.0,2011-07-26,16:49:08
2012-08-05,1219,100年,0.5,0.0,2012-07-30,0.0,0.0,0.0,0.0,0.5,0.0,2012-07-30,,4964270.0,0.0,0.0,0.0,12410700.0,0.0,2012-07-13,11:37:16
2013-07-10,1219,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,2013-07-04,,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-19,16:24:36
2013-08-01,1219,101年,0.20000000298023224,0.0,2013-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-09,15:59:31
2014-07-30,1219,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.15000000596046448,0.0,2014-07-24,2014-08-13,264343.0,0.0,0.0,0.0,1321720.0,0.0,2014-07-09,17:47:42
2015-07-28,1219,103年,0.18000000715255737,0.0,2015-07-22,0.0,0.0,0.0,0.0,0.18000000715255737,0.0,2015-07-22,2015-08-13,1201070.0,0.0,0.0,0.0,6005350.0,0.0,2015-07-07,14:13:40
2016-07-19,1219,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,2016-07-13,2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-27,17:27:16
2017-07-28,1219,105年,0.10000000149011612,0.0,2017-07-20,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2017-07-20,2017-08-22,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-05,09:39:06
2018-07-24,1219,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2018-07-18,2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-03,10:29:25
2019-07-24,1219,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,2019-07-18,2019-08-07,0.0,0.0,0.0,0.0,0.0,322013887.0,2019-07-04,15:18:47
2020-07-14,1219,108年,0.0,0.0,,0.0,0.0,0.0,0.0,0.40045266,0.0,2020-07-08,2020-07-29,0.0,0.0,0.0,0.0,0.0,321649887.0,2020-06-19,17:13:44
