date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-24,1452,93年,0.0,0.2,2005-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2005-07-05,17:30:42
2006-08-13,1452,94年,0.0,0.20000000298023224,2006-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2006-07-19,15:41:49
2007-07-11,1452,95年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2007-07-05,,1749430.0,0.0,0.0,0.0,874717.0,0.0,2007-06-23,14:35:12
2008-07-07,1452,96年,0.0,0.0,,0.0,0.0,0.0,0.0,0.44999998807907104,0.0,2008-07-01,,2624150.0,0.0,0.0,0.0,1312080.0,0.0,2008-06-17,10:35:26
2009-08-23,1452,97年,0.0,0.20000000298023224,2009-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2009-07-30,11:33:53
2010-07-11,1452,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2010-07-05,,2713610.0,0.0,0.0,0.0,1356810.0,0.0,2010-06-17,09:33:09
2011-07-23,1452,99年,0.4000000059604645,0.0,2011-07-15,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2011-07-15,,6512670.0,0.0,0.0,0.0,3256340.0,0.0,2011-06-28,18:21:16
2012-07-15,1452,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2012-07-09,,2822160.0,0.0,0.0,0.0,1411080.0,0.0,2012-06-21,17:02:05
2013-07-22,1452,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2013-07-16,,2822160.0,0.0,0.0,0.0,1411080.0,0.0,2013-06-28,09:14:03
2014-07-01,1452,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2014-06-25,,4515450.0,0.0,0.0,0.0,2257730.0,0.0,2014-06-06,17:39:45
2015-07-16,1452,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2015-07-09,2015-08-06,5644320.0,0.0,0.0,0.0,2822160.0,0.0,2015-06-24,09:54:20
2016-07-21,1452,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7999999523162842,0.0,2016-07-14,2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-21,14:32:29
2017-07-09,1452,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2017-07-03,2017-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-16,17:53:10
2018-07-15,1452,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2018-07-09,2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-22,16:25:29
2019-07-07,1452,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2019-07-01,2019-08-02,0.0,0.0,0.0,0.0,0.0,132641400.0,2019-06-12,18:14:15
2020-07-12,1452,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2,0.0,2020-07-06,2020-08-07,0.0,0.0,0.0,0.0,0.0,132641400.0,2020-06-12,16:24:13
