date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-22,1234,93年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,2005-07-14,,1116309.0,0.0,0.0,0.0,3348926.0,0.0,2005-06-30,16:25:54
2006-07-18,1234,94年,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,2006-07-12,,1395390.0,0.0,0.0,0.0,0.0,0.0,2006-06-27,14:37:26
2007-07-27,1234,95年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2007-07-19,,1116310.0,0.0,0.0,0.0,3348930.0,0.0,2007-07-06,12:38:34
2008-07-29,1234,96年,0.0,0.0,,0.0,0.0,0.0,0.0,0.27000001072883606,0.0,2008-07-23,,1507020.0,0.0,0.0,0.0,4521050.0,0.0,2008-07-08,19:24:51
2009-07-21,1234,97年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2009-07-15,,1674460.0,0.0,0.0,0.0,5023390.0,0.0,2009-06-30,20:26:49
2010-07-25,1234,98年,0.0,0.0,,0.0,0.0,0.0,0.0,0.44999998807907104,0.0,2010-07-19,,2511690.0,0.0,0.0,0.0,7535080.0,0.0,2010-07-02,14:03:53
2011-07-29,1234,99年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2011-07-21,,2790770.0,0.0,0.0,0.0,8372310.0,0.0,2011-07-06,17:32:09
2012-07-27,1234,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2012-07-19,,3348930.0,0.0,0.0,0.0,10046800.0,0.0,2012-07-05,15:06:44
2013-08-09,1234,101年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2013-08-01,,13953900.0,0.0,0.0,0.0,41861600.0,0.0,2013-07-18,09:37:06
2014-08-04,1234,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2014-07-29,2014-08-15,8372320.0,0.0,0.0,0.0,25116900.0,0.0,2014-07-14,17:11:29
2015-08-04,1234,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2015-07-29,2015-08-20,5023390.0,0.0,0.0,0.0,15070200.0,0.0,2015-07-14,17:37:55
2016-08-03,1234,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2016-07-28,2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-13,14:47:54
2017-07-31,1234,105年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2017-07-25,2017-08-17,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-10,17:00:30
2018-07-31,1234,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2018-07-25,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-10,16:01:38
2019-07-31,1234,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.600000023841858,0.0,2019-07-25,2019-08-21,0.0,0.0,0.0,0.0,0.0,401871094.0,2019-07-11,10:27:43
2020-07-24,1234,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7,0.0,2020-07-16,2020-08-10,0.0,0.0,0.0,0.0,0.0,401871094.0,2020-07-01,17:14:15
