date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-21,1236,93年,0.5,0.0,2005-07-14,0.0,0.0,0.0,0.0,1.0,0.0,2005-07-14,,2309057.0,0.0,0.0,0.0,5772642.0,0.0,2005-06-29,09:35:11
2006-07-28,1236,94年,0.0,0.0,2006-07-20,0.0,0.0,0.0,0.0,1.0,0.0,2006-07-20,,0.0,0.0,0.0,0.0,0.0,0.0,2006-07-05,15:36:55
2007-07-27,1236,95年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2007-07-19,,2072490.0,0.0,0.0,0.0,1036240.0,0.0,2007-07-04,11:18:38
2008-07-21,1236,96年,0.5,0.0,2008-07-15,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2008-07-15,,4490400.0,0.0,0.0,0.0,2245200.0,0.0,2008-06-30,09:57:51
2009-07-27,1236,97年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2009-07-21,,3626860.0,0.0,0.0,0.0,1813430.0,0.0,2009-07-06,10:09:09
2010-07-21,1236,98年,0.800000011920929,0.0,2010-07-15,0.0,0.0,0.0,0.0,1.0,0.0,2010-07-15,,6528350.0,0.0,0.0,0.0,3264170.0,0.0,2010-06-29,17:50:18
2011-07-21,1236,99年,0.699999988079071,0.0,2011-07-14,0.0,0.0,0.0,0.0,0.699999988079071,0.0,2011-07-14,,5483810.0,0.0,0.0,0.0,2741910.0,0.0,2011-06-28,11:21:15
2012-07-23,1236,100年,1.0,0.0,2012-07-17,0.0,0.0,0.0,0.0,0.5,0.0,2012-07-17,,6286800.0,0.0,0.0,0.0,3143400.0,0.0,2012-06-28,17:42:13
2013-07-22,1236,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.699999988079071,0.0,2013-07-16,,3227220.0,0.0,0.0,0.0,1613610.0,0.0,2013-06-21,10:39:22
2014-07-22,1236,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2999999523162842,0.0,2014-07-16,,5993420.0,0.0,0.0,0.0,2996710.0,0.0,2014-06-17,10:49:44
2015-07-22,1236,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2999999523162842,0.0,2015-07-16,2015-08-13,5993420.0,0.0,0.0,0.0,2996710.0,0.0,2015-06-04,14:22:58
2016-07-24,1236,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.699999988079071,0.0,2016-07-18,2016-08-15,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-01,16:39:22
2017-07-16,1236,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2017-07-10,2017-08-14,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-23,14:08:30
2018-07-15,1236,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,2018-07-09,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-21,15:35:28
2019-07-23,1236,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,2019-07-17,2019-08-20,0.0,0.0,0.0,0.0,0.0,108342510.0,2019-07-02,17:07:06
2020-07-20,1236,108年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,2020-07-14,2020-08-14,0.0,0.0,0.0,0.0,0.0,108342510.0,2020-06-24,14:26:51
