date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-06-28,1301,93年,0.9,0.0,2005-06-22,0.0,0.0,0.0,0.0,3.6,0.0,2005-06-22,,145148936.0,0.0,0.0,0.0,36287234.0,0.0,2005-06-09,15:27:05
2006-07-11,1301,94年,0.30000001192092896,0.0,2006-07-05,0.0,0.0,0.0,0.0,4.099999904632568,0.0,2006-07-05,,122157000.0,0.0,0.0,0.0,35358000.0,0.0,2006-06-21,09:27:26
2007-07-09,1301,96年,0.0,0.0,,0.0,0.0,0.0,0.0,4.400000095367432,0.0,2007-07-03,,147827008.0,0.0,0.0,0.0,34507100.0,0.0,2007-06-20,09:52:26
2008-07-14,1301,97年,0.0,0.0,,0.0,0.0,0.0,0.0,6.699999809265137,0.0,2008-07-08,,135220992.0,0.0,0.0,0.0,35717000.0,0.0,2008-06-20,17:51:24
2009-07-14,1301,97年,0.699999988079071,0.0,2009-07-08,0.0,0.0,0.0,0.0,1.7999999523162842,0.0,2009-07-08,,75896096.0,0.0,0.0,0.0,33055200.0,0.0,2009-06-23,18:10:32
2010-07-23,1301,99年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2010-07-15,,79391200.0,0.0,0.0,0.0,0.0,0.0,2010-06-29,16:59:56
2011-07-17,1301,100年,0.0,0.0,,0.0,0.0,0.0,0.0,6.800000190734863,0.0,2011-07-11,,111899000.0,0.0,0.0,0.0,0.0,0.0,2011-06-24,11:53:32
2012-07-15,1301,101年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2012-07-09,,72842800.0,0.0,0.0,0.0,0.0,0.0,2012-06-20,16:54:20
2013-07-23,1301,101年,0.4000000059604645,0.0,2013-07-17,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2013-07-17,,13153000.0,0.0,0.0,0.0,0.0,0.0,2013-07-02,14:19:51
2014-07-11,1301,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.899999976158142,0.0,2014-07-03,,30000200.0,0.0,0.0,0.0,0.0,0.0,2014-06-19,11:09:30
2015-07-21,1301,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7000000476837158,0.0,2015-07-15,2015-08-12,26686300.0,0.0,0.0,0.0,0.0,0.0,2015-07-01,11:00:55
2016-07-19,1301,104年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5999999046325684,0.0,2016-07-13,2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-23,11:05:39
2017-07-18,1301,105年,0.0,0.0,,0.0,0.0,0.0,0.0,4.599999904632568,0.0,2017-07-12,2017-08-09,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-21,16:56:49
2018-07-17,1301,106年,0.0,0.0,,0.0,0.0,0.0,0.0,5.699999809265137,0.0,2018-07-11,2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-27,10:02:43
2019-07-08,1301,107年,0.0,0.0,,0.0,0.0,0.0,0.0,5.800000190734863,0.0,2019-07-02,2019-08-02,0.0,0.0,0.0,0.0,0.0,6365740781.0,2019-06-18,09:19:42
2020-07-08,1301,108年,0.0,0.0,,0.0,0.0,0.0,0.0,4.4,0.0,2020-07-02,2020-07-31,0.0,0.0,0.0,0.0,0.0,6365740781.0,2020-06-15,16:16:05
