date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-09-04,1210,93年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30575184,0.0,2005-08-29,,7000000.0,0.0,0.0,0.0,6000000.0,0.0,2005-08-15,10:35:06
2006-08-08,1210,94年,0.0,0.0,,0.0,0.0,0.0,0.0,1.088539958000183,0.0,2006-08-02,,9000000.0,0.0,0.0,0.0,8000000.0,0.0,2006-07-17,15:30:34
2007-09-02,1210,95年,0.4970009922981262,0.0,2007-08-27,0.0,0.0,0.0,0.0,0.9940009713172913,0.0,2007-08-27,,9000000.0,0.0,0.0,0.0,8000000.0,0.0,2007-08-14,10:36:38
2008-08-22,1210,97年,0.49334999918937683,0.0,2008-08-14,0.0,0.0,0.0,0.0,1.480049967765808,0.0,2008-08-14,,15000000.0,0.0,0.0,0.0,15000000.0,0.0,2008-07-30,09:56:12
2009-08-18,1210,98年,0.5,0.0,2009-08-12,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2009-08-12,,15000000.0,0.0,0.0,0.0,15000000.0,0.0,2009-07-29,08:43:10
2010-08-16,1210,98年,0.5,0.0,2010-08-10,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2010-08-10,,15000000.0,0.0,0.0,0.0,15000000.0,0.0,2010-07-26,15:15:56
2011-08-27,1210,99年,0.49465200304985046,0.0,2011-08-19,0.0,0.0,0.0,0.0,1.1871700286865234,0.0,2011-08-19,,15000000.0,0.0,0.0,0.0,15000000.0,0.0,2011-08-04,17:48:19
2012-09-07,1210,100年,0.49533700942993164,0.0,2012-08-30,0.0,0.0,0.0,0.0,1.1888099908828735,0.0,2012-08-30,,15000000.0,0.0,0.0,0.0,15000000.0,0.0,2012-08-15,14:19:54
2013-09-04,1210,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2013-08-29,,15000000.0,0.0,0.0,0.0,15000000.0,0.0,2013-08-14,10:07:36
2014-09-03,1210,102年,3.0,0.0,2014-08-28,0.0,0.0,0.0,0.0,1.0,0.0,2014-08-28,2014-09-26,15000000.0,0.0,0.0,0.0,15000000.0,0.0,2014-08-12,17:20:19
2015-09-02,1210,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2015-08-27,2015-09-25,15000000.0,0.0,0.0,0.0,15000000.0,0.0,2015-08-12,17:27:14
2016-09-03,1210,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.699999988079071,0.0,2016-08-26,2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-11,10:53:00
2017-09-04,1210,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2017-08-29,2017-09-29,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-11,16:56:43
2018-09-11,1210,106年,0.699999988079071,0.0,2018-09-05,0.0,0.0,0.0,0.0,2.0,0.0,2018-09-05,2018-10-02,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-21,17:43:15
2019-09-02,1210,107年,0.5,0.0,2019-08-27,0.0,0.0,0.0,0.0,1.5,0.0,2019-08-27,2019-10-01,0.0,0.0,0.0,0.0,0.0,787941987.0,2019-08-08,17:13:41
2020-09-05,1210,108年,0.0,0.0,,0.0,0.0,0.0,0.0,2.2,0.0,2020-08-28,2020-09-25,0.0,0.0,0.0,0.0,0.0,827339086.0,2020-08-13,14:10:08
