date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-06,1451,93年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2005-06-30,,12200000.0,0.0,0.0,0.0,10400000.0,0.0,2005-06-14,17:50:20
2006-08-30,1451,94年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2006-08-24,,9200000.0,0.0,0.0,0.0,10400000.0,0.0,2006-08-08,14:07:50
2007-07-18,1451,95年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7000000476837158,0.0,2007-07-12,,10400000.0,0.0,0.0,0.0,9100000.0,0.0,2007-06-26,16:23:38
2008-06-17,1451,96年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2008-06-11,,9200000.0,0.0,0.0,0.0,9100000.0,0.0,2008-05-28,09:37:22
2009-07-07,1451,97年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2009-07-01,,3100000.0,0.0,0.0,0.0,9100000.0,0.0,2009-06-18,12:00:46
2010-07-10,1451,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2010-07-02,,10700000.0,0.0,0.0,0.0,9100000.0,0.0,2010-06-17,18:26:38
2011-07-07,1451,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.25,0.0,2011-06-30,,8500000.0,0.0,0.0,0.0,9100000.0,0.0,2011-06-15,19:04:02
2012-07-09,1451,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2012-07-03,,5000000.0,0.0,0.0,0.0,9100000.0,0.0,2012-06-18,11:55:47
2013-07-08,1451,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2999999523162842,0.0,2013-07-02,,6000000.0,0.0,0.0,0.0,6554170.0,0.0,2013-06-14,09:31:14
2014-07-09,1451,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2014-07-03,,8500000.0,0.0,0.0,0.0,6825000.0,0.0,2014-06-17,17:34:05
2015-07-08,1451,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7999999523162842,0.0,2015-07-02,2015-07-29,7500000.0,0.0,0.0,0.0,6825000.0,0.0,2015-06-16,11:44:55
2016-07-05,1451,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2016-06-29,2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-14,11:01:25
2017-07-05,1451,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2017-06-29,2017-07-27,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-14,11:04:21
2018-07-04,1451,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2018-06-28,2018-07-26,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-12,17:39:24
2019-07-10,1451,107年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2019-07-04,2019-07-31,0.0,0.0,0.0,0.0,0.0,198000000.0,2019-06-19,15:44:49
