date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-08-10,1313,93年,0.40089891,0.0,2005-08-04,0.0,0.0,0.0,0.0,0.40089891,0.0,2005-08-04,,4000000.0,0.0,0.0,0.0,8000000.0,0.0,2005-07-20,15:37:10
2006-08-14,1313,94年,0.20299500226974487,0.0,2006-08-08,0.0,0.0,0.0,0.0,0.40598899126052856,0.0,2006-08-08,,3000000.0,0.0,0.0,0.0,6000000.0,0.0,2006-07-24,15:08:37
2007-08-17,1313,95年,0.5999770164489746,0.0,2007-08-09,3300000.0,33000000.0,7.369999885559082,0.004420170094817877,0.5999770164489746,0.0,2007-08-09,,0.0,0.0,0.0,0.0,8000000.0,0.0,2007-07-26,10:39:57
2008-08-09,1313,96年,0.4000000059604645,0.0,2008-08-01,2800000.0,28000000.0,8.880000114440918,0.0035530400928109884,1.0,0.0,2008-08-01,,0.0,0.0,0.0,0.0,8000000.0,0.0,2008-07-17,09:33:53
2009-08-08,1313,97年,0.0,0.0,,0.0,0.0,0.0,0.0,0.19686399400234222,0.0,2009-07-31,,222000.0,0.0,0.0,0.0,0.0,0.0,2009-07-15,08:38:45
2010-08-11,1313,98年,0.1998710036277771,0.0,2010-08-05,0.0,0.0,0.0,0.0,0.7994840145111084,0.0,2010-08-05,,20000000.0,0.0,0.0,0.0,8000000.0,0.0,2010-07-21,14:45:18
2011-08-06,1313,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.9826500415802002,0.0,2011-07-29,,29000000.0,0.0,0.0,0.0,12000000.0,0.0,2011-07-14,15:59:45
2012-08-18,1313,100年,0.49912700057029724,0.0,2012-08-10,0.0,0.0,0.0,0.0,0.49912700057029724,0.0,2012-08-10,,20000000.0,0.0,0.0,0.0,8000000.0,0.0,2012-07-27,09:45:30
2013-09-03,1313,101年,0.19971199333667755,0.0,2013-08-28,0.0,0.0,0.0,0.0,0.7988470196723938,0.0,2013-08-28,,21000000.0,0.0,0.0,0.0,9000000.0,0.0,2013-08-13,18:18:07
2014-09-01,1313,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3995009958744049,0.0,2014-08-26,2014-09-19,10000000.0,0.0,0.0,0.0,5000000.0,0.0,2014-08-11,10:20:40
2015-09-01,1313,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2007399946451187,0.0,2015-08-26,2015-09-23,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-11,15:13:50
2016-08-08,1313,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2017650008201599,0.0,2016-08-02,2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-15,10:43:30
2017-08-30,1313,105年,0.25,0.0,2017-08-24,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2017-08-24,2017-09-20,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-09,17:36:00
2018-07-22,1313,106年,0.800000011920929,0.0,2018-07-16,0.0,0.0,0.0,0.0,1.0,0.0,2018-07-16,2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-29,12:00:11
2019-07-22,1313,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.19845399260520935,0.0,2019-07-16,2019-08-09,0.0,0.0,0.0,0.0,0.0,1293832629.0,2019-07-01,14:14:52
2019-09-01,1313,107年,0.2976810038089752,0.0,2019-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1293832629.0,2019-08-08,16:15:30
2020-04-07,1313,108年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,2020-03-31,2020-04-29,0.0,0.0,0.0,0.0,0.0,1332347607.0,2020-03-16,16:29:08
2021-04-16,1313,109年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2021-04-08,2021-05-07,0.0,0.0,0.0,0.0,0.0,1292347607.0,2021-03-22,16:59:50
