date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-11,1233,93年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2005-07-05,,3471843.0,0.0,0.0,0.0,3471843.0,0.0,2005-06-15,10:50:32
2006-07-12,1233,94年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2006-07-06,,3471840.0,0.0,0.0,0.0,3471840.0,0.0,2006-06-19,16:29:53
2007-07-29,1233,95年,0.0,0.30000001192092896,2007-07-23,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2007-07-23,,2777470.0,0.0,0.0,0.0,2777470.0,0.0,2007-07-06,12:38:27
2008-07-10,1233,96年,0.0,0.0,,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2008-07-03,,3337600.0,0.0,0.0,0.0,3337600.0,0.0,2008-06-17,14:31:31
2009-07-09,1233,97年,0.0,0.0,,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2009-07-02,,3337600.0,0.0,0.0,0.0,3337600.0,0.0,2009-06-16,10:04:56
2010-07-09,1233,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.899999976158142,0.0,2010-07-01,,4529600.0,0.0,0.0,0.0,4529600.0,0.0,2010-06-15,18:23:20
2011-07-05,1233,99年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2011-06-29,,4768000.0,0.0,0.0,0.0,4768000.0,0.0,2011-06-13,16:37:59
2012-07-06,1233,100年,0.0,0.0,,0.0,0.0,0.0,0.0,2.299999952316284,0.0,2012-06-28,,5483200.0,0.0,0.0,0.0,5483200.0,0.0,2012-06-12,10:50:55
2013-07-24,1233,101年,0.0,0.0,,0.0,0.0,0.0,0.0,2.299999952316284,0.0,2013-07-18,,5483200.0,0.0,0.0,0.0,5483200.0,0.0,2013-06-25,11:03:49
2014-07-21,1233,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.25,0.05000000074505806,2014-07-15,,5364000.0,0.0,0.0,0.0,5364000.0,0.0,2014-06-17,17:06:09
2015-07-20,1233,103年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0799999237060547,0.019999999552965164,2015-07-14,2015-08-06,4958720.0,0.0,0.0,0.0,4958720.0,0.0,2015-06-22,08:48:09
2016-07-19,1233,104年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2016-07-13,2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-21,17:43:27
2017-07-17,1233,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.10000000149011612,2017-07-11,2017-08-11,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-21,08:53:28
2018-07-16,1233,106年,0.0,0.0,,0.0,0.0,0.0,0.0,2.25,0.0,2018-07-10,2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-14,17:48:30
2019-07-16,1233,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.899999976158142,0.0,2019-07-10,2019-08-09,0.0,0.0,0.0,0.0,0.0,90591948.0,2019-06-18,14:45:54
2020-07-18,1233,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.6,0.0,2020-07-10,2020-08-13,0.0,0.0,0.0,0.0,0.0,90591948.0,2020-06-18,10:57:32
