date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-08-13,1102,93年,0.8,0.0,2005-08-05,0.0,0.0,0.0,0.0,1.2,0.0,2005-08-05,,186742863.0,0.0,0.0,0.0,140057147.0,0.0,2005-07-22,17:11:58
2006-08-15,1102,94年,0.800000011920929,0.0,2006-08-09,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2006-08-09,,201682000.0,0.0,0.0,0.0,151262000.0,0.0,2006-08-01,18:38:40
2007-08-15,1102,95年,0.800000011920929,0.0,2007-08-09,0.0,0.0,0.0,0.0,1.5,0.0,2007-08-09,,250488992.0,0.0,0.0,0.0,187867008.0,0.0,2007-07-26,18:31:41
2008-08-25,1102,96年,0.6000000238418579,0.0,2008-08-19,0.0,0.0,0.0,0.0,2.4000000953674316,0.0,2008-08-19,,352863008.0,0.0,0.0,0.0,264648000.0,0.0,2008-08-05,09:30:08
2009-08-30,1102,97年,0.30000001192092896,0.0,2009-08-24,0.0,0.0,0.0,0.0,1.7999999523162842,0.0,2009-08-24,,261824992.0,0.0,0.0,0.0,196368000.0,0.0,2009-08-06,17:48:03
2010-08-30,1102,98年,0.30000001192092896,0.0,2010-08-24,0.0,0.0,0.0,0.0,1.7999999523162842,0.0,2010-08-24,,269679008.0,0.0,0.0,0.0,202260000.0,0.0,2010-08-06,17:43:56
2011-08-30,1102,99年,0.20000000298023224,0.0,2011-08-24,0.0,0.0,0.0,0.0,1.899999976158142,0.0,2011-08-24,,277769984.0,0.0,0.0,0.0,208327008.0,0.0,2011-08-09,15:51:48
2012-08-27,1102,100年,0.30000001192092896,0.0,2012-08-21,0.0,0.0,0.0,0.0,2.299999952316284,0.0,2012-08-21,,350783008.0,0.0,0.0,0.0,263088000.0,0.0,2012-08-06,17:01:49
2013-09-04,1102,101年,0.20000000298023224,0.0,2013-08-29,0.0,0.0,0.0,0.0,1.7000000476837158,0.0,2013-08-29,,264032000.0,0.0,0.0,0.0,198024000.0,0.0,2013-08-15,14:16:28
2014-09-03,1102,102年,0.20000000298023224,0.0,2014-08-28,0.0,0.0,0.0,0.0,1.7999999523162842,0.0,2014-08-28,2014-09-25,283487008.0,0.0,0.0,0.0,212615008.0,0.0,2014-08-15,17:09:48
2015-09-07,1102,103年,0.0,0.0,,0.0,0.0,0.0,0.0,2.200000047683716,0.0,2015-09-01,2015-09-25,318072000.0,0.0,0.0,0.0,238554000.0,0.0,2015-08-11,17:18:19
2016-09-06,1102,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.100000023841858,0.0,2016-08-31,2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-15,18:03:08
2017-09-05,1102,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,2017-08-30,2017-09-27,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-11,18:12:21
2018-09-05,1102,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2018-08-30,2018-09-28,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-15,10:04:04
2019-07-30,1102,107年,0.0,0.0,,0.0,0.0,0.0,0.0,2.799999952316284,0.0,2019-07-24,2019-08-16,0.0,0.0,0.0,0.0,0.0,3361447198.0,2019-07-09,10:25:07
2020-07-29,1102,108年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2020-07-23,2020-08-18,0.0,0.0,0.0,0.0,0.0,3361447198.0,2020-07-08,11:27:38
