date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-10,1440,93年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,2005-07-04,,9847666.0,0.0,0.0,0.0,14771499.0,0.0,2005-06-15,11:47:35
2007-07-13,1440,95年,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,2007-07-05,,7338430.0,0.0,0.0,0.0,11007600.0,0.0,2007-06-20,16:16:55
2008-07-11,1440,96年,0.0,0.0,,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,2008-07-03,,31649200.0,0.0,0.0,0.0,47473900.0,0.0,2008-06-16,12:38:26
2010-08-12,1440,98年,0.20000000298023224,0.0,2010-08-05,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,2010-08-05,,22864600.0,0.0,0.0,0.0,34297000.0,0.0,2010-07-15,09:49:02
2011-08-12,1440,99年,0.30000001192092896,0.0,2011-08-04,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2011-08-04,,32330900.0,0.0,0.0,0.0,48496400.0,0.0,2011-07-12,10:40:31
2012-07-11,1440,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,2012-07-05,,5404600.0,0.0,0.0,0.0,8106910.0,0.0,2012-06-19,15:54:36
2013-08-09,1440,101年,0.15000000596046448,0.0,2013-08-01,0.0,0.0,0.0,0.0,0.15000000596046448,0.0,2013-08-01,,8446370.0,0.0,0.0,0.0,12669500.0,0.0,2013-07-11,16:12:48
2014-08-09,1440,102年,0.30000001192092896,0.0,2014-08-01,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2014-08-01,2014-09-12,21823100.0,0.0,0.0,0.0,32734700.0,0.0,2014-07-10,11:41:53
2015-08-04,1440,103年,0.10000000149011612,0.0,2015-07-29,0.0,0.0,0.0,0.0,0.17000000178813934,0.0,2015-07-29,2015-09-03,8549900.0,0.0,0.0,0.0,12824900.0,0.0,2015-07-08,09:59:33
2016-08-15,1440,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.44999998807907104,0.0,2016-08-09,2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-22,10:28:17
2017-08-15,1440,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3199999928474426,0.0,2017-08-09,2017-09-08,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-17,09:02:33
2018-08-15,1440,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.36000001430511475,0.0,2018-08-09,2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-05,09:49:08
2019-08-15,1440,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,2019-08-08,2019-09-10,0.0,0.0,0.0,0.0,0.0,1656815857.0,2019-07-16,17:05:15
2020-08-14,1440,108年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,2020-08-06,2020-09-10,0.0,0.0,0.0,0.0,0.0,1656815857.0,2020-07-15,16:32:22
