date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-12,1303,93年,0.0,0.6,2005-07-06,0.0,0.0,0.0,0.0,3.6,0.0,2005-07-06,,133490676.0,0.0,0.0,0.0,35352000.0,0.0,2005-06-21,17:42:33
2006-08-07,1303,94年,0.0,0.30000001192092896,2006-08-01,0.0,0.0,0.0,0.0,3.700000047683716,0.0,2006-08-01,,104256000.0,0.0,0.0,0.0,34420000.0,0.0,2006-07-14,15:42:08
2007-07-17,1303,96年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2007-07-11,,161784000.0,0.0,0.0,0.0,35024000.0,0.0,2007-06-25,12:04:20
2008-07-08,1303,97年,0.0,0.0,,0.0,0.0,0.0,0.0,6.699999809265137,0.0,2008-07-02,,197268992.0,0.0,0.0,0.0,29728000.0,0.0,2008-06-16,10:11:53
2009-07-22,1303,97年,0.30000001192092896,0.0,2009-07-16,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2009-07-16,,26961000.0,0.0,0.0,0.0,26492000.0,0.0,2009-07-01,10:50:04
2010-07-19,1303,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.899999976158142,0.0,2010-07-13,,34375000.0,0.0,0.0,0.0,27232000.0,0.0,2010-06-23,15:58:51
2011-07-19,1303,100年,0.0,0.0,,0.0,0.0,0.0,0.0,4.699999809265137,0.0,2011-07-13,,97945000.0,0.0,0.0,0.0,0.0,0.0,2011-06-28,18:57:44
2012-07-17,1303,101年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0999999046325684,0.0,2012-07-11,,39829900.0,0.0,0.0,0.0,0.0,0.0,2012-06-22,18:13:50
2013-08-13,1303,101年,0.10000000149011612,0.0,2013-08-07,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2013-08-07,,13644000.0,0.0,0.0,0.0,0.0,0.0,2013-07-22,17:42:46
2014-07-15,1303,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.899999976158142,0.0,2014-07-09,,16917000.0,0.0,0.0,0.0,0.0,0.0,2014-06-24,11:35:46
2015-07-17,1303,103年,0.0,0.0,,0.0,0.0,0.0,0.0,2.299999952316284,0.0,2015-07-09,2015-08-05,38442200.0,0.0,0.0,0.0,0.0,0.0,2015-06-25,14:32:56
2016-07-25,1303,104年,0.0,0.0,,0.0,0.0,0.0,0.0,3.299999952316284,0.0,2016-07-19,2016-08-17,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-30,17:48:36
2017-07-24,1303,105年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,2017-07-18,2017-08-11,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-28,16:04:02
2018-07-16,1303,106年,0.0,0.0,,0.0,0.0,0.0,0.0,5.099999904632568,0.0,2018-07-10,2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-25,17:33:17
2019-07-09,1303,107年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2019-07-03,2019-08-06,0.0,0.0,0.0,0.0,0.0,7930821589.0,2019-06-18,16:35:06
2020-07-13,1303,108年,0.0,0.0,,0.0,0.0,0.0,0.0,2.2,0.0,2020-07-07,2020-08-05,0.0,0.0,0.0,0.0,0.0,7930821589.0,2020-06-18,16:35:47
