date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-08-05,1434,93年,0.2,0.0,2005-07-28,0.0,0.0,0.0,0.0,0.8,0.0,2005-07-28,,531253.0,0.0,0.0,0.0,265626.0,0.0,2005-07-11,15:37:48
2006-08-15,1434,94年,0.20000000298023224,0.0,2006-08-09,0.0,0.0,0.0,0.0,1.0,0.0,2006-08-09,,0.0,0.0,0.0,0.0,0.0,0.0,2006-07-24,17:17:39
2007-07-23,1434,96年,0.0,0.0,,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2007-07-17,,7136000.0,0.0,0.0,0.0,3568000.0,0.0,2007-07-03,15:03:08
2008-07-28,1434,97年,0.0,0.0,,0.0,0.0,0.0,0.0,3.200000047683716,0.0,2008-07-22,,32401400.0,0.0,0.0,0.0,16200700.0,0.0,2008-07-04,18:29:15
2009-07-26,1434,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2009-07-20,,16869500.0,0.0,0.0,0.0,8434760.0,0.0,2009-07-03,17:52:39
2010-08-06,1434,99年,0.0,0.0,,0.0,0.0,0.0,0.0,0.800000011920929,0.0,2010-07-29,,0.0,0.0,0.0,0.0,0.0,0.0,2010-07-14,11:15:05
2011-08-03,1434,100年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2011-07-28,,22225700.0,0.0,0.0,0.0,11112800.0,0.0,2011-07-08,15:23:57
2012-08-03,1434,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2012-07-26,,2780230.0,0.0,0.0,0.0,1390120.0,0.0,2012-07-05,17:10:04
2013-08-03,1434,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-26,,5791310.0,0.0,0.0,0.0,2895660.0,0.0,2013-07-10,09:50:23
2014-08-04,1434,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2014-07-29,2014-08-20,2314830.0,0.0,0.0,0.0,1157420.0,0.0,2014-07-10,14:36:30
2015-08-04,1434,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2015-07-29,2015-08-21,8080060.0,0.0,0.0,0.0,4040030.0,0.0,2015-07-07,16:12:16
2016-08-01,1434,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2016-07-26,2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-07,17:52:17
2017-07-30,1434,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2017-07-24,2017-08-23,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-05,18:01:45
2018-07-24,1434,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.899999976158142,0.0,2018-07-18,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-28,17:38:00
2019-07-23,1434,107年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0999999046325684,0.0,2019-07-17,2019-08-20,0.0,0.0,0.0,0.0,0.0,1684664637.0,2019-06-28,16:23:44
2020-07-19,1434,108年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2020-07-13,2020-08-14,0.0,0.0,0.0,0.0,0.0,1684664637.0,2020-06-23,17:23:48
