date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-06-13,1315,93年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,0.0,2005-06-07,,975849.0,0.0,0.0,0.0,975849.0,0.0,2005-05-23,15:05:37
2006-06-30,1315,94年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2006-06-22,,1159090.0,0.0,0.0,0.0,1159090.0,0.0,2006-06-06,11:39:59
2007-07-06,1315,95年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2007-06-28,,1159090.0,0.0,0.0,0.0,1159090.0,0.0,2007-06-12,09:04:23
2008-07-07,1315,96年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2008-07-01,,1333330.0,0.0,0.0,0.0,1333330.0,0.0,2008-06-10,10:25:48
2009-07-17,1315,97年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2009-07-09,,1111110.0,0.0,0.0,0.0,1111110.0,0.0,2009-06-22,15:43:32
2010-07-20,1315,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2010-07-14,,1111110.0,0.0,0.0,0.0,1111110.0,0.0,2010-06-28,09:38:18
2011-07-20,1315,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2011-07-14,,1111110.0,0.0,0.0,0.0,1111110.0,0.0,2011-06-27,09:38:57
2012-07-20,1315,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7000000476837158,0.0,2012-07-12,,1888890.0,0.0,0.0,0.0,1888890.0,0.0,2012-06-18,14:33:49
2013-07-15,1315,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-09,,1111110.0,0.0,0.0,0.0,1111110.0,0.0,2013-06-24,17:07:00
2014-07-22,1315,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2014-07-16,2014-08-13,1111110.0,0.0,0.0,0.0,1111110.0,0.0,2014-07-01,16:47:38
2015-07-14,1315,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.100000023841858,0.0,2015-07-08,2015-08-07,1100000.0,0.0,0.0,0.0,1100000.0,0.0,2015-06-23,17:23:34
2016-07-20,1315,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.100000023841858,0.0,2016-07-14,2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-27,17:43:39
2017-08-01,1315,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.100000023841858,0.0,2017-07-26,2017-08-23,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-11,15:24:14
2018-07-25,1315,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.100000023841858,0.0,2018-07-19,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-21,17:37:00
2019-07-07,1315,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2019-07-01,2019-07-26,0.0,0.0,0.0,0.0,0.0,198000000.0,2019-06-17,14:39:18
2020-06-27,1315,108年,0.0,0.0,,0.0,0.0,0.0,0.0,3.65,0.0,2020-06-19,2020-07-17,0.0,0.0,0.0,0.0,0.0,198000000.0,2020-05-20,17:08:48
2020-12-05,1315,109年前半年度,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2020-11-27,2020-12-25,0.0,0.0,0.0,0.0,0.0,138600000.0,2020-11-12,11:26:02
