date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2008-09-22,1442,97年,0.0,0.0,2008-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,30000000.0,16.81,15.0,0.0,0.0,2008-09-02,18:59:51
2009-09-21,1442,97年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2009-09-15,,2965820.0,0.0,0.0,0.0,2965820.0,0.0,2009-08-31,09:22:36
2010-09-04,1442,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2010-08-27,,2645030.0,0.0,0.0,0.0,2645030.0,0.0,2010-08-11,16:01:44
2011-08-20,1442,99年,0.20000000298023224,0.0,2011-08-12,0.0,0.0,0.0,0.0,1.7999999523162842,0.0,2011-08-12,,3526700.0,0.0,0.0,0.0,3526700.0,0.0,2011-07-29,15:43:26
2011-10-12,1442,100年,0.0,0.0,2011-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,30000000.0,13.62,23.0,3526700.0,0.0,2011-09-29,17:29:45
2012-09-19,1442,100年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2012-09-13,,5261850.0,0.0,0.0,0.0,5261850.0,0.0,2012-08-28,16:37:20
2013-09-16,1442,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.1954200267791748,0.0,2013-09-10,,2527820.0,0.0,0.0,0.0,2527820.0,0.0,2013-08-26,16:39:49
2014-07-26,1442,102年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2014-07-18,2014-08-29,8737600.0,0.0,0.0,0.0,8737600.0,0.0,2014-07-03,17:30:42
2015-08-24,1442,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.8465399742126465,0.0,2015-08-18,2015-09-11,4597220.0,0.0,0.0,0.0,4597220.0,0.0,2015-08-03,15:32:18
2016-09-10,1442,104年,0.9997000098228455,0.0,2016-09-02,0.0,0.0,0.0,0.0,0.9997000098228455,0.0,2016-09-02,2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-18,17:02:09
2017-09-12,1442,105年,0.9937300086021423,0.0,2017-09-06,0.0,0.0,0.0,0.0,0.9937300086021423,0.0,2017-09-06,2017-09-30,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-22,16:52:54
2018-08-20,1442,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7972999811172485,0.0,2018-08-14,2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-30,15:33:43
2019-08-17,1442,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2019-08-09,2019-09-05,0.0,0.0,0.0,0.0,0.0,302117481.0,2019-07-25,15:01:07
2020-08-09,1442,108年,0.0,0.0,,0.0,0.0,0.0,0.0,0.98689712,0.0,2020-08-03,2020-08-31,0.0,0.0,0.0,0.0,0.0,311908690.0,2020-07-17,17:29:25
