date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2011-07-17,1410,99年,0.0,0.0,,0.0,0.0,0.0,0.0,0.1599999964237213,0.0,2011-07-11,,420000.0,0.0,0.0,0.0,140000.0,0.0,2011-06-24,13:59:09
2012-07-16,1410,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,2012-07-10,,2525000.0,0.0,0.0,0.0,875000.0,0.0,2012-06-25,17:14:24
2013-07-15,1410,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2013-07-09,,3135000.0,0.0,0.0,0.0,1015000.0,0.0,2013-06-24,15:29:44
2014-07-20,1410,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,2014-07-14,,3400000.0,0.0,0.0,0.0,1400000.0,0.0,2014-06-27,17:16:34
2015-07-13,1410,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2015-07-07,2015-08-06,3760000.0,0.0,0.0,0.0,1540000.0,0.0,2015-06-22,18:49:54
2016-07-20,1410,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2999999523162842,0.0,2016-07-14,2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-29,16:04:12
2017-07-16,1410,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.4500000476837158,0.0,2017-07-10,2017-08-09,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-26,09:37:31
2018-07-21,1410,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2018-07-13,2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-28,17:34:36
2018-12-17,1410,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2020-06-23,2020-07-17,0.0,0.0,0.0,0.0,0.0,63000000.0,2020-06-08,16:49:02
2019-07-21,1410,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2999999523162842,0.0,2019-07-15,2019-08-09,0.0,0.0,0.0,0.0,0.0,72000000.0,2019-06-28,15:52:12
2020-06-29,1410,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2020-06-23,2020-07-17,0.0,0.0,0.0,0.0,0.0,63000000.0,2020-06-08,16:49:02
