date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-15,1473,93年,0.1,0.0,2005-07-07,500000.0,5000000.0,28.81,0.004047,3.0,0.0,2005-07-07,,5000000.0,0.0,0.0,0.0,2500000.0,0.0,2005-06-21,09:05:26
2006-08-03,1473,94年,0.03999999910593033,0.05999999865889549,2006-07-27,500307.0,5003070.0,49.959999084472656,0.003993390128016472,3.0,0.0,2006-07-27,,5000000.0,0.0,0.0,0.0,2500000.0,0.0,2006-07-12,09:54:19
2007-08-03,1473,95年,0.009956629946827888,0.08960980176925659,2007-07-26,500030.0,5000300.0,78.55999755859375,0.0036484100855886936,3.6839599609375,0.0,2007-07-26,,5000000.0,0.0,0.0,0.0,2500000.0,0.0,2007-07-09,17:00:20
2008-07-18,1473,96年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2008-07-10,,5000000.0,0.0,0.0,0.0,2500000.0,0.0,2008-06-24,16:35:12
2009-08-05,1473,97年,0.5,0.0,2009-07-30,0.0,0.0,0.0,0.0,1.0,0.0,2009-07-30,,5000000.0,0.0,0.0,0.0,3300000.0,0.0,2009-07-10,17:25:09
2010-07-25,1473,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2010-07-19,,10000000.0,0.0,0.0,0.0,4030000.0,0.0,2010-06-30,15:33:03
2011-07-13,1473,99年,0.0,0.0,,0.0,0.0,0.0,0.0,2.4000000953674316,0.0,2011-07-07,,25558900.0,0.0,0.0,0.0,4420000.0,0.0,2011-06-17,16:05:23
2012-07-23,1473,100年,0.0,0.0,,0.0,0.0,0.0,0.0,2.299999952316284,0.0,2012-07-17,,25558900.0,0.0,0.0,0.0,5600000.0,0.0,2012-06-29,17:55:37
2013-07-15,1473,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-09,,25558900.0,0.0,0.0,0.0,3250000.0,0.0,2013-06-25,16:09:52
2014-07-21,1473,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.4998600482940674,0.0,2014-07-15,,20036000.0,0.0,0.0,0.0,5050000.0,0.0,2014-06-27,18:28:16
2015-07-21,1473,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5990500450134277,0.0,2015-07-15,2015-07-31,20036000.0,0.0,0.0,0.0,5510000.0,0.0,2015-06-30,17:44:31
2016-05-10,1473,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.19622004032135,0.0,2016-05-04,2016-05-25,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-18,15:46:26
2017-07-29,1473,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2017-07-21,2017-08-11,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-05,10:19:21
2018-07-30,1473,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5034289956092834,0.0,2018-07-24,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-09,10:16:44
2019-07-31,1473,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2019-07-25,2019-08-20,0.0,0.0,0.0,0.0,0.0,146153534.0,2019-07-09,17:47:18
2020-08-17,1473,108年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2020-08-11,2020-08-31,0.0,0.0,0.0,0.0,0.0,146153534.0,2020-07-24,08:46:07
