date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-19,1326,93年,1.0,0.0,2005-07-13,0.0,0.0,0.0,0.0,4.5,0.0,2005-07-13,,226418330.0,0.0,0.0,0.0,37415000.0,0.0,2005-06-28,17:30:17
2006-07-31,1326,94年,0.30000001192092896,0.0,2006-07-25,0.0,0.0,0.0,0.0,5.199999809265137,0.0,2006-07-25,,195724992.0,0.0,0.0,0.0,37415000.0,0.0,2006-07-07,12:55:37
2007-07-03,1326,96年,0.0,0.0,,0.0,0.0,0.0,0.0,4.800000190734863,0.0,2007-06-27,,142262000.0,0.0,0.0,0.0,37415000.0,0.0,2007-06-12,08:59:49
2008-07-01,1326,97年,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,2008-06-25,,186703008.0,0.0,0.0,0.0,37415000.0,0.0,2008-06-10,10:17:35
2009-07-31,1326,97年,0.30000001192092896,0.0,2009-07-23,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,2009-07-23,,0.0,0.0,0.0,0.0,0.0,0.0,2009-07-08,15:04:04
2010-07-14,1326,99年,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,2010-07-08,,60041000.0,0.0,0.0,0.0,0.0,0.0,2010-06-22,11:57:41
2011-07-15,1326,100年,0.0,0.0,,0.0,0.0,0.0,0.0,7.5,0.0,2011-07-07,,181831008.0,0.0,0.0,0.0,0.0,0.0,2011-06-20,19:14:13
2012-07-10,1326,101年,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,2012-07-04,,98457000.0,0.0,0.0,0.0,0.0,0.0,2012-06-18,17:25:27
2013-07-28,1326,101年,0.30000001192092896,0.0,2013-07-22,0.0,0.0,0.0,0.0,0.6499999761581421,0.0,2013-07-22,,9716000.0,0.0,0.0,0.0,0.0,0.0,2013-07-04,15:28:23
2014-07-12,1326,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5,0.0,2014-07-04,,51345000.0,0.0,0.0,0.0,0.0,0.0,2014-06-18,15:32:39
2015-07-27,1326,103年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2000000476837158,0.0,2015-07-21,2015-08-19,24257200.0,0.0,0.0,0.0,0.0,0.0,2015-07-01,11:53:01
2016-07-12,1326,104年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2016-07-06,2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-21,09:56:35
2017-07-12,1326,105年,0.0,0.0,,0.0,0.0,0.0,0.0,5.599999904632568,0.0,2017-07-06,2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-20,10:04:20
2018-07-11,1326,106年,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,2018-07-05,2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-20,17:29:07
2019-07-02,1326,107年,0.0,0.0,,0.0,0.0,0.0,0.0,6.199999809265137,0.0,2019-06-26,2019-07-30,0.0,0.0,0.0,0.0,0.0,5861186291.0,2019-06-11,17:46:25
2020-07-07,1326,108年,0.0,0.0,,0.0,0.0,0.0,0.0,3.8,0.0,2020-07-01,2020-07-30,0.0,0.0,0.0,0.0,0.0,5861186291.0,2020-06-11,15:41:07
