date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-26,1459,93年,0.05,0.1,2005-07-20,0.0,0.0,0.0,0.0,0.5,0.0,2005-07-20,,4226990.0,0.0,0.0,0.0,6340485.0,0.0,2005-07-06,14:05:49
2006-09-04,1459,94年,0.0,0.10000000149011612,2006-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,10.0,0.0,0.0,2006-07-27,09:23:21
2007-07-28,1459,95年,0.0,0.10000000149011612,2007-07-20,0.0,0.0,0.0,0.0,0.18000000715255737,0.0,2007-07-20,,1287120.0,0.0,0.0,0.0,1930680.0,0.0,2007-07-06,14:11:19
2008-08-09,1459,96年,0.0,0.25,2008-08-01,0.0,0.0,0.0,0.0,0.550000011920929,0.0,2008-08-01,,3740620.0,0.0,0.0,0.0,5610930.0,0.0,2008-07-16,10:11:49
2010-08-09,1459,98年,0.0,0.30000001192092896,2010-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2010-07-19,17:00:08
2011-07-03,1459,99年,0.800000011920929,0.0,2011-06-27,0.0,0.0,0.0,0.0,0.699999988079071,0.0,2011-06-27,,10486200.0,0.0,0.0,0.0,15729300.0,0.0,2011-06-10,18:28:56
2012-07-25,1459,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.4699999988079071,0.0,2012-07-19,,3548540.0,0.0,0.0,0.0,5322810.0,0.0,2012-07-03,10:41:37
2013-08-03,1459,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,2013-07-26,,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-10,15:44:24
2014-07-23,1459,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3499999940395355,0.0,2014-07-17,2014-08-06,2642530.0,0.0,0.0,0.0,3963790.0,0.0,2014-07-03,09:11:40
2015-07-28,1459,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.550000011920929,0.0,2015-07-22,2015-08-11,4152540.0,0.0,0.0,0.0,6228820.0,0.0,2015-07-08,11:16:40
2016-07-23,1459,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,2016-07-15,2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,2016-06-30,09:38:47
2018-07-31,1459,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,2018-07-25,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-10,09:48:31
