date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-10-12,1235,93年,1.2,0.0,2005-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,,1452046.0,0.0,0.0,0.0,2420077.0,0.0,2005-09-20,17:08:04
2006-07-11,1235,94年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2006-07-05,,0.0,0.0,0.0,0.0,0.0,0.0,2006-06-19,16:32:06
2007-09-15,1235,95年,0.5,0.5,2007-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,,668328.0,0.0,0.0,0.0,1113880.0,0.0,2007-08-23,15:33:24
2008-11-18,1235,96年,1.399999976158142,0.0,2008-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,,2058450.0,0.0,0.0,0.0,3430750.0,0.0,2008-10-22,08:45:44
2009-10-12,1235,97年,0.30000001192092896,0.0,2009-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,,502850.0,0.0,0.0,0.0,838083.0,0.0,2009-08-25,17:49:39
2010-09-19,1235,98年,0.30000001192092896,0.0,2010-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,,517935.0,0.0,0.0,0.0,863226.0,0.0,2010-08-25,17:15:37
2011-11-11,1235,99年,0.30000001192092896,0.0,2011-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,,533473.0,0.0,0.0,0.0,889122.0,0.0,2011-08-30,12:06:06
2015-10-20,1235,103年,0.800000011920929,0.0,2015-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,,1465270.0,0.0,0.0,0.0,2442120.0,0.0,2015-08-11,10:44:36
2018-11-19,1235,106年,4.5,0.0,2018-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-29,15:22:05
2019-11-22,1235,107年,1.25,0.0,2019-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,87960388.0,2019-10-24,15:20:15
2020-12-21,1235,109年,0.55,0.0,2020-12-15,0.0,0.0,0.0,0.0,0.55,0.0,2020-12-15,2021-01-13,0.0,0.0,0.0,0.0,0.0,98955436.0,2020-12-01,10:52:32
