date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2008-08-05,1225,96年,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,2008-07-30,,2259720.0,0.0,0.0,0.0,2259720.0,0.0,2008-07-15,18:35:58
2010-09-13,1225,98年,0.3365339934825897,0.0,2010-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,,3163610.0,0.0,0.0,0.0,3163610.0,0.0,2010-08-20,10:59:26
2011-08-30,1225,99年,0.4000000059604645,0.0,2011-08-24,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,2011-08-24,,7773550.0,0.0,0.0,0.0,7773550.0,0.0,2011-08-09,16:05:10
2012-08-29,1225,100年,0.0,0.29998698830604553,2012-08-23,0.0,0.0,0.0,0.0,0.29998698830604553,0.0,2012-08-23,,3031680.0,0.0,0.0,0.0,3031680.0,0.0,2012-08-08,18:49:53
2013-09-11,1225,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.1902649998664856,0.1902649998664856,2013-09-05,,2082290.0,0.0,0.0,0.0,2082290.0,0.0,2013-08-20,18:00:15
2014-09-02,1225,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.24182699620723724,0.0,2014-08-27,2014-09-23,2797730.0,0.0,0.0,0.0,2797730.0,0.0,2014-08-12,17:14:17
2015-09-01,1225,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,2015-08-26,2015-09-22,3037540.0,0.0,0.0,0.0,3037540.0,0.0,2015-08-11,17:52:05
2016-09-05,1225,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2016-08-30,2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-05,17:47:58
2017-08-15,1225,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.25,0.0,2017-08-09,2017-09-08,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-25,15:57:34
2018-07-28,1225,106年,0.0,0.0,,0.0,0.0,0.0,0.0,1.25,0.0,2018-07-20,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-04,17:08:04
2019-08-31,1225,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.149999976158142,0.0,2019-08-23,2019-09-25,0.0,0.0,0.0,0.0,0.0,218703051.0,2019-08-08,17:29:55
2020-08-18,1225,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,0.0,2020-08-12,2020-09-10,0.0,0.0,0.0,0.0,0.0,218703051.0,2020-07-28,16:10:22
