date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-08-10,1319,93年,0.0,0.0,,0.0,0.0,0.0,0.0,1.9884,0.0,2005-08-04,,8549301.0,0.0,0.0,0.0,25647902.0,0.0,2005-07-20,15:31:23
2006-08-06,1319,94年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2006-07-31,,6461580.0,0.0,0.0,0.0,19384800.0,0.0,2006-07-04,09:26:44
2007-08-31,1319,96年,0.30000001192092896,0.0,2007-08-23,0.0,0.0,0.0,0.0,0.5,0.0,2007-08-23,,3446180.0,0.0,0.0,0.0,10338500.0,0.0,2007-08-03,16:13:39
2008-08-20,1319,97年,0.30000001192092896,0.30000001192092896,2008-08-14,0.0,0.0,0.0,0.0,0.550000011920929,0.0,2008-08-14,,3771410.0,0.0,0.0,0.0,11314200.0,0.0,2008-07-30,16:08:25
2009-08-30,1319,98年,0.30000001192092896,0.0,2009-08-24,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2009-08-24,,2821900.0,0.0,0.0,0.0,8465710.0,0.0,2009-08-03,17:16:02
2010-06-13,1319,99年,0.0,0.0,,0.0,0.0,0.0,0.0,1.4500000476837158,0.0,2010-06-07,,7024190.0,0.0,0.0,0.0,21072600.0,0.0,2010-05-21,14:39:43
2011-08-23,1319,99年,0.699999988079071,0.0,2011-08-17,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,2011-08-17,,5941800.0,0.0,0.0,0.0,17825400.0,0.0,2011-08-02,08:35:10
2012-08-20,1319,100年,0.4000000059604645,0.0,2012-08-14,0.0,0.0,0.0,0.0,0.30000001192092896,0.0,2012-08-14,,4045830.0,0.0,0.0,0.0,12137500.0,0.0,2012-07-30,15:46:23
2013-08-25,1319,101年,0.25,0.0,2013-08-19,0.0,0.0,0.0,0.0,0.3499999940395355,0.0,2013-08-19,,3606570.0,0.0,0.0,0.0,10819700.0,0.0,2013-08-02,10:50:57
2014-08-03,1319,102年,0.0,0.0,,0.0,0.0,0.0,0.0,1.100000023841858,0.0,2014-07-28,2014-08-22,6777340.0,0.0,0.0,0.0,20332000.0,0.0,2014-07-10,11:52:17
2015-08-17,1319,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.7400000095367432,0.0,2015-08-11,2015-09-08,4559300.0,0.0,0.0,0.0,13677900.0,0.0,2015-07-27,10:45:17
2016-07-31,1319,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.399999976158142,0.0,2016-07-25,2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-07,15:31:30
2017-07-22,1319,105年,0.0,0.0,,0.0,0.0,0.0,0.0,2.119999885559082,0.0,2017-07-14,2017-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-28,18:06:29
2018-07-24,1319,106年,0.0,0.0,,0.0,0.0,0.0,0.0,2.049999952316284,0.0,2018-07-18,2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-03,17:35:11
2018-12-17,1319,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7999999523162842,0.0,2020-06-23,2020-07-17,0.0,0.0,0.0,0.0,0.0,591477068.0,2020-05-11,15:39:35
2019-07-27,1319,107年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7000000476837158,0.0,2019-07-19,2019-08-15,0.0,0.0,0.0,0.0,0.0,591477068.0,2019-07-05,17:57:04
2020-06-29,1319,108年,0.0,0.0,,0.0,0.0,0.0,0.0,1.8,0.0,2020-06-23,2020-07-17,0.0,0.0,0.0,0.0,0.0,591477068.0,2020-05-11,15:39:35
