date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-07-12,1232,93年,0.0,0.0,,0.0,0.0,0.0,0.0,1.2,0.0,2005-07-06,,4035041.0,0.0,0.0,0.0,4035041.0,0.0,2005-06-16,10:14:26
2006-07-10,1232,94年,0.0,0.0,,0.0,0.0,0.0,0.0,1.600000023841858,0.0,2006-07-04,,5941210.0,0.0,0.0,0.0,5941210.0,0.0,2006-06-14,16:01:08
2007-07-23,1232,95年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2007-07-17,,6797140.0,0.0,0.0,0.0,6797140.0,0.0,2007-07-03,14:37:43
2008-07-22,1232,96年,0.0,0.0,,0.0,0.0,0.0,0.0,2.5999999046325684,0.0,2008-07-16,,9024400.0,0.0,0.0,0.0,9024400.0,0.0,2008-06-23,15:00:01
2009-07-21,1232,97年,0.0,0.0,,0.0,0.0,0.0,0.0,2.4000000953674316,0.0,2009-07-15,,8440400.0,0.0,0.0,0.0,8440400.0,0.0,2009-06-30,09:01:21
2010-07-10,1232,98年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2010-07-02,,9977430.0,0.0,0.0,0.0,9977430.0,0.0,2010-06-22,17:42:41
2011-07-10,1232,99年,0.0,0.0,,0.0,0.0,0.0,0.0,3.5,0.0,2011-07-04,,11756900.0,0.0,0.0,0.0,11756900.0,0.0,2011-06-16,17:27:43
2012-07-10,1232,100年,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2012-07-04,,9889240.0,0.0,0.0,0.0,9889240.0,0.0,2012-06-21,10:16:39
2013-07-08,1232,101年,0.0,0.0,,0.0,0.0,0.0,0.0,2.799999952316284,0.0,2013-07-02,,9098000.0,0.0,0.0,0.0,9098000.0,0.0,2013-06-18,14:16:11
2014-07-08,1232,102年,0.0,0.0,,0.0,0.0,0.0,0.0,3.799999952316284,0.0,2014-07-02,,13422300.0,0.0,0.0,0.0,13422300.0,0.0,2014-06-17,17:30:51
2015-07-21,1232,103年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2015-07-15,2015-08-07,17945100.0,0.0,0.0,0.0,17945100.0,0.0,2015-06-30,17:13:22
2016-07-11,1232,104年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2016-07-05,2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-04,18:20:10
2017-07-11,1232,105年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2017-07-05,2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-16,15:27:53
2018-07-22,1232,106年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2018-07-16,2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,2018-06-29,15:18:41
2019-07-16,1232,107年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2019-07-10,2019-07-31,0.0,0.0,0.0,0.0,0.0,159974915.0,2019-06-25,17:09:01
2020-07-15,1232,108年,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,2020-07-09,2020-07-30,0.0,0.0,0.0,0.0,0.0,159974915.0,2020-06-20,10:22:26
