date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2007-04-21,1409,95年,0.0,0.0,2007-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,104575000.0,6.31,10.0,0.0,0.0,2007-04-12,17:07:11
2008-10-23,1409,97年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2015800029039383,0.0,2008-10-16,,4319050.0,0.0,0.0,0.0,0.0,0.0,2008-10-01,17:20:35
2010-10-04,1409,99年,0.0,0.0,,0.0,0.0,0.0,0.0,0.21188099682331085,0.0,2010-09-28,,5651960.0,0.0,0.0,0.0,0.0,0.0,2010-09-09,16:14:37
2011-02-12,1409,99年,0.0,0.0,2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,100000000.0,4.6,12.3100004196167,0.0,0.0,2011-01-26,14:34:58
2011-10-02,1409,100年,0.5543969869613647,0.0,2011-09-26,0.0,0.0,0.0,0.0,0.3527980148792267,0.0,2011-09-26,,17634900.0,0.0,0.0,0.0,0.0,0.0,2011-09-08,17:04:18
2012-08-10,1409,100年,0.0,0.0,,0.0,0.0,0.0,0.0,0.31739699840545654,0.0,2012-08-02,,0.0,0.0,0.0,0.0,0.0,0.0,2012-07-20,09:25:28
2013-10-13,1409,101年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3199999928474426,0.0,2013-10-07,,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-18,09:58:49
2014-09-02,1409,102年,0.0,0.0,,0.0,0.0,0.0,0.0,0.3575119972229004,0.0,2014-08-27,2014-09-30,9203480.0,0.0,0.0,0.0,0.0,0.0,2014-08-13,14:54:33
2015-09-02,1409,103年,0.0,0.0,,0.0,0.0,0.0,0.0,0.4277609884738922,0.0,2015-08-27,2015-09-30,12767800.0,0.0,0.0,0.0,0.0,0.0,2015-08-12,09:27:08
2016-09-04,1409,104年,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,2016-08-29,2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-12,11:56:35
2017-09-03,1409,105年,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,2017-08-28,2017-09-28,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-11,16:51:29
2018-09-03,1409,106年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2018-08-28,2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,2018-08-13,16:33:52
2019-09-03,1409,107年,0.0,0.0,,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,2019-08-28,2019-09-26,0.0,0.0,0.0,0.0,0.0,1618409291.0,2019-08-13,17:47:00
2020-09-07,1409,108年,0.0,0.0,,0.0,0.0,0.0,0.0,0.55,0.0,2020-09-01,2020-09-25,0.0,0.0,0.0,0.0,0.0,1618409291.0,2020-08-13,14:45:24
