date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2005-09-25,1101,93年,0.5,0.0,2005-09-19,7298660.0,72986600.0,5.23,0.00275862,0.7,0.0,2005-09-19,,291946421.0,0.0,0.0,0.0,109479906.0,0.0,2005-08-22,15:12:00
2006-09-02,1101,94年,0.15621599555015564,0.0,2006-08-25,7522000.0,75220000.0,13.760000228881836,0.0024928399361670017,1.405940055847168,0.0,2006-08-25,,75217800.0,0.0,0.0,0.0,150438000.0,0.0,2006-08-10,17:05:09
2007-08-05,1101,95年,0.10000000149011612,0.0,2007-07-30,9212600.0,92126000.0,22.309999465942383,0.00287233991548419,1.7000000476837158,0.0,2007-07-30,,92126096.0,0.0,0.0,0.0,184252000.0,0.0,2007-07-16,14:28:59
2008-08-02,1101,96年,0.10000000149011612,0.0,2008-07-25,11052300.0,110523000.0,25.389999389648438,0.003402129979804158,1.899999976158142,0.0,2008-07-25,,96836800.0,0.0,0.0,0.0,207360000.0,0.0,2008-07-10,18:21:49
2009-08-23,1101,97年,0.0,0.0,,0.0,0.0,0.0,0.0,1.3200000524520874,0.0,2009-08-17,,68256600.0,0.0,0.0,0.0,136512992.0,0.0,2009-07-29,19:24:59
2010-07-20,1101,98年,0.0,0.0,,0.0,0.0,0.0,0.0,1.7999999523162842,0.0,2010-07-14,,60847200.0,0.0,0.0,0.0,185158000.0,0.0,2010-06-28,17:00:14
2010-12-04,1101,99年,0.0,0.0,2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,400000000.0,9.72,27.0,185158000.0,0.0,2010-11-19,17:09:45
2011-08-01,1101,99年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2011-07-26,,45349200.0,0.0,0.0,0.0,229784992.0,0.0,2011-07-11,10:44:16
2012-08-01,1101,100年,0.0,0.0,,0.0,0.0,0.0,0.0,1.899999976158142,0.0,2012-07-26,,44914200.0,0.0,0.0,0.0,71313600.0,0.0,2012-07-11,17:37:23
2013-07-31,1101,101年,0.0,0.0,,0.0,0.0,0.0,0.0,1.899999976158142,0.0,2013-07-25,,44670300.0,0.0,0.0,0.0,71311200.0,0.0,2013-07-11,11:20:05
2014-07-23,1101,102年,0.0,0.0,,0.0,0.0,0.0,0.0,2.299999952316284,0.0,2014-07-17,,0.0,0.0,0.0,0.0,86385296.0,0.0,2014-06-30,10:40:36
2015-07-29,1101,103年,0.0,0.0,,0.0,0.0,0.0,0.0,2.490000009536743,0.0,2015-07-23,2015-08-21,58612200.0,0.0,0.0,0.0,93455904.0,0.0,2015-06-24,17:05:37
2016-07-31,1101,104年,0.0,0.0,,0.0,0.0,0.0,0.0,1.3300000429153442,0.0,2016-07-25,2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-04,16:27:46
2017-07-31,1101,105年,0.0,0.0,,0.0,0.0,0.0,0.0,1.4500000476837158,0.0,2017-07-25,2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-10,14:41:07
2018-08-01,1101,106年,1.0,0.0,2018-07-26,0.0,0.0,0.0,0.0,1.5,0.0,2018-07-26,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-11,17:28:09
2018-11-26,1101,107年,0.0,0.0,2018-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,200000000.0,3.13,50.0,0.0,0.0,2018-11-13,17:33:30
2019-08-19,1101,107年,0.701088011264801,0.0,2019-08-13,0.0,0.0,0.0,0.0,3.3051300048828125,0.0,2019-08-13,2019-09-12,0.0,0.0,0.0,0.0,0.0,5100059911.0,2019-07-29,16:00:28
2020-08-18,1101,108年,0.50016326,0.0,2020-08-12,0.0,0.0,0.0,0.0,2.50081632,0.0,2020-08-12,2020-09-16,0.0,0.0,0.0,0.0,0.0,5455837699.0,2020-07-28,17:27:37
